Column1,Column2,Column3,Column4
Svätá Mária,J,Information and communication,2
Košice-Krásna,J,Information and communication,20
Valaliky,J,Information and communication,20
Zemplínske Jastrabie,J,Information and communication,2
Sokoľ,J,Information and communication,4
Košice-Sever,J,Information and communication,216
Košice-Sídlisko KVP,J,Information and communication,177
Malá Lodina,J,Information and communication,2
Košice-Barca,J,Information and communication,28
Čeľovce,J,Information and communication,2
Hraň,J,Information and communication,1
Trebišov,J,Information and communication,75
Kysta,J,Information and communication,1
Sirník,J,Information and communication,1
Hrčeľ,J,Information and communication,1
Ždaňa,J,Information and communication,5
Geča,J,Information and communication,6
Bohdanovce,J,Information and communication,2
Zemplínska Teplica,J,Information and communication,4
Zemplínska Nová Ves,J,Information and communication,1
Kechnec,J,Information and communication,3
Vyšný Čaj,J,Information and communication,5
Streda nad Bodrogom,J,Information and communication,3
Kysak,J,Information and communication,3
Vyšná Myšľa,J,Information and communication,3
Košice-Pereš,J,Information and communication,23
Malá Tŕňa,J,Information and communication,1
Haniska,J,Information and communication,4
Seňa,J,Information and communication,6
Košice-Lorinčík,J,Information and communication,5
Nižná Myšľa,J,Information and communication,2
Michaľany,J,Information and communication,3
Družstevná pri Hornáde,J,Information and communication,7
Lastovce,J,Information and communication,2
Plechotice,J,Information and communication,1
Viničky,J,Information and communication,1
Zemplínska Nová Ves,K,Financial and insurance activities,7
Košice-Ťahanovce,K,Financial and insurance activities,23
Ruskov,K,Financial and insurance activities,4
Kazimír,K,Financial and insurance activities,4
Košice-Poľov,K,Financial and insurance activities,2
Zemplínske Jastrabie,K,Financial and insurance activities,2
Geča,K,Financial and insurance activities,4
Skároš,K,Financial and insurance activities,4
Kostoľany nad Hornádom,K,Financial and insurance activities,1
Valaliky,K,Financial and insurance activities,14
Čerhov,K,Financial and insurance activities,4
Borša,K,Financial and insurance activities,5
Vyšná Myšľa,K,Financial and insurance activities,4
Haniska,K,Financial and insurance activities,7
Košice-Sídlisko KVP,K,Financial and insurance activities,111
Košice-Pereš,K,Financial and insurance activities,10
Rákoš,K,Financial and insurance activities,3
Košice-Kavečany,K,Financial and insurance activities,6
Plechotice,K,Financial and insurance activities,1
Malá Tŕňa,K,Financial and insurance activities,1
Zemplínske Hradište,K,Financial and insurance activities,1
Košice-Sever,K,Financial and insurance activities,87
Košice-Juh,K,Financial and insurance activities,115
Kysta,K,Financial and insurance activities,1
Sokoľ,K,Financial and insurance activities,3
Olšovany,K,Financial and insurance activities,2
Belža,K,Financial and insurance activities,2
Kechnec,K,Financial and insurance activities,2
Košice-Nad jazerom,K,Financial and insurance activities,128
Košice-Vyšné Opátske,K,Financial and insurance activities,17
Gyňov,K,Financial and insurance activities,4
Zemplínska Teplica,K,Financial and insurance activities,8
Brehov,K,Financial and insurance activities,4
Bohdanovce,K,Financial and insurance activities,1
Blažice,K,Financial and insurance activities,3
Vyšný Čaj,K,Financial and insurance activities,1
Družstevná pri Hornáde,K,Financial and insurance activities,5
Svätá Mária,K,Financial and insurance activities,1
Bara,K,Financial and insurance activities,3
Košice-Džungľa,K,Financial and insurance activities,1
Kalša,K,Financial and insurance activities,1
Trstené pri Hornáde,K,Financial and insurance activities,7
Byšta,K,Financial and insurance activities,1
Košice-Západ,K,Financial and insurance activities,181
Egreš,K,Financial and insurance activities,1
Bočiar,K,Financial and insurance activities,1
Veľký Kamenec,K,Financial and insurance activities,2
Rad,K,Financial and insurance activities,1
Somotor,K,Financial and insurance activities,6
Košice-Šebastovce,K,Financial and insurance activities,3
Košice-Lorinčík,K,Financial and insurance activities,4
Košice-Šaca,K,Financial and insurance activities,13
Košice-Staré Mesto,K,Financial and insurance activities,166
Nižný Žipov,K,Financial and insurance activities,1
Košice-Barca,K,Financial and insurance activities,24
Veľaty,K,Financial and insurance activities,4
Michaľany,K,Financial and insurance activities,3
Košice-Krásna,K,Financial and insurance activities,27
Vyšná Hutka,K,Financial and insurance activities,2
Hrčeľ,K,Financial and insurance activities,4
Slanec,K,Financial and insurance activities,5
Slovenské Nové Mesto,K,Financial and insurance activities,2
Slivník,K,Financial and insurance activities,2
Nižná Myšľa,K,Financial and insurance activities,3
Kysak,K,Financial and insurance activities,5
Čaňa,K,Financial and insurance activities,20
Čeľovce,K,Financial and insurance activities,3
Košice-Myslava,K,Financial and insurance activities,20
Trebišov,K,Financial and insurance activities,87
Obišovce,K,Financial and insurance activities,3
Novosad,K,Financial and insurance activities,6
Nižná Hutka,K,Financial and insurance activities,2
Kokšov-Bakša,K,Financial and insurance activities,5
Hraň,K,Financial and insurance activities,2
Slanské Nové Mesto,K,Financial and insurance activities,2
Cejkov,K,Financial and insurance activities,3
Streda nad Bodrogom,K,Financial and insurance activities,3
Košická Polianka,K,Financial and insurance activities,2
Luhyňa,K,Financial and insurance activities,1
Sady nad Torysou,K,Financial and insurance activities,9
Stanča,K,Financial and insurance activities,1
Trebejov,K,Financial and insurance activities,2
Ždaňa,K,Financial and insurance activities,3
Ladmovce,K,Financial and insurance activities,1
Brezina,K,Financial and insurance activities,1
Košice-Luník IX,K,Financial and insurance activities,3
Seňa,K,Financial and insurance activities,8
Kuzmice,K,Financial and insurance activities,7
Sokoľany,K,Financial and insurance activities,4
Geča,L,Real estate activities,1
Košice-Šebastovce,L,Real estate activities,2
Skároš,L,Real estate activities,1
Valaliky,L,Real estate activities,8
Kysta,L,Real estate activities,2
Rad,L,Real estate activities,2
Zemplínska Teplica,L,Real estate activities,11
Kokšov-Bakša,L,Real estate activities,1
Nižná Myšľa,L,Real estate activities,3
Kostoľany nad Hornádom,L,Real estate activities,6
Košice-Barca,L,Real estate activities,38
Plechotice,L,Real estate activities,1
Hraň,L,Real estate activities,1
Borša,L,Real estate activities,9
Kysak,L,Real estate activities,11
Trebišov,L,Real estate activities,60
Košice-Poľov,L,Real estate activities,1
Olšovany,L,Real estate activities,1
Kalša,L,Real estate activities,1
Michaľany,L,Real estate activities,4
Košice-Ťahanovce,L,Real estate activities,9
Košice-Sídlisko KVP,L,Real estate activities,66
Košice-Staré Mesto,L,Real estate activities,474
Košice-Myslava,L,Real estate activities,14
Košická Polianka,L,Real estate activities,4
Veľaty,L,Real estate activities,1
Slanec,L,Real estate activities,6
Malá Tŕňa,L,Real estate activities,1
Viničky,L,Real estate activities,1
Gyňov,L,Real estate activities,1
Sokoľ,L,Real estate activities,1
Košice-Sever,L,Real estate activities,203
Streda nad Bodrogom,L,Real estate activities,6
Vyšný Čaj,L,Real estate activities,1
Milhosť,L,Real estate activities,1
Nižný Žipov,L,Real estate activities,1
Košice-Juh,L,Real estate activities,363
Kuzmice,L,Real estate activities,1
Košice-Šaca,L,Real estate activities,17
Slanské Nové Mesto,L,Real estate activities,1
Ždaňa,L,Real estate activities,5
Trebejov,L,Real estate activities,2
Bohdanovce,L,Real estate activities,4
Košice-Kavečany,L,Real estate activities,2
Družstevná pri Hornáde,L,Real estate activities,5
Košice-Západ,L,Real estate activities,241
Nižná Hutka,L,Real estate activities,1
Košice-Vyšné Opátske,L,Real estate activities,16
Košice-Pereš,L,Real estate activities,13
Slovenské Nové Mesto,L,Real estate activities,2
Somotor,L,Real estate activities,4
Čaňa,L,Real estate activities,13
Košice-Krásna,L,Real estate activities,23
Haniska,L,Real estate activities,3
Ruskov,L,Real estate activities,5
Novosad,L,Real estate activities,3
Vyšná Hutka,L,Real estate activities,3
Čerhov,L,Real estate activities,1
Trstené pri Hornáde,L,Real estate activities,1
Svätá Mária,L,Real estate activities,2
Sady nad Torysou,L,Real estate activities,3
Košice-Nad jazerom,L,Real estate activities,82
Bara,L,Real estate activities,2
Košice-Džungľa,L,Real estate activities,5
Zemplínske Hradište,L,Real estate activities,1
Cejkov,L,Real estate activities,1
Seňa,L,Real estate activities,3
Košice-Lorinčík,L,Real estate activities,3
Košická Polianka,M,"Professional, scientific and technical activities",9
Zemplínska Teplica,M,"Professional, scientific and technical activities",8
Ladmovce,M,"Professional, scientific and technical activities",1
Hraň,M,"Professional, scientific and technical activities",5
Košice-Juh,M,"Professional, scientific and technical activities",1090
Košice-Šebastovce,M,"Professional, scientific and technical activities",4
Košice-Staré Mesto,M,"Professional, scientific and technical activities",1338
Kalša,M,"Professional, scientific and technical activities",6
Veľaty,M,"Professional, scientific and technical activities",9
Streda nad Bodrogom,M,"Professional, scientific and technical activities",14
Košice-Sídlisko KVP,M,"Professional, scientific and technical activities",459
Seňa,M,"Professional, scientific and technical activities",11
Košice-Poľov,M,"Professional, scientific and technical activities",6
Malá Tŕňa,M,"Professional, scientific and technical activities",3
Gyňov,M,"Professional, scientific and technical activities",9
Haniska,M,"Professional, scientific and technical activities",17
Vyšný Čaj,M,"Professional, scientific and technical activities",2
Slanec,M,"Professional, scientific and technical activities",10
Hrčeľ,M,"Professional, scientific and technical activities",4
Vyšná Myšľa,M,"Professional, scientific and technical activities",9
Slivník,M,"Professional, scientific and technical activities",5
Sirník,M,"Professional, scientific and technical activities",1
Plechotice,M,"Professional, scientific and technical activities",5
Brezina,M,"Professional, scientific and technical activities",3
Lastovce,M,"Professional, scientific and technical activities",5
Bočiar,M,"Professional, scientific and technical activities",4
Ždaňa,M,"Professional, scientific and technical activities",11
Geča,M,"Professional, scientific and technical activities",10
Kysak,M,"Professional, scientific and technical activities",12
Družstevná pri Hornáde,M,"Professional, scientific and technical activities",18
Kašov,M,"Professional, scientific and technical activities",1
Bohdanovce,M,"Professional, scientific and technical activities",12
Kazimír,M,"Professional, scientific and technical activities",10
Michaľany,M,"Professional, scientific and technical activities",11
Borša,M,"Professional, scientific and technical activities",3
Trebišov,M,"Professional, scientific and technical activities",273
Zemplínsky Branč,M,"Professional, scientific and technical activities",3
Kechnec,M,"Professional, scientific and technical activities",8
Košice-Sever,M,"Professional, scientific and technical activities",674
Čerhov,M,"Professional, scientific and technical activities",1
Slančík,M,"Professional, scientific and technical activities",1
Rad,M,"Professional, scientific and technical activities",2
Novosad,M,"Professional, scientific and technical activities",4
Košice-Barca,M,"Professional, scientific and technical activities",96
Nižný Žipov,M,"Professional, scientific and technical activities",3
Kostoľany nad Hornádom,M,"Professional, scientific and technical activities",8
Bara,M,"Professional, scientific and technical activities",1
Černochov,M,"Professional, scientific and technical activities",2
Slovenské Nové Mesto,M,"Professional, scientific and technical activities",10
Košice-Nad jazerom,M,"Professional, scientific and technical activities",301
Košice-Vyšné Opátske,M,"Professional, scientific and technical activities",65
Byšta,M,"Professional, scientific and technical activities",3
Milhosť,M,"Professional, scientific and technical activities",2
Košice-Krásna,M,"Professional, scientific and technical activities",76
Veľká Tŕňa,M,"Professional, scientific and technical activities",3
Cejkov,M,"Professional, scientific and technical activities",5
Košice-Pereš,M,"Professional, scientific and technical activities",48
Valaliky,M,"Professional, scientific and technical activities",37
Zemplínske Hradište,M,"Professional, scientific and technical activities",10
Obišovce,M,"Professional, scientific and technical activities",4
Nový Salaš,M,"Professional, scientific and technical activities",3
Blažice,M,"Professional, scientific and technical activities",1
Košice-Západ,M,"Professional, scientific and technical activities",790
Košice-Džungľa,M,"Professional, scientific and technical activities",11
Rákoš,M,"Professional, scientific and technical activities",2
Košice-Šaca,M,"Professional, scientific and technical activities",51
Košice-Kavečany,M,"Professional, scientific and technical activities",23
Kokšov-Bakša,M,"Professional, scientific and technical activities",13
Zemplínska Nová Ves,M,"Professional, scientific and technical activities",1
Brehov,M,"Professional, scientific and technical activities",2
Nižný Čaj,M,"Professional, scientific and technical activities",5
Trstené pri Hornáde,M,"Professional, scientific and technical activities",5
Košice-Ťahanovce,M,"Professional, scientific and technical activities",32
Sokoľany,M,"Professional, scientific and technical activities",6
Sady nad Torysou,M,"Professional, scientific and technical activities",18
Kysta,M,"Professional, scientific and technical activities",5
Svätá Mária,M,"Professional, scientific and technical activities",2
Nižná Hutka,M,"Professional, scientific and technical activities",6
Sokoľ,M,"Professional, scientific and technical activities",11
Belža,M,"Professional, scientific and technical activities",1
Malá Lodina,M,"Professional, scientific and technical activities",2
Somotor,M,"Professional, scientific and technical activities",11
Ruskov,M,"Professional, scientific and technical activities",17
Košice-Lorinčík,M,"Professional, scientific and technical activities",17
Stanča,M,"Professional, scientific and technical activities",1
Luhyňa,M,"Professional, scientific and technical activities",2
Skároš,M,"Professional, scientific and technical activities",4
Nižná Myšľa,M,"Professional, scientific and technical activities",10
Kuzmice,M,"Professional, scientific and technical activities",16
Slanské Nové Mesto,M,"Professional, scientific and technical activities",2
Trebejov,M,"Professional, scientific and technical activities",5
Čaňa,M,"Professional, scientific and technical activities",31
Košice-Luník IX,M,"Professional, scientific and technical activities",2
Vyšná Hutka,M,"Professional, scientific and technical activities",4
Košice-Myslava,M,"Professional, scientific and technical activities",59
Slanská Huta,M,"Professional, scientific and technical activities",2
Olšovany,N,Administrative and support service activities,2
Ruskov,N,Administrative and support service activities,11
Belža,N,Administrative and support service activities,2
Zemplínske Hradište,N,Administrative and support service activities,8
Vyšná Hutka,N,Administrative and support service activities,1
Slovenské Nové Mesto,N,Administrative and support service activities,10
Košice-Luník IX,N,Administrative and support service activities,4
Trebejov,N,Administrative and support service activities,1
Košice-Šaca,N,Administrative and support service activities,51
Košice-Kavečany,N,Administrative and support service activities,16
Zemplínska Nová Ves,N,Administrative and support service activities,4
Nižný Čaj,N,Administrative and support service activities,1
Blažice,N,Administrative and support service activities,1
Hraň,N,Administrative and support service activities,7
Gyňov,N,Administrative and support service activities,5
Malá Tŕňa,N,Administrative and support service activities,2
Kazimír,N,Administrative and support service activities,3
Trebišov,N,Administrative and support service activities,163
Geča,N,Administrative and support service activities,4
Veľká Tŕňa,N,Administrative and support service activities,1
Košice-Krásna,N,Administrative and support service activities,44
Kašov,N,Administrative and support service activities,2
Čerhov,N,Administrative and support service activities,3
Bara,N,Administrative and support service activities,1
Košice-Nad jazerom,N,Administrative and support service activities,194
Košice-Lorinčík,N,Administrative and support service activities,4
Nižná Myšľa,N,Administrative and support service activities,5
Slanské Nové Mesto,N,Administrative and support service activities,1
Košice-Vyšné Opátske,N,Administrative and support service activities,38
Borša,N,Administrative and support service activities,6
Nižná Hutka,N,Administrative and support service activities,4
Kožuchov,N,Administrative and support service activities,2
Slanec,N,Administrative and support service activities,10
Brezina,N,Administrative and support service activities,2
Košice-Šebastovce,N,Administrative and support service activities,6
Nižný Žipov,N,Administrative and support service activities,3
Zemplín,N,Administrative and support service activities,2
Čaňa,N,Administrative and support service activities,32
Streda nad Bodrogom,N,Administrative and support service activities,8
Novosad,N,Administrative and support service activities,3
Ždaňa,N,Administrative and support service activities,8
Bohdanovce,N,Administrative and support service activities,3
Kostoľany nad Hornádom,N,Administrative and support service activities,4
Luhyňa,N,Administrative and support service activities,1
Sirník,N,Administrative and support service activities,1
Bočiar,N,Administrative and support service activities,1
Somotor,N,Administrative and support service activities,8
Košice-Sídlisko KVP,N,Administrative and support service activities,240
Košice-Juh,N,Administrative and support service activities,569
Svätá Mária,N,Administrative and support service activities,3
Košice-Západ,N,Administrative and support service activities,395
Košice-Myslava,N,Administrative and support service activities,27
Košice-Ťahanovce,N,Administrative and support service activities,27
Veľaty,N,Administrative and support service activities,6
Košice-Staré Mesto,N,Administrative and support service activities,562
Košická Polianka,N,Administrative and support service activities,3
Kuzmice,N,Administrative and support service activities,6
Košice-Sever,N,Administrative and support service activities,274
Milhosť,N,Administrative and support service activities,3
Sokoľ,N,Administrative and support service activities,4
Košice-Barca,N,Administrative and support service activities,62
Hrčeľ,N,Administrative and support service activities,3
Viničky,N,Administrative and support service activities,2
Sokoľany,N,Administrative and support service activities,1
Brehov,N,Administrative and support service activities,2
Černochov,N,Administrative and support service activities,1
Košice-Pereš,N,Administrative and support service activities,29
Malý Kamenec,N,Administrative and support service activities,1
Nový Salaš,N,Administrative and support service activities,1
Slivník,N,Administrative and support service activities,4
Stanča,N,Administrative and support service activities,3
Valaliky,N,Administrative and support service activities,20
Kokšov-Bakša,N,Administrative and support service activities,7
Trstené pri Hornáde,N,Administrative and support service activities,4
Malá Lodina,N,Administrative and support service activities,1
Košice-Džungľa,N,Administrative and support service activities,3
Skároš,N,Administrative and support service activities,5
Kysta,N,Administrative and support service activities,1
Zemplínska Teplica,N,Administrative and support service activities,4
Kysak,N,Administrative and support service activities,10
Slančík,N,Administrative and support service activities,1
Kechnec,N,Administrative and support service activities,4
Obišovce,N,Administrative and support service activities,1
Lastovce,N,Administrative and support service activities,3
Plechotice,N,Administrative and support service activities,1
Družstevná pri Hornáde,N,Administrative and support service activities,9
Michaľany,N,Administrative and support service activities,2
Košice-Poľov,N,Administrative and support service activities,6
Seňa,N,Administrative and support service activities,3
Haniska,N,Administrative and support service activities,7
Vyšná Myšľa,N,Administrative and support service activities,3
Zemplínske Jastrabie,N,Administrative and support service activities,1
Rákoš,N,Administrative and support service activities,1
Sady nad Torysou,N,Administrative and support service activities,8
Trebišov,O,Public administration and defence; compulsory social security,4
Kysta,O,Public administration and defence; compulsory social security,1
Košice-Staré Mesto,O,Public administration and defence; compulsory social security,14
Družstevná pri Hornáde,O,Public administration and defence; compulsory social security,1
Vyšná Hutka,O,Public administration and defence; compulsory social security,1
Hrčeľ,O,Public administration and defence; compulsory social security,1
Zemplínske Jastrabie,O,Public administration and defence; compulsory social security,1
Valaliky,O,Public administration and defence; compulsory social security,1
Košice-Pereš,O,Public administration and defence; compulsory social security,1
Košice-Poľov,O,Public administration and defence; compulsory social security,1
Streda nad Bodrogom,O,Public administration and defence; compulsory social security,1
Cejkov,O,Public administration and defence; compulsory social security,1
Košice-Barca,O,Public administration and defence; compulsory social security,1
Košice-Západ,O,Public administration and defence; compulsory social security,3
Nižný Čaj,O,Public administration and defence; compulsory social security,1
Bohdanovce,O,Public administration and defence; compulsory social security,1
Zemplínska Teplica,O,Public administration and defence; compulsory social security,1
Rákoš,O,Public administration and defence; compulsory social security,2
Kysak,O,Public administration and defence; compulsory social security,1
Viničky,O,Public administration and defence; compulsory social security,1
Čeľovce,O,Public administration and defence; compulsory social security,1
Svätá Mária,O,Public administration and defence; compulsory social security,1
Sokoľany,O,Public administration and defence; compulsory social security,1
Nižný Žipov,O,Public administration and defence; compulsory social security,1
Ruskov,O,Public administration and defence; compulsory social security,1
Belža,O,Public administration and defence; compulsory social security,1
Obišovce,O,Public administration and defence; compulsory social security,1
Košice-Šebastovce,O,Public administration and defence; compulsory social security,1
Sirník,O,Public administration and defence; compulsory social security,1
Slovenské Nové Mesto,O,Public administration and defence; compulsory social security,1
Zemplínska Nová Ves,O,Public administration and defence; compulsory social security,1
Novosad,O,Public administration and defence; compulsory social security,1
Košice-Luník IX,O,Public administration and defence; compulsory social security,1
Černochov,O,Public administration and defence; compulsory social security,1
Kechnec,O,Public administration and defence; compulsory social security,1
Byšta,O,Public administration and defence; compulsory social security,1
Rad,O,Public administration and defence; compulsory social security,1
Haniska,O,Public administration and defence; compulsory social security,1
Malá Lodina,O,Public administration and defence; compulsory social security,1
Zemplín,O,Public administration and defence; compulsory social security,1
Slančík,O,Public administration and defence; compulsory social security,1
Malý Kamenec,O,Public administration and defence; compulsory social security,1
Čaňa,O,Public administration and defence; compulsory social security,1
Seňa,O,Public administration and defence; compulsory social security,1
Trebejov,O,Public administration and defence; compulsory social security,1
Brezina,O,Public administration and defence; compulsory social security,1
Košice-Ťahanovce,O,Public administration and defence; compulsory social security,1
Veľká Lodina,O,Public administration and defence; compulsory social security,1
Blažice,O,Public administration and defence; compulsory social security,1
Slanec,O,Public administration and defence; compulsory social security,1
Kalša,O,Public administration and defence; compulsory social security,1
Kožuchov,O,Public administration and defence; compulsory social security,1
Košice-Šaca,O,Public administration and defence; compulsory social security,2
Ždaňa,O,Public administration and defence; compulsory social security,1
Veľký Kamenec,O,Public administration and defence; compulsory social security,1
Olšovany,O,Public administration and defence; compulsory social security,1
Michaľany,O,Public administration and defence; compulsory social security,1
Milhosť,O,Public administration and defence; compulsory social security,1
Ladmovce,O,Public administration and defence; compulsory social security,1
Košice-Kavečany,O,Public administration and defence; compulsory social security,1
Klin nad Bodrogom,O,Public administration and defence; compulsory social security,1
Kostoľany nad Hornádom,O,Public administration and defence; compulsory social security,1
Nový Salaš,O,Public administration and defence; compulsory social security,1
Košice-Sever,O,Public administration and defence; compulsory social security,3
Nižná Hutka,O,Public administration and defence; compulsory social security,1
Vyšná Myšľa,O,Public administration and defence; compulsory social security,1
Kokšov-Bakša,O,Public administration and defence; compulsory social security,1
Vyšný Čaj,O,Public administration and defence; compulsory social security,1
Zemplínske Hradište,O,Public administration and defence; compulsory social security,1
Hraň,O,Public administration and defence; compulsory social security,1
Zemplínsky Branč,O,Public administration and defence; compulsory social security,1
Luhyňa,O,Public administration and defence; compulsory social security,1
Slanské Nové Mesto,O,Public administration and defence; compulsory social security,1
Košice-Myslava,O,Public administration and defence; compulsory social security,1
Košice-Lorinčík,O,Public administration and defence; compulsory social security,1
Kuzmice,O,Public administration and defence; compulsory social security,2
Nižná Myšľa,O,Public administration and defence; compulsory social security,1
Egreš,O,Public administration and defence; compulsory social security,1
Bočiar,O,Public administration and defence; compulsory social security,1
Slivník,O,Public administration and defence; compulsory social security,1
Somotor,O,Public administration and defence; compulsory social security,1
Košice-Juh,O,Public administration and defence; compulsory social security,4
Gyňov,O,Public administration and defence; compulsory social security,1
Sokoľ,O,Public administration and defence; compulsory social security,1
Košice-Vyšné Opátske,O,Public administration and defence; compulsory social security,1
Veľká Tŕňa,O,Public administration and defence; compulsory social security,1
Košice-Nad jazerom,O,Public administration and defence; compulsory social security,1
Bara,O,Public administration and defence; compulsory social security,1
Čerhov,O,Public administration and defence; compulsory social security,1
Košice-Sídlisko KVP,O,Public administration and defence; compulsory social security,1
Košice-Krásna,O,Public administration and defence; compulsory social security,1
Borša,O,Public administration and defence; compulsory social security,1
Brehov,O,Public administration and defence; compulsory social security,1
Kazimír,O,Public administration and defence; compulsory social security,1
Malá Tŕňa,O,Public administration and defence; compulsory social security,1
Slanská Huta,O,Public administration and defence; compulsory social security,1
Geča,O,Public administration and defence; compulsory social security,1
Skároš,O,Public administration and defence; compulsory social security,1
Veľaty,O,Public administration and defence; compulsory social security,1
Kašov,O,Public administration and defence; compulsory social security,1
Trstené pri Hornáde,O,Public administration and defence; compulsory social security,1
Košická Polianka,O,Public administration and defence; compulsory social security,1
Plechotice,O,Public administration and defence; compulsory social security,1
Košice-Džungľa,O,Public administration and defence; compulsory social security,1
Stanča,O,Public administration and defence; compulsory social security,1
Lastovce,O,Public administration and defence; compulsory social security,1
Sady nad Torysou,O,Public administration and defence; compulsory social security,1
Zemplínska Teplica,P,Education,3
Košice-Ťahanovce,P,Education,4
Kokšov-Bakša,P,Education,1
Čerhov,P,Education,1
Hrčeľ,P,Education,1
Ruskov,P,Education,4
Černochov,P,Education,1
Slančík,P,Education,1
Košice-Barca,P,Education,15
Gyňov,P,Education,1
Haniska,P,Education,1
Kašov,P,Education,1
Slanec,P,Education,1
Hraň,P,Education,3
Valaliky,P,Education,11
Michaľany,P,Education,3
Belža,P,Education,1
Sokoľ,P,Education,4
Trebišov,P,Education,39
Sirník,P,Education,2
Veľaty,P,Education,1
Kalša,P,Education,1
Nižný Žipov,P,Education,2
Trstené pri Hornáde,P,Education,3
Košice-Sever,P,Education,116
Cejkov,P,Education,2
Sady nad Torysou,P,Education,1
Zemplínske Hradište,P,Education,1
Borša,P,Education,3
Košice-Vyšné Opátske,P,Education,11
Košice-Nad jazerom,P,Education,68
Seňa,P,Education,1
Stanča,P,Education,1
Košice-Lorinčík,P,Education,4
Košice-Kavečany,P,Education,4
Novosad,P,Education,2
Košice-Myslava,P,Education,7
Kysak,P,Education,4
Slovenské Nové Mesto,P,Education,1
Košice-Šaca,P,Education,9
Viničky,P,Education,1
Košice-Krásna,P,Education,15
Košice-Luník IX,P,Education,3
Somotor,P,Education,3
Košice-Sídlisko KVP,P,Education,75
Košice-Západ,P,Education,162
Košická Polianka,P,Education,1
Kostoľany nad Hornádom,P,Education,1
Družstevná pri Hornáde,P,Education,2
Košice-Šebastovce,P,Education,1
Košice-Poľov,P,Education,1
Bočiar,P,Education,1
Streda nad Bodrogom,P,Education,8
Kuzmice,P,Education,3
Bohdanovce,P,Education,3
Košice-Pereš,P,Education,6
Čaňa,P,Education,7
Ždaňa,P,Education,3
Veľká Lodina,P,Education,1
Kechnec,P,Education,2
Košice-Staré Mesto,P,Education,211
Košice-Juh,P,Education,131
Zemplínska Teplica,Q,Human health and social work activities,2
Slovenské Nové Mesto,Q,Human health and social work activities,4
Košice-Juh,Q,Human health and social work activities,163
Slanec,Q,Human health and social work activities,3
Košice-Šebastovce,Q,Human health and social work activities,3
Trebejov,Q,Human health and social work activities,3
Košice-Luník IX,Q,Human health and social work activities,1
Zemplín,Q,Human health and social work activities,1
Čaňa,Q,Human health and social work activities,4
Somotor,Q,Human health and social work activities,2
Vyšná Hutka,Q,Human health and social work activities,1
Belža,Q,Human health and social work activities,1
Košice-Staré Mesto,Q,Human health and social work activities,273
Ruskov,Q,Human health and social work activities,3
Košice-Barca,Q,Human health and social work activities,14
Veľaty,Q,Human health and social work activities,2
Sady nad Torysou,Q,Human health and social work activities,4
Košice-Nad jazerom,Q,Human health and social work activities,40
Košice-Krásna,Q,Human health and social work activities,20
Geča,Q,Human health and social work activities,1
Košice-Západ,Q,Human health and social work activities,177
Trebišov,Q,Human health and social work activities,87
Košice-Sídlisko KVP,Q,Human health and social work activities,58
Kostoľany nad Hornádom,Q,Human health and social work activities,2
Sirník,Q,Human health and social work activities,1
Bohdanovce,Q,Human health and social work activities,4
Ždaňa,Q,Human health and social work activities,1
Streda nad Bodrogom,Q,Human health and social work activities,9
Hraň,Q,Human health and social work activities,3
Nižný Žipov,Q,Human health and social work activities,1
Stanča,Q,Human health and social work activities,1
Veľký Kamenec,Q,Human health and social work activities,1
Zemplínsky Branč,Q,Human health and social work activities,1
Zemplínska Nová Ves,Q,Human health and social work activities,1
Novosad,Q,Human health and social work activities,4
Kalša,Q,Human health and social work activities,1
Košice-Šaca,Q,Human health and social work activities,17
Kuzmice,Q,Human health and social work activities,3
Košice-Pereš,Q,Human health and social work activities,12
Košice-Džungľa,Q,Human health and social work activities,1
Haniska,Q,Human health and social work activities,2
Skároš,Q,Human health and social work activities,1
Seňa,Q,Human health and social work activities,1
Košice-Poľov,Q,Human health and social work activities,2
Ladmovce,Q,Human health and social work activities,1
Michaľany,Q,Human health and social work activities,5
Kašov,Q,Human health and social work activities,1
Košice-Vyšné Opátske,Q,Human health and social work activities,16
Košice-Myslava,Q,Human health and social work activities,14
Košice-Ťahanovce,Q,Human health and social work activities,2
Borša,Q,Human health and social work activities,1
Družstevná pri Hornáde,Q,Human health and social work activities,1
Plechotice,Q,Human health and social work activities,1
Kechnec,Q,Human health and social work activities,1
Košice-Sever,Q,Human health and social work activities,153
Cejkov,Q,Human health and social work activities,2
Valaliky,Q,Human health and social work activities,6
Kysta,Q,Human health and social work activities,1
Nižná Hutka,Q,Human health and social work activities,3
Nižná Myšľa,Q,Human health and social work activities,2
Košice-Lorinčík,Q,Human health and social work activities,5
Lastovce,R,"Arts, entertainment and recreation",1
Kazimír,R,"Arts, entertainment and recreation",1
Bohdanovce,R,"Arts, entertainment and recreation",2
Sady nad Torysou,R,"Arts, entertainment and recreation",3
Seňa,R,"Arts, entertainment and recreation",4
Košice-Poľov,R,"Arts, entertainment and recreation",4
Brezina,R,"Arts, entertainment and recreation",1
Kalša,R,"Arts, entertainment and recreation",2
Košice-Lorinčík,R,"Arts, entertainment and recreation",5
Košice-Západ,R,"Arts, entertainment and recreation",207
Gyňov,R,"Arts, entertainment and recreation",1
Geča,R,"Arts, entertainment and recreation",10
Sokoľany,R,"Arts, entertainment and recreation",5
Veľká Lodina,R,"Arts, entertainment and recreation",1
Nižná Myšľa,R,"Arts, entertainment and recreation",2
