Column1,Column2,Column3,Column4,Column5
Košice-Barca,Q,Human health and social work activities,178,238
Košice-Barca,R,"Arts, entertainment and recreation",7,7
Košice-Barca,S,Other services activities,44,49
Košice-Džungľa,A,"Agriculture, forestry and fishing",2,2
Košice-Džungľa,C,Manufacturing,18,27
Košice-Džungľa,F,Construction,37,56
Košice-Džungľa,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,43,59
Košice-Džungľa,H,Transporting and storage,11,20
Košice-Džungľa,I,Accommodation and food service activities,5,6
Košice-Džungľa,J,Information and communication,2,2
Košice-Džungľa,K,Financial and insurance activities,1,1
Košice-Džungľa,L,Real estate activities,1,1
Košice-Džungľa,M,"Professional, scientific and technical activities",18,24
Košice-Džungľa,N,Administrative and support service activities,1,1
Košice-Džungľa,O,Public administration and defence; compulsory social security,10,19
Košice-Džungľa,Q,Human health and social work activities,0,0
Košice-Džungľa,R,"Arts, entertainment and recreation",0,0
Košice-Džungľa,S,Other services activities,0,0
Košice-Juh,A,"Agriculture, forestry and fishing",92,153
Košice-Juh,B,Mining and quarrying,75,148
Košice-Juh,C,Manufacturing,1796,2902
Košice-Juh,D,"Electricity, gas, steam and air conditioning supply",293,579
Košice-Juh,E,Water supply; sewerage; waste managment and remediation activities,667,1286
Košice-Juh,F,Construction,1116,1604
Košice-Juh,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,3873,6071
Košice-Juh,H,Transporting and storage,701,1150
Košice-Juh,I,Accommodation and food service activities,422,675
Košice-Juh,J,Information and communication,814,1378
Košice-Juh,K,Financial and insurance activities,276,398
Košice-Juh,L,Real estate activities,425,703
Košice-Juh,M,"Professional, scientific and technical activities",1305,1740
Košice-Juh,N,Administrative and support service activities,1079,1738
Košice-Juh,O,Public administration and defence; compulsory social security,60,118
Košice-Juh,P,Education,1107,1918
Košice-Juh,Q,Human health and social work activities,4676,6785
Košice-Juh,R,"Arts, entertainment and recreation",317,457
Košice-Juh,S,Other services activities,326,467
Košice-Juh,U,Activities of extraterritorial organisations and bodies,0,0
Košice-Kavečany,A,"Agriculture, forestry and fishing",5,5
Košice-Kavečany,C,Manufacturing,16,17
Košice-Kavečany,F,Construction,18,22
Košice-Kavečany,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,61
Košice-Kavečany,H,Transporting and storage,4,4
Košice-Kavečany,I,Accommodation and food service activities,1,1
Košice-Kavečany,J,Information and communication,4,4
Košice-Kavečany,K,Financial and insurance activities,5,5
Košice-Kavečany,L,Real estate activities,2,2
Košice-Kavečany,M,"Professional, scientific and technical activities",24,29
Košice-Kavečany,N,Administrative and support service activities,14,14
Košice-Kavečany,O,Public administration and defence; compulsory social security,5,9
Košice-Kavečany,P,Education,2,2
Košice-Kavečany,R,"Arts, entertainment and recreation",51,100
Košice-Kavečany,S,Other services activities,4,4
Košice-Krásna,A,"Agriculture, forestry and fishing",13,13
Košice-Krásna,B,Mining and quarrying,1,1
Košice-Krásna,C,Manufacturing,281,387
Košice-Krásna,D,"Electricity, gas, steam and air conditioning supply",1,1
Košice-Krásna,E,Water supply; sewerage; waste managment and remediation activities,17,30
Košice-Krásna,F,Construction,147,197
Košice-Krásna,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,206,254
Košice-Krásna,H,Transporting and storage,34,42
Košice-Krásna,I,Accommodation and food service activities,68,103
Košice-Krásna,J,Information and communication,62,111
Košice-Krásna,K,Financial and insurance activities,26,26
Košice-Krásna,L,Real estate activities,18,23
Košice-Krásna,M,"Professional, scientific and technical activities",66,70
Košice-Krásna,N,Administrative and support service activities,60,85
Košice-Krásna,O,Public administration and defence; compulsory social security,10,19
Košice-Krásna,P,Education,48,85
Košice-Krásna,Q,Human health and social work activities,41,53
Košice-Krásna,R,"Arts, entertainment and recreation",5,6
Košice-Krásna,S,Other services activities,24,28
Košice-Lorinčík,C,Manufacturing,16,18
Košice-Lorinčík,F,Construction,6,6
Košice-Lorinčík,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,34,48
Košice-Lorinčík,H,Transporting and storage,4,4
Košice-Lorinčík,I,Accommodation and food service activities,1,1
Košice-Lorinčík,J,Information and communication,3,3
Košice-Lorinčík,K,Financial and insurance activities,4,4
Košice-Lorinčík,L,Real estate activities,0,0
Košice-Lorinčík,M,"Professional, scientific and technical activities",13,14
Košice-Lorinčík,N,Administrative and support service activities,1,1
Košice-Lorinčík,O,Public administration and defence; compulsory social security,5,9
Košice-Lorinčík,P,Education,5,5
Košice-Lorinčík,Q,Human health and social work activities,4,4
Košice-Lorinčík,R,"Arts, entertainment and recreation",1,1
Košice-Lorinčík,S,Other services activities,1,1
Košice-Luník IX,A,"Agriculture, forestry and fishing",1,1
Košice-Luník IX,C,Manufacturing,4,4
Košice-Luník IX,F,Construction,8,8
Košice-Luník IX,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,14,14
Košice-Luník IX,H,Transporting and storage,7,7
Košice-Luník IX,I,Accommodation and food service activities,1,1
Košice-Luník IX,K,Financial and insurance activities,3,3
Košice-Luník IX,M,"Professional, scientific and technical activities",1,1
Košice-Luník IX,N,Administrative and support service activities,3,3
Košice-Luník IX,O,Public administration and defence; compulsory social security,10,19
Košice-Luník IX,P,Education,128,202
Košice-Luník IX,Q,Human health and social work activities,1,1
Košice-Luník IX,S,Other services activities,9,14
Košice-Myslava,A,"Agriculture, forestry and fishing",9,9
Košice-Myslava,C,Manufacturing,75,108
Košice-Myslava,D,"Electricity, gas, steam and air conditioning supply",0,0
Košice-Myslava,F,Construction,47,63
Košice-Myslava,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,141,207
Košice-Myslava,H,Transporting and storage,4,4
Košice-Myslava,I,Accommodation and food service activities,18,29
Košice-Myslava,J,Information and communication,6,6
Košice-Myslava,K,Financial and insurance activities,20,20
Košice-Myslava,L,Real estate activities,4,4
Košice-Myslava,M,"Professional, scientific and technical activities",63,75
Košice-Myslava,N,Administrative and support service activities,26,29
Košice-Myslava,O,Public administration and defence; compulsory social security,5,9
Košice-Myslava,P,Education,31,56
Košice-Myslava,Q,Human health and social work activities,64,93
Košice-Myslava,R,"Arts, entertainment and recreation",9,13
Košice-Myslava,S,Other services activities,24,29
Košice-Nad jazerom,A,"Agriculture, forestry and fishing",22,23
Košice-Nad jazerom,B,Mining and quarrying,0,0
Košice-Nad jazerom,C,Manufacturing,1011,1606
Košice-Nad jazerom,D,"Electricity, gas, steam and air conditioning supply",2,2
Košice-Nad jazerom,E,Water supply; sewerage; waste managment and remediation activities,22,32
Košice-Nad jazerom,F,Construction,430,500
Košice-Nad jazerom,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,1783,2971
Košice-Nad jazerom,H,Transporting and storage,171,220
Košice-Nad jazerom,I,Accommodation and food service activities,108,152
Košice-Nad jazerom,J,Information and communication,93,103
Košice-Nad jazerom,K,Financial and insurance activities,127,127
Košice-Nad jazerom,L,Real estate activities,31,41
Košice-Nad jazerom,M,"Professional, scientific and technical activities",297,354
Košice-Nad jazerom,N,Administrative and support service activities,202,251
Košice-Nad jazerom,O,Public administration and defence; compulsory social security,25,49
Košice-Nad jazerom,P,Education,408,729
Košice-Nad jazerom,Q,Human health and social work activities,120,195
Košice-Nad jazerom,R,"Arts, entertainment and recreation",24,29
Košice-Nad jazerom,S,Other services activities,131,159
Košice-Pereš,A,"Agriculture, forestry and fishing",5,9
Košice-Pereš,B,Mining and quarrying,26,50
Košice-Pereš,C,Manufacturing,42,47
Košice-Pereš,D,"Electricity, gas, steam and air conditioning supply",1,1
Košice-Pereš,E,Water supply; sewerage; waste managment and remediation activities,2,2
Košice-Pereš,F,Construction,59,85
Košice-Pereš,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,201,291
Košice-Pereš,H,Transporting and storage,6,6
Košice-Pereš,I,Accommodation and food service activities,43,76
Košice-Pereš,J,Information and communication,27,37
Košice-Pereš,K,Financial and insurance activities,10,10
Košice-Pereš,L,Real estate activities,8,8
Košice-Pereš,M,"Professional, scientific and technical activities",35,36
Košice-Pereš,N,Administrative and support service activities,15,15
Košice-Pereš,O,Public administration and defence; compulsory social security,5,9
Košice-Pereš,P,Education,4,4
Košice-Pereš,Q,Human health and social work activities,17,19
Košice-Pereš,R,"Arts, entertainment and recreation",4,4
Košice-Pereš,S,Other services activities,21,27
Košice-Poľov,A,"Agriculture, forestry and fishing",0,0
Košice-Poľov,C,Manufacturing,19,20
Košice-Poľov,F,Construction,19,23
Košice-Poľov,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,37,56
Košice-Poľov,H,Transporting and storage,4,5
Košice-Poľov,I,Accommodation and food service activities,1,1
Košice-Poľov,K,Financial and insurance activities,2,2
Košice-Poľov,L,Real estate activities,1,1
Košice-Poľov,M,"Professional, scientific and technical activities",4,4
Košice-Poľov,N,Administrative and support service activities,11,16
Košice-Poľov,O,Public administration and defence; compulsory social security,5,9
Košice-Poľov,P,Education,0,0
Košice-Poľov,Q,Human health and social work activities,6,10
Košice-Poľov,R,"Arts, entertainment and recreation",1,1
Košice-Poľov,S,Other services activities,5,6
Košice-Šaca,A,"Agriculture, forestry and fishing",15,19
Košice-Šaca,B,Mining and quarrying,0,0
Košice-Šaca,C,Manufacturing,5916,11618
Košice-Šaca,D,"Electricity, gas, steam and air conditioning supply",200,249
Košice-Šaca,E,Water supply; sewerage; waste managment and remediation activities,125,196
Košice-Šaca,F,Construction,260,389
Košice-Šaca,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,197,287
Košice-Šaca,H,Transporting and storage,52,56
Košice-Šaca,I,Accommodation and food service activities,28,42
Košice-Šaca,J,Information and communication,14,14
Košice-Šaca,K,Financial and insurance activities,13,13
Košice-Šaca,L,Real estate activities,24,41
Košice-Šaca,M,"Professional, scientific and technical activities",219,348
Košice-Šaca,N,Administrative and support service activities,513,874
Košice-Šaca,O,Public administration and defence; compulsory social security,275,548
Košice-Šaca,P,Education,136,262
Košice-Šaca,Q,Human health and social work activities,1018,2025
Košice-Šaca,R,"Arts, entertainment and recreation",5,6
Košice-Šaca,S,Other services activities,11,12
Košice-Šebastovce,A,"Agriculture, forestry and fishing",21,25
Košice-Šebastovce,C,Manufacturing,20,33
Košice-Šebastovce,E,Water supply; sewerage; waste managment and remediation activities,1,1
Košice-Šebastovce,F,Construction,5,5
Košice-Šebastovce,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,31,41
Košice-Šebastovce,H,Transporting and storage,10,14
Košice-Šebastovce,I,Accommodation and food service activities,21,39
Košice-Šebastovce,J,Information and communication,2,2
Košice-Šebastovce,K,Financial and insurance activities,3,3
Košice-Šebastovce,L,Real estate activities,0,0
Košice-Šebastovce,M,"Professional, scientific and technical activities",11,20
Košice-Šebastovce,N,Administrative and support service activities,3,3
Košice-Šebastovce,O,Public administration and defence; compulsory social security,3,4
Košice-Šebastovce,P,Education,0,0
Košice-Šebastovce,Q,Human health and social work activities,3,3
Košice-Šebastovce,R,"Arts, entertainment and recreation",0,0
Košice-Šebastovce,S,Other services activities,5,6
Košice-Sever,A,"Agriculture, forestry and fishing",27,27
Košice-Sever,B,Mining and quarrying,20,24
Košice-Sever,C,Manufacturing,550,770
Košice-Sever,D,"Electricity, gas, steam and air conditioning supply",0,0
Košice-Sever,E,Water supply; sewerage; waste managment and remediation activities,2009,3008
Košice-Sever,F,Construction,558,782
Košice-Sever,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,952,1245
Košice-Sever,H,Transporting and storage,130,182
Košice-Sever,I,Accommodation and food service activities,312,471
Košice-Sever,J,Information and communication,473,607
Košice-Sever,K,Financial and insurance activities,98,112
Košice-Sever,L,Real estate activities,150,222
Košice-Sever,M,"Professional, scientific and technical activities",891,1170
Košice-Sever,N,Administrative and support service activities,336,486
Košice-Sever,O,Public administration and defence; compulsory social security,75,148
Košice-Sever,P,Education,2009,3876
Košice-Sever,Q,Human health and social work activities,324,486
