muni,index,nm3,nm4,ku,un_nnkp,zn_nnkp,c_uzpf_nnkp,index_po,un_po,bu_po,addr,r_num,o_num,parcel_nuk,est,p_style,author,protectet_unit,ownership_type,adresa,gps_latitude,gps_longitude,geom,route_in_500m,n_tracks_in_500,closest_track,closest_track_m,google_street_view,nearest_route_point,dmo_name,cat,marker_color,muni1,wine_region_tokaj_mun_network,zemplin_geopark,se,nw,idn3,cat_en,cat_rank,cat_rank_en
Blažice,65,Košice - okolie,Blažice,Blažice,KOSTOL,sv.Michal,412,1,KOSTOL,r.k.sv.Michala,NULL,66,66,304,15.st.,gotika,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Blažice 66, Okres Košice - okolie",48.6671334,21.4102416,0101000020E61000006E75EF9705693540DE8893A064554840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.6671334,21.4102416&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Blažice,False,False,True,NULL,806,Churches,6,(6) Churches
Seňa,1558,Košice - okolie,Seňa,Seňa,KOSTOL A NÁHROBNÍK,kalvínsky kostol,438,2,NÁHROBNÍK,NULL,NULL,NULL,0,1,1833,empír,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Seňa 0, Okres Košice - okolie",48.558853,21.2572586,0101000020E6100000609D19B3DB413540C022BF7E88474840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.558853,21.2572586&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Seňa,False,False,True,NULL,806,Churches,6,(6) Churches
Seňa,1557,Košice - okolie,Seňa,Seňa,KOSTOL A NÁHROBNÍK,kalvínsky kostol,438,1,KOSTOL,ref.,NULL,206,206,1,pol.13.st.,gotika raná,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Seňa 206, Okres Košice - okolie",48.558853,21.2572586,0101000020E6100000609D19B3DB413540C022BF7E88474840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.558853,21.2572586&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Seňa,False,False,True,NULL,806,Churches,6,(6) Churches
Zemplín,2045,Trebišov,Zemplín,Zemplín,KOSTOL,chrám Nanebovstúpenia Pána,56,1,KOSTOL,gr.k.Nanebovstúpenia Pána,NULL,181,181,8,10.r.19.st.,klasicizmus,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Zemplín 181, Okres Trebišov",48.441285,21.8134356,0101000020E6100000F266C3503DD03540919BE1067C384840,"{""(238.92m)  51 Zemplínska cyklomagistrála""}",1, 51 Zemplínska cyklomagistrála,238.92,"http://maps.google.com/maps?q=&layer=c&cbll=48.441285,21.8134356&cbp=11,0,0,0,0","48.4401509377504,21.8118843465246",NULL,Kostoly,#3cb44b,Zemplín,True,True,True,NULL,811,Churches,6,(6) Churches
Zemplín,2046,Trebišov,Zemplín,Zemplín,KOSTOL,kostol ref.kresťan.cirkvi,57,1,KOSTOL,ref.,NULL,182,182,7,13.st.,gotika neskorá,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Zemplín 182, Okres Trebišov",48.4409608,21.8137115,0101000020E61000000DE198654FD03540B4684B6771384840,"{""(242.31m)  51 Zemplínska cyklomagistrála""}",1, 51 Zemplínska cyklomagistrála,242.31,"http://maps.google.com/maps?q=&layer=c&cbll=48.4409608,21.8137115&cbp=11,0,0,0,0","48.4399662688311,21.8120044196072",NULL,Kostoly,#3cb44b,Zemplín,True,True,True,NULL,811,Churches,6,(6) Churches
Veľký Kamenec,1946,Trebišov,Veľký Kamenec,Veľký Kamenec,KOSTOL,kostol sv.Jozefa,50,1,KOSTOL,r.k.sv.Jozefa,NULL,251,251,20,10.r.19.st.,klasicizmus,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Veľký Kamenec 251, Okres Trebišov",48.3597073,21.8082389,0101000020E6100000E2DA9ABEE8CE3540F4D088E30A2E4840,"{""(297.68m)  5718 Veľká Krčava - Pacín""}",1, 5718 Veľká Krčava - Pacín,297.68,"http://maps.google.com/maps?q=&layer=c&cbll=48.3597073,21.8082389&cbp=11,0,0,0,0","48.3578198685183,21.8078869836553",NULL,Kostoly,#3cb44b,Veľký Kamenec,False,True,True,NULL,811,Churches,6,(6) Churches
Klin nad Bodrogom,320,Trebišov,Klin nad Bodrogom,Klin nad Bodrogom,KOSTOL,Ruiny gotického kostola,10819,1,KOSTOL,r.k.Zjavenia Pána,NULL,36,36,1,kon.13.st.,gotika raná,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Klin nad Bodrogom 36, Okres Trebišov",48.384517,21.7213859,0101000020E6100000A84B10BFACB83540C6E061DA37314840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.384517,21.7213859&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Klin nad Bodrogom,False,True,True,NULL,811,Churches,6,(6) Churches
Kostoľany nad Hornádom,1138,Košice - okolie,Kostoľany nad Hornádom,Kostoľany nad Hornádom,KOSTOL,sv.Štefan,423,1,KOSTOL,r.k.sv.Štefana,M. Kočanovej ul.,219,1,1,pred 1332,barok neskorý,NULL,NULL,Samospráva miest a obcí,"M. Kočanovej ul. 1, Kostoľany nad Hornádom, Okres Košice - okolie",48.797948,21.2408814,0101000020E6100000F6364767AA3D35404DF4F92823664840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.797948,21.2408814&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Kostoľany nad Hornádom,False,False,NULL,True,806,Churches,6,(6) Churches
Slovenské Nové Mesto,1596,Trebišov,Slovenské Nové Mesto,Slovenské Nové Mesto,KOSTOL,Synagóga,39,1,KOSTOL,r.k.sv.Cyrila a Metoda,NULL,184,184,1,1.pol.19.st.,klasicizmus,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Slovenské Nové Mesto 184, Okres Trebišov",48.4005402,21.669215,0101000020E61000001EFE9AAC51AB3540DDDDB9E644334840,"{""(0.79m)  8717 Slovenské Nové Mesto - Viničky""}",1, 8717 Slovenské Nové Mesto - Viničky,0.79,"http://maps.google.com/maps?q=&layer=c&cbll=48.4005402,21.669215&cbp=11,0,0,0,0","48.4005359503122,21.6692193074282",NULL,Kostoly,#3cb44b,Slovenské Nové Mesto,True,True,True,NULL,811,Churches,6,(6) Churches
Rad,1444,Trebišov,Rad,Rad,KOSTOL,kostol sv.Trojice,10716,1,KOSTOL,r.k.sv.Trojice,NULL,85,85,1,1822,klasicizmus,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Rad 85, Okres Trebišov",48.4635281,21.8575381,0101000020E6100000F092EE9D87DB3540752387E3543B4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.4635281,21.8575381&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Rad,False,False,True,NULL,811,Churches,6,(6) Churches
Somotor,1632,Trebišov,Somotor,Somotor,KOSTOL,kalvínsky kostol,10247,1,KOSTOL,ref.,NULL,26,26,1,1801,klasicizmus,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Somotor 26, Okres Trebišov",48.4037034,21.8110266,0101000020E6100000A32F73709FCF35405A24928DAC334840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.4037034,21.8110266&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Somotor,False,True,True,NULL,811,Churches,6,(6) Churches
Luhyňa,1222,Trebišov,Luhyňa,Luhyňa,KOSTOL,kalvínsky kostol,30,1,KOSTOL,ref.,NULL,38,160,1,10.r.19.st.,empír,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Luhyňa 160, Okres Trebišov",48.489328,21.6367889,0101000020E6100000B0F4EB9804A335403082C64CA23E4840,"{""(5.01m)  17 Dolnozemplínska cyklomagistrála""}",1, 17 Dolnozemplínska cyklomagistrála,5.01,"http://maps.google.com/maps?q=&layer=c&cbll=48.489328,21.6367889&cbp=11,0,0,0,0","48.4893006410782,21.6367626874737",NULL,Kostoly,#3cb44b,Luhyňa,False,True,True,NULL,811,Churches,6,(6) Churches
Kazimír,314,Trebišov,Kazimír,Veľký Kazimír,KOSTOL A HRAD,Hrad Kazimír,11031,2,HRAD,ruina,NULL,NULL,NULL,"36/1-3,426-7,429-30,431/1-2",13.st.,NULL,NULL,NULL,Samospráva miest a obcí,"Kazimír, Okres Trebišov",48.5269248,21.5840978,0101000020E610000061AAF46E87953540C6B9974572434840,"{""(6.49m)  17 Dolnozemplínska cyklomagistrála""}",1, 17 Dolnozemplínska cyklomagistrála,6.49,"http://maps.google.com/maps?q=&layer=c&cbll=48.5269248,21.5840978&cbp=11,0,0,0,0","48.5269581148194,21.5841357311704",NULL,Kostoly,#3cb44b,Kazimír,False,True,True,NULL,811,Churches,6,(6) Churches
Borša,74,Trebišov,Borša,Borša,KOSTOL,kalvínsky kostol,11,1,KOSTOL,ref.,Borša,90,90,899,1.pol.13.st.,romanika,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Borša 90, Borša, Okres Trebišov",48.3953573,21.7071372,0101000020E6100000F6C88BF106B5354010DE68119B324840,"{""(144.33m)  17 Dolnozemplínska cyklomagistrála""}",1, 17 Dolnozemplínska cyklomagistrála,144.33,"http://maps.google.com/maps?q=&layer=c&cbll=48.3953573,21.7071372&cbp=11,0,0,0,0","48.3950299490243,21.7083646170795",NULL,Kostoly,#3cb44b,Borša,True,True,True,NULL,811,Churches,6,(6) Churches
Malá Tŕňa,1223,Trebišov,Malá Tŕňa,Malá Tŕňa,KOSTOL,kalvínsky kostol,31,1,KOSTOL,ref.,NULL,48,22,1/1,15.st.,renesancia,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Malá Tŕňa 22, Okres Trebišov",48.4559752,21.682342,0101000020E6100000EEAF1EF7ADAE3540BEE435655D3A4840,"{""(108.72m)  17 Dolnozemplínska cyklomagistrála"",""(114.38m)  5710 Vínna cyklotrasa (Čerhov - Ladmovce hrádza)"",""(154.91m)  8702 Náučná trasa Ovocná ""}",3, 17 Dolnozemplínska cyklomagistrála,108.72,"http://maps.google.com/maps?q=&layer=c&cbll=48.4559752,21.682342&cbp=11,0,0,0,0","48.4552820865065,21.6821844968945",NULL,Kostoly,#3cb44b,Malá Tŕňa,True,True,True,NULL,811,Churches,6,(6) Churches
Kazimír,313,Trebišov,Kazimír,Veľký Kazimír,KOSTOL A HRAD,Hrad Kazimír,11031,1,KOSTOL,ref.,NULL,245,245,35,NULL,NULL,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Kazimír 245, Okres Trebišov",48.5269248,21.5840978,0101000020E610000061AAF46E87953540C6B9974572434840,"{""(6.49m)  17 Dolnozemplínska cyklomagistrála""}",1, 17 Dolnozemplínska cyklomagistrála,6.49,"http://maps.google.com/maps?q=&layer=c&cbll=48.5269248,21.5840978&cbp=11,0,0,0,0","48.5269581148194,21.5841357311704",NULL,Kostoly,#3cb44b,Kazimír,False,True,True,NULL,811,Churches,6,(6) Churches
Veľká Tŕňa,1904,Trebišov,Veľká Tŕňa,Veľká Tŕňa,KOSTOL,kalvínsky kostol,46,1,KOSTOL,ref.,NULL,96,8,1,okolo 1200,romanika,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Veľká Tŕňa 8, Okres Trebišov",48.4677347,21.6785973,0101000020E610000066A77A8DB8AD354029DA0BBBDE3B4840,"{""(10.15m)  17 Dolnozemplínska cyklomagistrála""}",1, 17 Dolnozemplínska cyklomagistrála,10.15,"http://maps.google.com/maps?q=&layer=c&cbll=48.4677347,21.6785973&cbp=11,0,0,0,0","48.4677447316061,21.678507002568",NULL,Kostoly,#3cb44b,Veľká Tŕňa,True,True,True,NULL,811,Churches,6,(6) Churches
Kožuchov,1140,Trebišov,Kožuchov,Kožuchov,KOSTOL,kalvínsky kostol,23,1,KOSTOL,ref.,NULL,13,0,24,50.r.13.st.,klasicizmus,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Kožuchov 0, Okres Trebišov",48.5658343,21.7247867,0101000020E61000006513059F8BB935403FBA22426D484840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.5658343,21.7247867&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Kožuchov,False,False,True,NULL,811,Churches,6,(6) Churches
Čeľovce,104,Trebišov,Čeľovce,Čeľovce,KOSTOL,chrám Premenenia Pána,15,1,KOSTOL,gr.k.Premenenia Pána,NULL,174,174,171,1802,novogotika,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Čeľovce 174, Okres Trebišov",48.6028626,21.6274248,0101000020E610000008B364E99EA03540A37D079A2A4D4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.6028626,21.6274248&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Čeľovce,False,False,True,NULL,811,Churches,6,(6) Churches
Čeľovce,103,Trebišov,Čeľovce,Čeľovce,KOSTOL,chrám Narod.Presv.Bohorodičky,14,1,KOSTOL,gr.k.Narodenia Panny Márie,NULL,177,177,31,1783-1799,secesia,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Čeľovce 177, Okres Trebišov",48.6028626,21.6274248,0101000020E610000008B364E99EA03540A37D079A2A4D4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.6028626,21.6274248&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Čeľovce,False,False,True,NULL,811,Churches,6,(6) Churches
Haniska,212,Košice - okolie,Haniska,Haniska,KOSTOL,kostol sv.Jána Nepomuckého,419,1,KOSTOL,r.k.sv.Jána Nepomuckého,NULL,120,120,763,1656,barok,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Haniska 120, Okres Košice - okolie",48.6157301,21.2539403,0101000020E6100000EDA2433B02413540D754713ED04E4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.6157301,21.2539403&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Haniska,False,False,True,NULL,806,Churches,6,(6) Churches
Streda nad Bodrogom,1832,Trebišov,Streda nad Bodrogom,Streda nad Bodrogom,KOSTOL,chrám sv.Michala Archanjela,44,1,KOSTOL,gr.k.sv.Michala,Hlavná ul.,285,285,1,10.r.19.st.,klasicizmus,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Hlavná ul. 285, Streda nad Bodrogom, Okres Trebišov",48.3666238,21.7525308,0101000020E6100000933BC7DBA5C03540B6775787ED2E4840,"{""(24.02m)  5718 Veľká Krčava - Pacín""}",1, 5718 Veľká Krčava - Pacín,24.02,"http://maps.google.com/maps?q=&layer=c&cbll=48.3666238,21.7525308&cbp=11,0,0,0,0","48.3667274815931,21.7523613385442",NULL,Kostoly,#3cb44b,Streda nad Bodrogom,False,True,True,NULL,811,Churches,6,(6) Churches
Streda nad Bodrogom,1831,Trebišov,Streda nad Bodrogom,Streda nad Bodrogom,KOSTOL,kostol Panny Márie Karmelskej,43,1,KOSTOL,r.k.Panny Márie Karmelskej,Letná ul.,339,339,1530,1.pol.13.st.,romanika,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Letná ul. 339, Streda nad Bodrogom, Okres Trebišov",48.3678095,21.7518491,0101000020E6100000EC06C02E79C035403DD4B661142F4840,"{""(114.23m)  5718 Veľká Krčava - Pacín""}",1, 5718 Veľká Krčava - Pacín,114.23,"http://maps.google.com/maps?q=&layer=c&cbll=48.3678095,21.7518491&cbp=11,0,0,0,0","48.367388690108,21.752713599041",NULL,Kostoly,#3cb44b,Streda nad Bodrogom,False,True,True,NULL,811,Churches,6,(6) Churches
Hraň,265,Trebišov,Hraň,Hraň,KOSTOL,kostol sv.Kríža,22,1,KOSTOL,r.k.sv.Kríža,NULL,459,459,1,1757,barok neskorý,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Hraň 459, Okres Trebišov",48.5446965,21.7884992,0101000020E610000013EC6415DBC9354072DF6A9DB8454840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.5446965,21.7884992&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Hraň,False,True,True,NULL,811,Churches,6,(6) Churches
Kašov,312,Trebišov,Kašov,Kašov,KOSTOL,kostol sv.Jána Nepomuckého,10243,1,KOSTOL,r.k.sv.Jána Nepomuckého,NULL,NULL,0,1,1815,klasicizmus,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Kašov 0, Okres Trebišov",48.4905361,21.7424521,0101000020E6100000B658405711BE3540F2800DE3C93E4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.4905361,21.7424521&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Kašov,False,True,True,NULL,811,Churches,6,(6) Churches
Valaliky,1898,Košice - okolie,Valaliky,Valaliky,KOSTOL,kostol Všetkých svätých,454,1,KOSTOL,r.k.Všetkých svätých,Kostolná ul.,NULL,12,1,1771-1786,barok neskorý,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Kostolná ul. 12, Valaliky, Okres Košice - okolie",48.6363278,21.2983404,0101000020E610000058135509604C35408F44793073514840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.6363278,21.2983404&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Valaliky,False,False,True,NULL,806,Churches,6,(6) Churches
Kysak,1198,Košice - okolie,Kysak,Kysak,KOSTOL,kostol sv.Kataríny,313,1,KOSTOL,r.k.sv.Kataríny,NULL,115,115,337,2.pol.13.st.,gotika raná,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Kysak 115, Okres Košice - okolie",48.8534279,21.2209867,0101000020E6100000D9599995923835403AFF1B203D6D4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.8534279,21.2209867&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Kysak,False,False,NULL,True,806,Churches,6,(6) Churches
Bara,11,Trebišov,Bara,Malá Bara,KOSTOL,kalvínsky kostol,8,1,KOSTOL,ref.,NULL,41,0,14,50.roky 13.st.,romanika,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Bara 0, Okres Trebišov",48.4281811,21.7163705,0101000020E6100000B5519D0E64B73540F6A166A3CE364840,"{""(9.86m)  8703 Náučná trasa Vinohradnícka"",""(477.16m)  5710 Vínna cyklotrasa (Čerhov - Ladmovce hrádza)"",""(477.16m)  8717 Slovenské Nové Mesto - Viničky""}",3, 8703 Náučná trasa Vinohradnícka,9.86,"http://maps.google.com/maps?q=&layer=c&cbll=48.4281811,21.7163705&cbp=11,0,0,0,0","48.4281940637733,21.7164575675046",NULL,Kostoly,#3cb44b,Bara,True,True,True,NULL,811,Churches,6,(6) Churches
Košice,1070,Košice IV,Košice 4-Juh,Južné Mesto,HROB S NÁHROBNÍKOM,hrob Ľudovíta Kukorelliho,1325,1,HROB S NÁHROBNÍKOM,Kukorelli Ľ.,NULL,NULL,NULL,433/1,1945,bez slohových znakov,Löffler V.,NULL,Samospráva miest a obcí,"Košice 4-Juh, Okres Košice IV",48.6721939,21.2852454,0101000020E61000009E55B0D7054935400D8920730A564840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.6721939,21.2852454&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Hroby,#FF8C00,NULL,NULL,NULL,NULL,NULL,NULL,Graves,11,(11) Graves
Černochov,105,Trebišov,Černochov,Černochov,KOSTOL,kalvínsky kostol,11115,1,KOSTOL,ref.,NULL,30,30,1,1793,klasicizmus,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Černochov 30, Okres Trebišov",48.4394108,21.7333763,0101000020E61000005729988CBEBB35402DC1F39C3E384840,"{""(2.34m)  8703 Náučná trasa Vinohradnícka"",""(2.34m)  17 Dolnozemplínska cyklomagistrála""}",2, 8703 Náučná trasa Vinohradnícka,2.34,"http://maps.google.com/maps?q=&layer=c&cbll=48.4394108,21.7333763&cbp=11,0,0,0,0","48.4394248147286,21.7333727642304",NULL,Kostoly,#3cb44b,Černochov,True,True,True,NULL,811,Churches,6,(6) Churches
Nižný Žipov,1350,Trebišov,Nižný Žipov,Nižný Žipov,KOSTOL,chrám Presvätej Bohorodičky,34,1,KOSTOL,gr.k.Panny Márie,NULL,232,232,38,1793,barok neskorý,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Nižný Žipov 232, Okres Trebišov",48.5822759,21.6369701,0101000020E6100000A407F47810A33540DEDF4504884A4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.5822759,21.6369701&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Nižný Žipov,False,False,True,NULL,811,Churches,6,(6) Churches
Sady nad Torysou,1551,Košice - okolie,Sady nad Torysou,Byster,KOSTOL,kostol sv.Jána Nepomuckého,10821,1,KOSTOL,r.k.sv.Jána Nepomuckého,NULL,196,0,56,13.st.,novoklasicizmus,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Sady nad Torysou 0, Okres Košice - okolie",48.7075626,21.3460059,0101000020E61000001AB9B8D793583540B66F4969915A4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7075626,21.3460059&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Sady nad Torysou,False,False,True,NULL,806,Churches,6,(6) Churches
Stanča,1787,Trebišov,Stanča,Stanča,KOSTOL,chrám sv.Michala Archanjela,41,1,KOSTOL,gr.k.sv.Michala,NULL,129,129,1,1789,barok,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Stanča 129, Okres Trebišov",48.5689796,21.657798,0101000020E6100000CC5F217365A83540AB0BD352D4484840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.5689796,21.657798&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Stanča,False,False,True,NULL,811,Churches,6,(6) Churches
Trstené pri Hornáde,1871,Košice - okolie,Trstené pri Hornáde,Trstené pri Hornáde,KOSTOL,kostol sv.Anny,448,1,KOSTOL,r.k.sv.Anny,NULL,NULL,141,25/1,1458,gotika,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Trstené pri Hornáde 141, Okres Košice - okolie",48.5732392,21.334066,0101000020E61000009EB47059855535408264F0E65F494840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.5732392,21.334066&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Trstené pri Hornáde,False,False,True,NULL,806,Churches,6,(6) Churches
Zemplínska Nová Ves,2048,Trebišov,Zemplínska Nová Ves,Úpor,KOSTOL,chrám sv.Trojice,45,1,KOSTOL,gr.k.sv.Trojice,NULL,58,58,42,1935-1936,novobarok,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Zemplínska Nová Ves 58, Okres Trebišov",48.5769751,21.6680535,0101000020E6100000747ADE8D05AB35409C8DF051DA494840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.5769751,21.6680535&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Zemplínska Nová Ves,False,False,True,NULL,811,Churches,6,(6) Churches
Zemplínska Teplica,2051,Trebišov,Zemplínska Teplica,Zemplínska Teplica,KOSTOL,kostol sv.Jána Krstiteľa,58,1,KOSTOL,r.k.sv.Jána Krstiteľa,NULL,184,184,1,1947,novogotika,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Zemplínska Teplica 184, Okres Trebišov",48.6460968,21.573834,0101000020E61000003755F7C8E69235406F06C94CB3524840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.6460968,21.573834&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Zemplínska Teplica,False,False,True,NULL,811,Churches,6,(6) Churches
Zemplínske Jastrabie,2053,Trebišov,Zemplínske Jastrabie,Zemplínske Jastrabie,KOSTOL,kalvínsky kostol,59,1,KOSTOL,ref.,NULL,143,143,41,pol.13.st.,romanika,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Zemplínske Jastrabie 143, Okres Trebišov",48.4978912,21.7758358,0101000020E6100000E510CC2C9DC63540AC7B1AE6BA3F4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.4978912,21.7758358&cbp=11,0,0,0,0",NULL,NULL,Kostoly,#3cb44b,Zemplínske Jastrabie,False,True,True,NULL,811,Churches,6,(6) Churches
Košice,550,Košice I,Košice 1-Staré Mesto,Stredné Mesto,KOSTOL S AREÁLOM,Dóm sv.Alžbety,1117,1,KOSTOL,r.k.sv.Alžbety, ,1,3,1/1,90.r.14.st.,gotika,NULL,MPR,Vlastníctvo cirkvi a cirk. organizácií,"  3, Košice 1-Staré Mesto, Okres Košice I",48.7260075,21.2662932,0101000020E6100000AE2589CA2B4435404B9352D0ED5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7260075,21.2662932&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Kostoly,#3cb44b,NULL,NULL,NULL,NULL,NULL,NULL,Churches,6,(6) Churches
Košice,1060,Košice IV,Košice 4-Barca,Barca,KOSTOL,farský kostol sv.Petra a Pavla,411,1,KOSTOL,r.k.sv.Petra a Pavla,Abovská ul.,4,NULL,1,1.tret.14.stor.,gotika neskorá,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Abovská ul. Košice 4-Barca, Okres Košice IV",48.6767023,21.2657195,0101000020E6100000D36872310644354062D0532E9E564840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.6767023,21.2657195&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Kostoly,#3cb44b,NULL,NULL,NULL,NULL,NULL,NULL,Churches,6,(6) Churches
Košice,1064,Košice IV,Košice 4-Barca,Barca,KOSTOL,"Jozefínsky k.,Kalvínsky k.",4122,1,KOSTOL,ref.,Abovská ul.,NULL,0,515,1794-1795,klasicizmus,NULL,NULL,Vlastníctvo cirkvi a cirk. organizácií,"Abovská ul. 0, Košice 4-Barca, Okres Košice IV",48.6789048,21.263612,0101000020E610000049D576137C433540788C3C5AE6564840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.6789048,21.263612&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Kostoly,#3cb44b,NULL,NULL,NULL,NULL,NULL,NULL,Churches,6,(6) Churches
