muni,index,nm3,nm4,ku,un_nnkp,zn_nnkp,c_uzpf_nnkp,index_po,un_po,bu_po,addr,r_num,o_num,parcel_nuk,est,p_style,author,protectet_unit,ownership_type,adresa,gps_latitude,gps_longitude,geom,route_in_500m,n_tracks_in_500,closest_track,closest_track_m,google_street_view,nearest_route_point,dmo_name,cat,marker_color,muni1,wine_region_tokaj_mun_network,zemplin_geopark,se,nw,idn3,cat_en,cat_rank,cat_rank_en
Košice,603,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1173,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,253,36,788,ok.pol.15.st.,klasicizmus,NULL,MPR,Súkromné vlastníctvo občanov,"Kováčska ul. 36, Košice 1-Staré Mesto, Okres Košice I",48.7233801,21.2583655,0101000020E610000029EACC3D24423540E20918B8975C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7233801,21.2583655&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,604,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,Lekáreň u dvanástich apoštolov,1174,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,"255,1253",37,907,14.st.,barok,NULL,MPR,Spoločnosť s ručením obmedzeným,"Kováčska ul. 37, Košice 1-Staré Mesto, Okres Košice I",48.7235381,21.2585686,0101000020E6100000C3C5408D314235407A747EE59C5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7235381,21.2585686&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,726,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,3406,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,256,38,783,2.pol.16.st.,renesancia,NULL,MPR,"Nadácia,záujmové združenie,fond,TJ","Kováčska ul. 38, Košice 1-Staré Mesto, Okres Košice I",48.7234492,21.2583269,0101000020E6100000542D33B6214235409F28BFFB995C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7234492,21.2583269&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,605,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1175,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,263,39,908,14.st.,klasicizmus,NULL,MPR,Príspevková organizácia,"Kováčska ul. 39, Košice 1-Staré Mesto, Okres Košice I",48.7236151,21.2585376,0101000020E61000004DC928852F42354026B26A6B9F5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7236151,21.2585376&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,712,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,3394,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,"168,188",4,816/1,16.st.,novoklasicizmus,NULL,MPR,Samospráva miest a obcí,"Kováčska ul. 4, Košice 1-Staré Mesto, Okres Košice I",48.7209801,21.2598799,0101000020E61000004463377D874235408D486F13495C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7209801,21.2598799&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,727,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,3407,1,DOM MEŠTIANSKY,"pavlačový,radový",Kováčska ul.,270,40,780/4,3./3.19.st.,eklektizmus,NULL,MPR,Súkromné vlastníctvo občanov,"Kováčska ul. 40, Košice 1-Staré Mesto, Okres Košice I",48.7238367,21.2581072,0101000020E6100000B5DC3E5013423540811255AEA65C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7238367,21.2581072&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,606,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1176,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,265,41,911/1,14.st.,klasicizmus,NULL,MPR,Súkromné vlastníctvo občanov,"Kováčska ul. 41, Košice 1-Staré Mesto, Okres Košice I",48.7237063,21.2585048,0101000020E6100000E9DBDD5E2D42354060347568A25C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7237063,21.2585048&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,728,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,3408,1,DOM MEŠTIANSKY,"schodiskový,radový",Kováčska ul.,271,42,779/1,90.roky 19.st.,eklektizmus,NULL,MPR,Súkromné vlastníctvo občanov,"Kováčska ul. 42, Košice 1-Staré Mesto, Okres Košice I",48.7239585,21.2581045,0101000020E61000005073F22213423540A39410ACAA5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7239585,21.2581045&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,607,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,základná umelecká škola,1177,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,266,43,912,15.st.,historizmus,NULL,MPR,Samospráva miest a obcí,"Kováčska ul. 43, Košice 1-Staré Mesto, Okres Košice I",48.7238201,21.2584466,0101000020E61000002CC36E8E29423540FED71423A65C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7238201,21.2584466&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,608,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1178,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,267,45,914,14.st.,renesancia,NULL,MPR,Súkromné vlastníctvo občanov,"Kováčska ul. 45, Košice 1-Staré Mesto, Okres Košice I",48.7239199,21.2583936,0101000020E6100000E77E3D152642354038B64368A95C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7239199,21.2583936&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,609,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1179,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,268,47,915,1.pol.17.st.,renesancia,NULL,MPR,Súkromné vlastníctvo občanov,"Kováčska ul. 47, Košice 1-Staré Mesto, Okres Košice I",48.7240004,21.2583736,0101000020E61000005826B2C5244235403D258C0BAC5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7240004,21.2583736&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,610,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1180,1,DOM MEŠTIANSKY,"prejazdový,nárožný",Kováčska ul.,269,49,916/1,1.pol.17.st.,renesancia,NULL,MPR,Spoločnosť s ručením obmedzeným,"Kováčska ul. 49, Košice 1-Staré Mesto, Okres Košice I",48.724051,21.2583234,0101000020E6100000A1CA7A7B214235406CD102B4AD5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.724051,21.2583234&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,592,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1160,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,203,5,873/1,15./16.st.,renesancia,NULL,MPR,Súkromné vlastníctvo občanov,"Kováčska ul. 5, Košice 1-Staré Mesto, Okres Košice I",48.7215115,21.2596561,0101000020E6100000F8B479D2784235400D18247D5A5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7215115,21.2596561&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,731,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,3412,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,"282,1298",53,734,kon.13.st.-zač.14.st.,renesancia,NULL,MPR,Spoločnosť s ručením obmedzeným,"Kováčska ul. 53, Košice 1-Staré Mesto, Okres Košice I",48.7245019,21.2580421,0101000020E6100000BD7D0C0C0F423540E7316F7ABC5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7245019,21.2580421&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,732,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,3413,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,283,55,733/1,14.st.,eklektizmus,NULL,MPR,Vlastníctvo zahraničných subjektov,"Kováčska ul. 55, Košice 1-Staré Mesto, Okres Košice I",48.7246167,21.2579666,0101000020E6100000D7755E190A4235405651723DC05C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7246167,21.2579666&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,733,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,3414,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,284,57,726,14.-15.st.,klasicizmus neskorý,NULL,MPR,Spoločnosť s ručením obmedzeným,"Kováčska ul. 57, Košice 1-Staré Mesto, Okres Košice I",48.7247069,21.2579099,0101000020E61000008CD0196206423540C0571932C35C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7247069,21.2579099&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,734,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,3415,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,285,59,725,90.roky 18.st.,barok,NULL,MPR,Súkromné vlastníctvo občanov,"Kováčska ul. 59, Košice 1-Staré Mesto, Okres Košice I",48.7247463,21.257892,0101000020E610000068E6C93505423540D1329C7CC45C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7247463,21.257892&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,736,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,3417,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,"290,291,292",63,718,15.st.,eklektizmus,NULL,MPR,Spoločnosť s ručením obmedzeným,"Kováčska ul. 63, Košice 1-Staré Mesto, Okres Košice I",48.7249175,21.2577863,0101000020E61000005ADB6F48FE4135402766BD18CA5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7249175,21.2577863&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,737,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,"Penzión,kaviareň Grand",3418,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,"294,295,296",65,717,18./19.st.,klasicizmus,NULL,MPR,Spoločnosť s ručením obmedzeným,"Kováčska ul. 65, Košice 1-Staré Mesto, Okres Košice I",48.7250366,21.2577992,0101000020E61000005AEFDC20FF41354097B3D2FFCD5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7250366,21.2577992&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,738,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,"Penzión,reštaurácia Grand",3419,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,"297,289,299",67,710,18./19.st.,klasicizmus,NULL,MPR,Spoločnosť s ručením obmedzeným,"Kováčska ul. 67, Košice 1-Staré Mesto, Okres Košice I",48.7251006,21.2576404,0101000020E6100000DC20A4B8F4413540ADA7B118D05C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7251006,21.2576404&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,594,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1162,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,204,7,874,17.st.,klasicizmus,NULL,MPR,Súkromné vlastníctvo občanov,"Kováčska ul. 7, Košice 1-Staré Mesto, Okres Košice I",48.7215891,21.2596141,0101000020E61000009A14D5117642354036D318085D5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7215891,21.2596141&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,595,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1163,1,DOM MEŠTIANSKY,"prejazdový,radový",Kováčska ul.,"205,1209",9,875/7,2.pol.14.st.,renesancia,Oelschläger Ľudovít (po 1932 prestavba fasády I.NP),MPR,Súkromné vlastníctvo občanov,"Kováčska ul. 9, Košice 1-Staré Mesto, Okres Košice I",48.7217173,21.259565,0101000020E6100000AD2F12DA724235408D3A843B615C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7217173,21.259565&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,744,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,3425,1,DOM MEŠTIANSKY,"pavlačový,nárožný",Krmanova ul.,863,18,1023,1810-1841,eklektizmus,Jakab Peter(prestavba 1886),MPR,Rozpočtová organizácia,"Krmanova ul. 18, Košice 1-Staré Mesto, Okres Košice I",48.7197501,21.2624599,0101000020E6100000ED026F9230433540786572C5205C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7197501,21.2624599&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,580,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1148,1,DOM MEŠTIANSKY,"priechodový,radový",Dominikánske nám.,594,11,542,po 1404,barok,NULL,MPR,Súkromné vlastníctvo občanov,"Dominikánske nám. 11, Košice 1-Staré Mesto, Okres Košice I",48.7205201,21.2551958,0101000020E610000099130F83544135402ACEAC003A5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7205201,21.2551958&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,691,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,Gréckokatolícky exarchát,3369,1,DOM MEŠTIANSKY,"sieňový,radový",Dominikánske nám.,593,13,537,14.st.,klasicizmus,NULL,MPR,Vlastníctvo cirkvi a cirk. organizácií,"Dominikánske nám. 13, Košice 1-Staré Mesto, Okres Košice I",48.7204279,21.2550731,0101000020E6100000DF967E784C4135401FD03EFB365C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7204279,21.2550731&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,581,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,Golem,1149,1,DOM MEŠTIANSKY,"priechodový,radový,nárožný",Dominikánske nám.,783,15-17,536,14.st.,barok neskorý,NULL,MPR,Spoločnosť s ručením obmedzeným,"Dominikánske nám. 15-17, Košice 1-Staré Mesto, Okres Košice I",48.7204077,21.2549931,0101000020E6100000A634513A47413540AFA4CB51365C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7204077,21.2549931&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,686,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,3364,1,DOM MEŠTIANSKY,"prejazdový,radový",Dominikánske nám.,587,19,535,14.st.,renesancia,NULL,MPR,Súkromné vlastníctvo občanov,"Dominikánske nám. 19, Košice 1-Staré Mesto, Okres Košice I",48.7205188,21.2547642,0101000020E61000000D31033A384135409B13C5F5395C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7205188,21.2547642&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,649,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1221,1,DOM MEŠTIANSKY,nárožný,Mäsiarska ul.,433,14,565,kon.16.st.,barok neskorý,NULL,MPR,Vlastníctvo zahraničných subjektov,"Mäsiarska ul. 14, Košice 1-Staré Mesto, Okres Košice I",48.7214435,21.2552668,0101000020E61000002CC13D2A59413540B534B742585C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7214435,21.2552668&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,650,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1223,1,DOM MEŠTIANSKY,radový,Mäsiarska ul.,"434,861",16,566,16.st.,barok neskorý,NULL,MPR,Súkromné vlastníctvo občanov,"Mäsiarska ul. 16, Košice 1-Staré Mesto, Okres Košice I",48.7215373,21.2552141,0101000020E610000063FA14B6554135400D2C91555B5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7215373,21.2552141&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,655,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1228,1,DOM MEŠTIANSKY,"priechodový,radový",Mäsiarska ul.,428,17,70/1,1.pol.19.st.,klasicizmus,NULL,MPR,Súkromné vlastníctvo občanov,"Mäsiarska ul. 17, Košice 1-Staré Mesto, Okres Košice I",48.7212881,21.255569,0101000020E610000016DF50F86C4135403B3F202B535C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7212881,21.255569&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,652,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1225,1,DOM MEŠTIANSKY,"prejazdový,radový",Mäsiarska ul.,"437-8,864",18,"567/1,567/2",prelom 16.-17.st.,barok,NULL,MPR,Spoločnosť s ručením obmedzeným,"Mäsiarska ul. 18, Košice 1-Staré Mesto, Okres Košice I",48.7216282,21.2551627,0101000020E6100000B8A8BB5752413540886F17505E5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7216282,21.2551627&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,502,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1089,2,DOM MEŠTIANSKY,"prejazdový,radový",Mäsiarska ul.,429,19,69/1,1844-1869,klasicizmus,NULL,MPR,Súkromné vlastníctvo občanov,"Mäsiarska ul. 19, Košice 1-Staré Mesto, Okres Košice I",48.7214593,21.2555145,0101000020E61000005F27F56569413540917241C7585C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7214593,21.2555145&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,653,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1226,1,DOM MEŠTIANSKY,"prejazdový,radový",Mäsiarska ul.,"439,440",20,569/1-2,17.st.,renesancia,NULL,MPR,Súkromné vlastníctvo občanov,"Mäsiarska ul. 20, Košice 1-Staré Mesto, Okres Košice I",48.7217365,21.2551096,0101000020E610000049E5DCDC4E4135402DEA93DC615C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7217365,21.2551096&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,758,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,3439,2,DOM MEŠTIANSKY,"prejazdový,radový",Mäsiarska ul.,"435,33",21,68/1,17.st.,barok,NULL,MPR,Súkromné vlastníctvo občanov,"Mäsiarska ul. 21, Košice 1-Staré Mesto, Okres Košice I",48.721564,21.2554572,0101000020E610000019879FA46541354048FC8A355C5C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.721564,21.2554572&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,654,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1227,1,DOM MEŠTIANSKY,"prejazdový,radový",Mäsiarska ul.,441,22,570,14.st.,renesancia,NULL,MPR,Súkromné vlastníctvo občanov,"Mäsiarska ul. 22, Košice 1-Staré Mesto, Okres Košice I",48.7218333,21.2550617,0101000020E610000050F63BB94B413540F6549808655C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7218333,21.2550617&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,507,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1092,2,DOM MEŠTIANSKY,"prejazdový,nárožný",Mäsiarska ul.,"369,436",23,66/1-3,16.-17.st.,barok,NULL,MPR,Súkromné vlastníctvo občanov,"Mäsiarska ul. 23, Košice 1-Staré Mesto, Okres Košice I",48.7216941,21.2554056,0101000020E61000001B37EB4262413540AB9BE678605C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7216941,21.2554056&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,656,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1229,1,DOM MEŠTIANSKY,"prejazdový,radový",Mäsiarska ul.,444,24,573,14.st.,renesancia,NULL,MPR,Súkromné vlastníctvo občanov,"Mäsiarska ul. 24, Košice 1-Staré Mesto, Okres Košice I",48.7219135,21.2550186,0101000020E610000028DF22E6484135403C855CA9675C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7219135,21.2550186&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
Košice,657,Košice I,Košice 1-Staré Mesto,Stredné Mesto,DOM MEŠTIANSKY,meštiansky dom,1230,1,DOM MEŠTIANSKY,"prejazdový,radový",Mäsiarska ul.,"445,446",26,574,14.st.,barok neskorý,NULL,MPR,Súkromné vlastníctvo občanov,"Mäsiarska ul. 26, Košice 1-Staré Mesto, Okres Košice I",48.7214362,21.2554653,0101000020E610000049C3842C6641354044937A05585C4840,NULL,NULL,NULL,NULL,"http://maps.google.com/maps?q=&layer=c&cbll=48.7214362,21.2554653&cbp=11,0,0,0,0",NULL,OOCR Košice Turizmus,Domy meštianske,#e6194B,NULL,NULL,NULL,NULL,NULL,NULL,Townhouses,28,(28) Townhouses
