index,from_a,to_b,n_transfers,via_stations,start_date,start_time,route_time,route_km,sector_from,sector_to,inner_sector_from,inner_sector_to,district_from,district_to,tvc_from,tvc_to,geopark_from,geopark_to,id_inner_sector_from,id_inner_sector_to
0,Bohdanovce,Kostoľany nad Hornádom,1,Košice,11.10. po,11.10. po,60,28,SK HOBO CORE,SK HOBO CORE,SK HOBO CORE Rest of southeast sector in Košice - vicinity district,SK HOBO CORE Northwest sector,Košice - okolie,Košice - okolie,FALSE,FALSE,FALSE,FALSE,7,3
0,Bohdanovce,Kostoľany nad Hornádom,1,Košice,11.10. po,11.10. po,60,28,SK HOBO CORE,SK HOBO CORE,SK HOBO CORE Rest of southeast sector in Košice - vicinity district,SK HOBO CORE Northwest sector,Košice - okolie,Košice - okolie,FALSE,FALSE,FALSE,FALSE,7,3
0,Bohdanovce,Kostoľany nad Hornádom,1,Košice,11.10. po,11.10. po,79,28,SK HOBO CORE,SK HOBO CORE,SK HOBO CORE Rest of southeast sector in Košice - vicinity district,SK HOBO CORE Northwest sector,Košice - okolie,Košice - okolie,FALSE,FALSE,FALSE,FALSE,7,3
0,Bohdanovce,Kysak,1,Košice,11.10. po,11.10. po,67,35,SK HOBO CORE,SK HOBO CORE,SK HOBO CORE Rest of southeast sector in Košice - vicinity district,SK HOBO CORE Northwest sector,Košice - okolie,Košice - okolie,FALSE,FALSE,FALSE,FALSE,7,3
0,Bohdanovce,Kysak,1,Košice,11.10. po,11.10. po,43,35,SK HOBO CORE,SK HOBO CORE,SK HOBO CORE Rest of southeast sector in Košice - vicinity district,SK HOBO CORE Northwest sector,Košice - okolie,Košice - okolie,FALSE,FALSE,FALSE,FALSE,7,3
0,Bohdanovce,Kysak,1,Košice,11.10. po,11.10. po,51,35,SK HOBO CORE,SK HOBO CORE,SK HOBO CORE Rest of southeast sector in Košice - vicinity district,SK HOBO CORE Northwest sector,Košice - okolie,Košice - okolie,FALSE,FALSE,FALSE,FALSE,7,3
0,Bohdanovce,Lastovce,1,Michaľany,11.10. po,11.10. po,37,30,SK HOBO CORE,SK HOBO CORE,SK HOBO CORE Rest of southeast sector in Košice - vicinity district,SK HOBO CORE Rest of southeast sector in Trebišov district),Košice - okolie,Trebišov,FALSE,FALSE,FALSE,FALSE,7,6
0,Bohdanovce,Lastovce,1,Michaľany,11.10. po,11.10. po,34,30,SK HOBO CORE,SK HOBO CORE,SK HOBO CORE Rest of southeast sector in Košice - vicinity district,SK HOBO CORE Rest of southeast sector in Trebišov district),Košice - okolie,Trebišov,FALSE,FALSE,FALSE,FALSE,7,6
0,Bohdanovce,Lastovce,1,Michaľany,11.10. po,11.10. po,37,30,SK HOBO CORE,SK HOBO CORE,SK HOBO CORE Rest of southeast sector in Košice - vicinity district,SK HOBO CORE Rest of southeast sector in Trebišov district),Košice - okolie,Trebišov,FALSE,FALSE,FALSE,FALSE,7,6
0,Bohdanovce,Malá Lodina,1,Košice,11.10. po,11.10. po,77,45,SK HOBO CORE,SK HOBO CORE,SK HOBO CORE Rest of southeast sector in Košice - vicinity district,SK HOBO CORE Northwest sector,Košice - okolie,Košice - okolie,FALSE,FALSE,FALSE,FALSE,7,3
