index,from_a,to_b,route_time,route_km,operating,alter_from_a,alter_to_b,tv_line,uo_from_ke,km,mini,rank_dur_ke,uo_duration,rank_abc_tv,sector,inner_sector,district,geopark,tvc,sector_from_hex,json_sector,json_sector_to,inner_sector_to,to_district,to_geopark
0,"Čeľovce,,č.d.117 4","Veľaty,,cintorín",39 min,26 km,TRUE,Čeľovce,Veľaty,NULL,NULL,26,39,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Čeľovce,,č.d.117 4","Veľká Tŕňa,,č.d.200 1",1 hod 4 min,38 km,TRUE,Čeľovce,Veľká Tŕňa,NULL,NULL,38,64,NULL,over 60 under 75 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Čeľovce,,č.d.117 1","Zemplín.Nová Ves,Úpor,závory 2",19 min,6 km,TRUE,Čeľovce,Zemplínska Nová Ves,NULL,NULL,6,19,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Čeľovce,,č.d.117 3","Zemplín.Teplica,,ŠPP",11 min,7 km,TRUE,Čeľovce,Zemplínska Teplica,NULL,NULL,7,11,NULL,under 15 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Čeľovce,,č.d.117 1","Zemplín.Jastrabie,,č.d.186 1",39 min,24 km,TRUE,Čeľovce,Zemplínske Jastrabie,NULL,NULL,24,39,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Čeľovce,,č.d.117 1","Zemplín.Branč,,rázc.Komárov 2",25 min,10 km,TRUE,Čeľovce,Zemplínsky Branč,NULL,NULL,10,25,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Čerhov,,č.d.196 2","Bohdanovce,,rázc.Niž.Čaj 1",59 min,41 km,TRUE,Čerhov,Bohdanovce,NULL,NULL,41,59,NULL,over 45 under 60 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Čerhov,,č.d.196 1","Borša,,rázc.k žel.st. 2",13 min,11 km,TRUE,Čerhov,Borša,NULL,NULL,11,13,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Čerhov,,č.d.196 2","Brezina,,č.d.175 1",24 min,17 km,TRUE,Čerhov,Brezina,NULL,NULL,17,24,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Čerhov,,č.d.196 2","Hrčeľ,,č.d.202 2",11 min,11 km,TRUE,Čerhov,Hrčeľ,NULL,NULL,11,11,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Čerhov,,č.d.196 2","Kalša,,pož.zbroj. 1",41 min,27 km,TRUE,Čerhov,Kalša,NULL,NULL,27,41,NULL,over 30 under 45 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Čerhov,,č.d.196 2","Kazimír,,Jednota 1",17 min,14 km,TRUE,Čerhov,Kazimír,NULL,NULL,14,17,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Čerhov,,č.d.196 2","Košice,,Važecká 1",1 hod 11 min,52 km,TRUE,Čerhov,Košice,NULL,NULL,52,71,NULL,over 60 under 75 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,KE,KE,NULL,NULL
0,"Čerhov,,č.d.196 2","Luhyňa,,rázc. 3",3 min,3 km,TRUE,Čerhov,Luhyňa,NULL,NULL,3,3,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Čerhov,,pož.zbroj. 1",Malá Tŕňa,5 min,5 km,TRUE,Čerhov,Malá Tŕňa,NULL,NULL,5,5,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Čerhov,,č.d.196 1","Malý Kamenec,,č.d.6 1",36 min,26 km,TRUE,Čerhov,Malý Kamenec,NULL,NULL,26,36,NULL,over 30 under 45 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Čerhov,,č.d.196 2","Michaľany,,č.d.139 1",8 min,9 km,TRUE,Čerhov,Michaľany,NULL,NULL,9,8,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Čerhov,,č.d.196 2",Nižná Hutka 1,1 hod 5 min,47 km,TRUE,Čerhov,Nižná Hutka,NULL,NULL,47,65,NULL,over 60 under 75 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Čerhov,,č.d.196 1","Rad,Hrušov,č.d.35 2",35 min,25 km,TRUE,Čerhov,Rad,NULL,NULL,25,35,NULL,over 30 under 45 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Čerhov,,č.d.196 2","Slanec,,centrum 1",47 min,33 km,TRUE,Čerhov,Slanec,NULL,NULL,33,47,NULL,over 45 under 60 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Čerhov,,č.d.196 2",Slanské N.Mesto 1,44 min,30 km,TRUE,Čerhov,Slanské Nové Mesto,NULL,NULL,30,44,NULL,over 30 under 45 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Čerhov,,č.d.196 2","Slivník,,č.d.96 1",36 min,24 km,TRUE,Čerhov,Slivník,NULL,NULL,24,36,NULL,over 30 under 45 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Čerhov,,č.d.196 1","Slovenské N.Mesto,,č.d.65/152 2",9 min,8 km,TRUE,Čerhov,Slovenské Nové Mesto,NULL,NULL,8,9,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Čerhov,,č.d.196 1","Somotor,Nová Vieska p.Bodr.,rázc. 2",29 min,22 km,TRUE,Čerhov,Somotor,NULL,NULL,22,29,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Čerhov,,č.d.196 1","Streda n.Bodrog.,,žel.st. 2",19 min,15 km,TRUE,Čerhov,Streda nad Bodrogom,NULL,NULL,15,19,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Čerhov,,č.d.196 1","Svätá Mária,,č.d.86 2",32 min,24 km,TRUE,Čerhov,Svätá Mária,NULL,NULL,24,32,NULL,over 30 under 45 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Čerhov,,č.d.196 2","Trebišov,,AS",27 min,22 km,TRUE,Čerhov,Trebišov,NULL,NULL,22,27,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,TV,TV,Trebišov,False
0,"Čerhov,,č.d.196 2","Veľaty,,cintorín",8 min,8 km,TRUE,Čerhov,Veľaty,NULL,NULL,8,8,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Čerhov,,pož.zbroj. 1","Veľká Tŕňa,,č.d.200 1",3 min,4 km,TRUE,Čerhov,Veľká Tŕňa,NULL,NULL,4,3,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Čerhov,,č.d.196 1","Veľký Kamenec,,pošta 1 D",37 min,28 km,TRUE,Čerhov,Veľký Kamenec,NULL,NULL,28,37,NULL,over 30 under 45 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Čerhov,,č.d.196 1","Viničky,,Centrum 2",17 min,13 km,TRUE,Čerhov,Viničky,NULL,NULL,13,17,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Čerhov,,č.d.196 2","Zemplín.Branč,,rázc.Komárov 2",11 min,11 km,TRUE,Čerhov,Zemplínsky Branč,NULL,NULL,11,11,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Černochov,,rázc.","Bara,Malá Bara",1 min,2 km,TRUE,Černochov,Bara,NULL,NULL,2,1,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Černochov,,rázc.","Borša,,rázc.k žel.st.",10 min,8 km,TRUE,Černochov,Borša,NULL,NULL,8,10,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Černochov,,rázc.","Brehov,,rázc.Biňov",21 min,13 km,TRUE,Černochov,Brehov,NULL,NULL,13,21,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Černochov,,rázc.","Cejkov,,Jednota",8 min,5 km,TRUE,Černochov,Cejkov,NULL,NULL,5,8,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Černochov,,rázc.","Čeľovce,,č.d.117 2",1 hod 42 min,29 km,TRUE,Černochov,Čeľovce,NULL,NULL,29,102,NULL,over 95 under 110 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Černochov,,rázc.","Hraň,,č.d.146",27 min,17 km,TRUE,Černochov,Hraň,NULL,NULL,17,27,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Černochov,,rázc.","Kožuchov,,OcÚ",30 min,19 km,TRUE,Černochov,Kožuchov,NULL,NULL,19,30,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Černochov,,rázc.","Nižný Žipov,,kostol 2",1 hod 38 min,26 km,TRUE,Černochov,Nižný Žipov,NULL,NULL,26,98,NULL,over 95 under 110 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Černochov,,rázc.","Novosad,,nákup.stred.",23 min,13 km,TRUE,Černochov,Novosad,NULL,NULL,13,23,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Černochov,,rázc.","Plechotice,,Centrum 2",1 hod 50 min,32 km,TRUE,Černochov,Plechotice,NULL,NULL,32,110,NULL,over 95 under 110 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Černochov,,rázc.","Sirník,,Stredisko obce",23 min,14 km,TRUE,Černochov,Sirník,NULL,NULL,14,23,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Černochov,,rázc.","Slovenské N.Mesto,,č.d.281/212",13 min,10 km,TRUE,Černochov,Slovenské Nové Mesto,NULL,NULL,10,13,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Černochov,,rázc.","Stanča,,Hrunok 2",1 hod 34 min,24 km,TRUE,Černochov,Stanča,NULL,NULL,24,94,NULL,over 80 under 95 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Černochov,,rázc.","Streda n.Bodrog.,,žel.st.",22 min,14 km,TRUE,Černochov,Streda nad Bodrogom,NULL,NULL,14,22,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Černochov,,rázc.","Trebišov,,AS",44 min,28 km,TRUE,Černochov,Trebišov,NULL,NULL,28,44,NULL,over 30 under 45 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,TV,TV,Trebišov,False
0,"Černochov,,rázc.","Viničky,,rázc.Ladmovce",21 min,13 km,TRUE,Černochov,Viničky,NULL,NULL,13,21,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Černochov,,rázc.","Zemplín.Nová Ves,Úpor,závory 2",1 hod 33 min,23 km,TRUE,Černochov,Zemplínska Nová Ves,NULL,NULL,23,93,NULL,over 80 under 95 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Černochov,,rázc.","Zemplín.Hradište,,rázc.",33 min,21 km,TRUE,Černochov,Zemplínske Hradište,NULL,NULL,21,33,NULL,over 30 under 45 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Černochov,,rázc.","Zemplín.Jastrabie,,č.d.186",17 min,9 km,TRUE,Černochov,Zemplínske Jastrabie,NULL,NULL,9,17,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Černochov,,rázc.","Zemplín.Branč,,č.d.1",26 min,16 km,TRUE,Černochov,Zemplínsky Branč,NULL,NULL,16,26,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Družstevná pri Hornáde,Malá Vieska,most","Košice,,AS",23 min,12 km,TRUE,Družstevná pri Hornáde,Košice,NULL,NULL,12,23,NULL,over 15 under 30 min,NULL,SK HOBO CORE,NW,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,KE,KE,NULL,NULL
0,"Družstevná pri Hornáde,Malá Vieska,most","Kostoľany n.Hornádom,,centrum",3 min,1 km,TRUE,Družstevná pri Hornáde,Kostoľany nad Hornádom,NULL,NULL,1,3,NULL,under 15 min,NULL,SK HOBO CORE,NW,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,NW,Košice - okolie,False
0,"Družstevná pri Hornáde,Malá Vieska,most","Kysak,,most",9 min,9 km,TRUE,Družstevná pri Hornáde,Kysak,NULL,NULL,9,9,NULL,under 15 min,NULL,SK HOBO CORE,NW,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,NW,Košice - okolie,False
0,"Družstevná pri Hornáde,Malá Vieska,most",Malá Lodina,31 min,19 km,TRUE,Družstevná pri Hornáde,Malá Lodina,NULL,NULL,19,31,NULL,over 30 under 45 min,NULL,SK HOBO CORE,NW,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,NW,Košice - okolie,False
0,"Družstevná pri Hornáde,Malá Vieska,most",Obišovce,20 min,12 km,TRUE,Družstevná pri Hornáde,Obišovce,NULL,NULL,12,20,NULL,over 15 under 30 min,NULL,SK HOBO CORE,NW,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,NW,Košice - okolie,False
0,"Družstevná pri Hornáde,Malá Vieska,most","Sokoľ,,Hrabiny",4 min,4 km,TRUE,Družstevná pri Hornáde,Sokoľ,NULL,NULL,4,4,NULL,under 15 min,NULL,SK HOBO CORE,NW,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,NW,Košice - okolie,False
0,"Družstevná pri Hornáde,Malá Vieska,most","Trebejov,,ZŠ",6 min,6 km,TRUE,Družstevná pri Hornáde,Trebejov,NULL,NULL,6,6,NULL,under 15 min,NULL,SK HOBO CORE,NW,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,NW,Košice - okolie,False
0,"Družstevná pri Hornáde,Malá Vieska,most","Veľká Lodina,,OcÚ",26 min,16 km,TRUE,Družstevná pri Hornáde,Veľká Lodina,NULL,NULL,16,26,NULL,over 15 under 30 min,NULL,SK HOBO CORE,NW,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,NW,Košice - okolie,False
0,"Egreš,,pri parku 2","Bohdanovce,,rázc.Niž.Čaj 1",30 min,21 km,TRUE,Egreš,Bohdanovce,NULL,NULL,21,30,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Egreš,,pri parku 1","Brehov,,kult.dom",37 min,31 km,TRUE,Egreš,Brehov,NULL,NULL,31,37,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Egreš,,pri parku 1","Brezina,,č.d.175 2",25 min,18 km,TRUE,Egreš,Brezina,NULL,NULL,18,25,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Egreš,,pri parku 1","Cejkov,,Jednota",49 min,30 km,TRUE,Egreš,Cejkov,NULL,NULL,30,49,NULL,over 45 under 60 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Egreš,,pri parku 1","Čeľovce,,č.d.117 4",2 min,2 km,TRUE,Egreš,Čeľovce,NULL,NULL,2,2,NULL,under 15 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Egreš,,pri parku","Hraň,,č.d.146",32 min,23 km,TRUE,Egreš,Hraň,NULL,NULL,23,32,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Egreš,,pri parku 1","Hrčeľ,,č.d.202 1",24 min,18 km,TRUE,Egreš,Hrčeľ,NULL,NULL,18,24,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Egreš,,pri parku 1","Kazimír,,Jednota 2",30 min,21 km,TRUE,Egreš,Kazimír,NULL,NULL,21,30,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Egreš,,pri parku 2","Košice,,Važecká 1",40 min,32 km,TRUE,Egreš,Košice,NULL,NULL,32,40,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,KE,KE,NULL,NULL
0,"Egreš,,pri parku 1",Kysta 1,29 min,20 km,TRUE,Egreš,Kysta,NULL,NULL,20,29,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Egreš,,pri parku 1","Michaľany,,OcÚ 2",35 min,26 km,TRUE,Egreš,Michaľany,NULL,NULL,26,35,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Egreš,,pri parku",Nižná Hutka,39 min,27 km,TRUE,Egreš,Nižná Hutka,NULL,NULL,27,39,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Egreš,,pri parku 1","Nižný Žipov,,kostol 1",8 min,5 km,TRUE,Egreš,Nižný Žipov,NULL,NULL,5,8,NULL,under 15 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Egreš,,pri parku 1","Novosad,,nákup.stred. 1",37 min,22 km,TRUE,Egreš,Novosad,NULL,NULL,22,37,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Egreš,,pri parku 1","Plechotice,,Centrum 2",7 min,5 km,TRUE,Egreš,Plechotice,NULL,NULL,5,7,NULL,under 15 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Egreš,,pri parku","Sirník,,Stredisko obce",38 min,26 km,TRUE,Egreš,Sirník,NULL,NULL,26,38,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Egreš,,pri parku 2","Slanec,,centrum 1",19 min,13 km,TRUE,Egreš,Slanec,NULL,NULL,13,19,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Egreš,,pri parku 2",Slanské N.Mesto 1,13 min,10 km,TRUE,Egreš,Slanské Nové Mesto,NULL,NULL,10,13,NULL,under 15 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Egreš,,pri parku 1","Slivník,,č.d.96 1",15 min,11 km,TRUE,Egreš,Slivník,NULL,NULL,11,15,NULL,under 15 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Egreš,,pri parku 1","Stanča,,Hrunok 1",13 min,7 km,TRUE,Egreš,Stanča,NULL,NULL,7,13,NULL,under 15 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Egreš,,pri parku","Trebišov,,AS",43 min,28 km,TRUE,Egreš,Trebišov,NULL,NULL,28,43,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,TV,TV,Trebišov,False
0,"Egreš,,pri parku 1","Veľaty,,cintorín 1",22 min,15 km,TRUE,Egreš,Veľaty,NULL,NULL,15,22,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Egreš,,pri parku 1","Zemplín.Nová Ves,Úpor,závory 1",15 min,8 km,TRUE,Egreš,Zemplínska Nová Ves,NULL,NULL,8,15,NULL,under 15 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Egreš,,pri parku","Zemplín.Teplica,,ŠPP",7 min,5 km,TRUE,Egreš,Zemplínska Teplica,NULL,NULL,5,7,NULL,under 15 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Egreš,,pri parku 1","Zemplín.Jastrabie,,č.d.186 1",41 min,26 km,TRUE,Egreš,Zemplínske Jastrabie,NULL,NULL,26,41,NULL,over 30 under 45 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Egreš,,pri parku 1","Zemplín.Branč,,rázc.Komárov 1",20 min,12 km,TRUE,Egreš,Zemplínsky Branč,NULL,NULL,12,20,NULL,over 15 under 30 min,NULL,SK HOBO CORE,Rest of TV district,Trebišov,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
