index,from_a,to_b,route_time,route_km,operating,alter_from_a,alter_to_b,tv_line,uo_from_ke,km,mini,rank_dur_ke,uo_duration,rank_abc_tv,sector,inner_sector,district,geopark,tvc,sector_from_hex,json_sector,json_sector_to,inner_sector_to,to_district,to_geopark
0,"Bara,Malá Bara","Borša,,rázc.k žel.st.",4 min,4 km,TRUE,Bara,Borša,NULL,NULL,4,4,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Bara,Malá Bara","Brehov,,rázc.Biňov",27 min,19 km,TRUE,Bara,Brehov,NULL,NULL,19,27,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bara,Malá Bara","Cejkov,,Jednota",13 min,11 km,TRUE,Bara,Cejkov,NULL,NULL,11,13,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bara,Malá Bara","Čeľovce,,č.d.117 2",1 hod 49 min,35 km,TRUE,Bara,Čeľovce,NULL,NULL,35,109,NULL,over 95 under 110 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Bara,Malá Bara","Černochov,,rázc.",1 min,2 km,TRUE,Bara,Černochov,NULL,NULL,2,1,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Bara,Malá Bara","Hraň,,č.d.146",33 min,23 km,TRUE,Bara,Hraň,NULL,NULL,23,33,NULL,over 30 under 45 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bara,Malá Bara","Kožuchov,,OcÚ",35 min,25 km,TRUE,Bara,Kožuchov,NULL,NULL,25,35,NULL,over 30 under 45 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Bara,Malá Bara","Nižný Žipov,,kostol 2",1 hod 45 min,32 km,TRUE,Bara,Nižný Žipov,NULL,NULL,32,105,NULL,over 95 under 110 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Bara,Malá Bara","Novosad,,nákup.stred.",28 min,19 km,TRUE,Bara,Novosad,NULL,NULL,19,28,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bara,Malá Bara","Plechotice,,Centrum 2",1 hod 57 min,38 km,TRUE,Bara,Plechotice,NULL,NULL,38,117,NULL,over 110,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Bara,Malá Bara","Sirník,,Stredisko obce",29 min,20 km,TRUE,Bara,Sirník,NULL,NULL,20,29,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bara,Malá Bara","Slovenské N.Mesto,,č.d.281/212",7 min,6 km,TRUE,Bara,Slovenské Nové Mesto,NULL,NULL,6,7,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Bara,Malá Bara","Stanča,,Hrunok 2",1 hod 41 min,30 km,TRUE,Bara,Stanča,NULL,NULL,30,101,NULL,over 95 under 110 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Bara,Malá Bara","Streda n.Bodrog.,,žel.st.",14 min,10 km,TRUE,Bara,Streda nad Bodrogom,NULL,NULL,10,14,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bara,Malá Bara","Trebišov,,AS",49 min,34 km,TRUE,Bara,Trebišov,NULL,NULL,34,49,NULL,over 45 under 60 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,TV,TV,Trebišov,False
0,"Bara,Malá Bara","Viničky,,rázc.Ladmovce",13 min,9 km,TRUE,Bara,Viničky,NULL,NULL,9,13,NULL,under 15 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Bara,Malá Bara","Zemplín.Nová Ves,Úpor,závory 2",1 hod 40 min,29 km,TRUE,Bara,Zemplínska Nová Ves,NULL,NULL,29,100,NULL,over 95 under 110 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Bara,Malá Bara","Zemplín.Hradište,,rázc.",38 min,27 km,TRUE,Bara,Zemplínske Hradište,NULL,NULL,27,38,NULL,over 30 under 45 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Bara,Malá Bara","Zemplín.Jastrabie,,č.d.186",22 min,15 km,TRUE,Bara,Zemplínske Jastrabie,NULL,NULL,15,22,NULL,over 15 under 30 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bara,Malá Bara","Zemplín.Branč,,č.d.1",31 min,22 km,TRUE,Bara,Zemplínsky Branč,NULL,NULL,22,31,NULL,over 30 under 45 min,NULL,SK HOBO CORE,TVC,Trebišov,TRUE,TRUE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Belža,,rázc.","Čaňa,,centrum",15 min,11 km,TRUE,Belža,Čaňa,NULL,NULL,11,15,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Belža,,rázc.","Geča,,Jednota",20 min,14 km,TRUE,Belža,Geča,NULL,NULL,14,20,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Belža,,rázc.","Kechnec,,č.d.147",6 min,3 km,TRUE,Belža,Kechnec,NULL,NULL,3,6,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Belža,,rázc.","Košice,,Podnikateľská",16 min,12 km,TRUE,Belža,Košice,NULL,NULL,12,16,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,KE,KE,NULL,NULL
0,"Belža,,rázc.","Milhosť,,nám.",12 min,5 km,TRUE,Belža,Milhosť,NULL,NULL,5,12,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Belža,,rázc.","Seňa,,kostol",3 min,2 km,TRUE,Belža,Seňa,NULL,NULL,2,3,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Belža,,rázc.","Skároš,,konečná",45 min,29 km,TRUE,Belža,Skároš,NULL,NULL,29,45,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Belža,,rázc.","Valaliky,Všechsvätých",22 min,15 km,TRUE,Belža,Valaliky,NULL,NULL,15,22,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Belža,,rázc.","Ždaňa,,Mýtna",41 min,25 km,TRUE,Belža,Ždaňa,NULL,NULL,25,41,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Blažice,"Bohdanovce,,rázc.Niž.Čaj",3 min,3 km,TRUE,Blažice,Bohdanovce,NULL,NULL,3,3,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Blažice,"Čaňa,,centrum",28 min,16 km,TRUE,Blažice,Čaňa,NULL,NULL,16,28,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Blažice,"Košice,,Važecká",14 min,14 km,TRUE,Blažice,Košice,NULL,NULL,14,14,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,KE,KE,NULL,NULL
0,Blažice,Nižná Hutka,9 min,9 km,TRUE,Blažice,Nižná Hutka,NULL,NULL,9,9,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Blažice,"Nižná Myšľa,,štadión",19 min,12 km,TRUE,Blažice,Nižná Myšľa,NULL,NULL,12,19,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Blažice,Nižný Čaj,5 min,3 km,TRUE,Blažice,Nižný Čaj,NULL,NULL,3,5,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Blažice,"Olšovany,,OcÚ",14 min,8 km,TRUE,Blažice,Olšovany,NULL,NULL,8,14,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Blažice,"Ruskov,,Jednota",5 min,3 km,TRUE,Blažice,Ruskov,NULL,NULL,3,5,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Blažice,"Sady n.Torysou,Byster,čak.",22 min,14 km,TRUE,Blažice,Sady nad Torysou,NULL,NULL,14,22,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Blažice,"Vyšná Myšľa,,rázc.",8 min,6 km,TRUE,Blažice,Vyšná Myšľa,NULL,NULL,6,8,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Blažice,"Vyšný Čaj,,ihrisko",10 min,5 km,TRUE,Blažice,Vyšný Čaj,NULL,NULL,5,10,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,Blažice,"Ždaňa,,Mýtna",23 min,14 km,TRUE,Blažice,Ždaňa,NULL,NULL,14,23,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bočiar,,čak.","Košice,,Podnikateľská",19 min,12 km,TRUE,Bočiar,Košice,NULL,NULL,12,19,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,KE,KE,NULL,NULL
0,"Bočiar,,čak.","Sokoľany,,čak.",5 min,2 km,TRUE,Bočiar,Sokoľany,NULL,NULL,2,5,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj",Blažice,4 min,3 km,TRUE,Bohdanovce,Blažice,NULL,NULL,3,4,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj 2","Brehov,,kult.dom",1 hod 2 min,52 km,TRUE,Bohdanovce,Brehov,NULL,NULL,52,62,NULL,over 60 under 75 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj","Brezina,,č.d.175",33 min,24 km,TRUE,Bohdanovce,Brezina,NULL,NULL,24,33,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj","Byšta,,č.d.62",42 min,31 km,TRUE,Bohdanovce,Byšta,NULL,NULL,31,42,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj","Čaňa,,centrum",22 min,13 km,TRUE,Bohdanovce,Čaňa,NULL,NULL,13,22,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj 2","Cejkov,,Jednota",1 hod 19 min,51 km,TRUE,Bohdanovce,Cejkov,NULL,NULL,51,79,NULL,over 75 under 80 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj 2","Čeľovce,,č.d.117 1",32 min,23 km,TRUE,Bohdanovce,Čeľovce,NULL,NULL,23,32,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Bohdanovce,,rázc.Niž.Čaj 2","Čerhov,,pož.zbroj. 1",53 min,41 km,TRUE,Bohdanovce,Čerhov,NULL,NULL,41,53,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj 2","Egreš,,pri parku 1",30 min,21 km,TRUE,Bohdanovce,Egreš,NULL,NULL,21,30,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Bohdanovce,,rázc.Niž.Čaj","Hraň,,č.d.146",1 hod 1 min,44 km,TRUE,Bohdanovce,Hraň,NULL,NULL,44,61,NULL,over 60 under 75 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj 2","Hrčeľ,,č.d.202 1",54 min,39 km,TRUE,Bohdanovce,Hrčeľ,NULL,NULL,39,54,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj","Kalša,,pož.zbroj.",17 min,14 km,TRUE,Bohdanovce,Kalša,NULL,NULL,14,17,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj","Kazimír,,Jednota",37 min,27 km,TRUE,Bohdanovce,Kazimír,NULL,NULL,27,37,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj","Košice,,Važecká",10 min,11 km,TRUE,Bohdanovce,Košice,NULL,NULL,11,10,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,KE,KE,NULL,NULL
0,"Bohdanovce,,rázc.Niž.Čaj 2",Kysta 1,59 min,41 km,TRUE,Bohdanovce,Kysta,NULL,NULL,41,59,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj 2","Luhyňa,,rázc. 4",49 min,38 km,TRUE,Bohdanovce,Luhyňa,NULL,NULL,38,49,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj 2",Malá Tŕňa,1 hod,46 km,TRUE,Bohdanovce,Malá Tŕňa,NULL,NULL,46,60,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj 2","Michaľany,,OcÚ 1",38 min,32 km,TRUE,Bohdanovce,Michaľany,NULL,NULL,32,38,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj",Nižná Hutka,4 min,6 km,TRUE,Bohdanovce,Nižná Hutka,NULL,NULL,6,4,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj","Nižná Myšľa,,štadión",13 min,9 km,TRUE,Bohdanovce,Nižná Myšľa,NULL,NULL,9,13,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj",Nižný Čaj,1 min,0,TRUE,Bohdanovce,Nižný Čaj,NULL,NULL,0,1,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj 2","Nižný Žipov,,kostol 1",38 min,26 km,TRUE,Bohdanovce,Nižný Žipov,NULL,NULL,26,38,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Bohdanovce,,rázc.Niž.Čaj 2","Novosad,,nákup.stred. 1",1 hod 7 min,43 km,TRUE,Bohdanovce,Novosad,NULL,NULL,43,67,NULL,over 60 under 75 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj",Nový Salaš,20 min,12 km,TRUE,Bohdanovce,Nový Salaš,NULL,NULL,12,20,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,kostol","Olšovany,,OcÚ",13 min,6 km,TRUE,Bohdanovce,Olšovany,NULL,NULL,6,13,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj 2","Plechotice,,Centrum 2",50 min,29 km,TRUE,Bohdanovce,Plechotice,NULL,NULL,29,50,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Bohdanovce,,rázc.Niž.Čaj","Ruskov,,Jednota",9 min,6 km,TRUE,Bohdanovce,Ruskov,NULL,NULL,6,9,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,kostol","Sady n.Torysou,Byster,čak.",24 min,12 km,TRUE,Bohdanovce,Sady nad Torysou,NULL,NULL,12,24,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj","Sirník,,Stredisko obce",1 hod 7 min,47 km,TRUE,Bohdanovce,Sirník,NULL,NULL,47,67,NULL,over 60 under 75 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj","Slančík,,Šoškut",15 min,12 km,TRUE,Bohdanovce,Slančík,NULL,NULL,12,15,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj","Slanec,,centrum",12 min,8 km,TRUE,Bohdanovce,Slanec,NULL,NULL,8,12,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj","Slanská Huta,,bytový dom",28 min,15 km,TRUE,Bohdanovce,Slanská Huta,NULL,NULL,15,28,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj",Slanské N.Mesto,16 min,11 km,TRUE,Bohdanovce,Slanské Nové Mesto,NULL,NULL,11,16,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj","Slivník,,č.d.96",24 min,17 km,TRUE,Bohdanovce,Slivník,NULL,NULL,17,24,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Bohdanovce,,rázc.Niž.Čaj 2","Stanča,,Hrunok 1",43 min,28 km,TRUE,Bohdanovce,Stanča,NULL,NULL,28,43,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
0,"Bohdanovce,,rázc.Niž.Čaj","Trebišov,,AS",1 hod 7 min,38 km,TRUE,Bohdanovce,Trebišov,NULL,NULL,38,67,NULL,over 60 under 75 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,TV,TV,Trebišov,False
0,"Bohdanovce,,rázc.Niž.Čaj 2","Veľaty,,cintorín 1",52 min,36 km,TRUE,Bohdanovce,Veľaty,NULL,NULL,36,52,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of geopark,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj 2","Veľká Tŕňa,,č.d.200 1",57 min,45 km,TRUE,Bohdanovce,Veľká Tŕňa,NULL,NULL,45,57,NULL,over 45 under 60 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,TVC,Trebišov,True
0,"Bohdanovce,,rázc.Niž.Čaj","Vyšná Myšľa,,rázc.",2 min,3 km,TRUE,Bohdanovce,Vyšná Myšľa,NULL,NULL,3,2,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj","Vyšný Čaj,,ihrisko",6 min,2 km,TRUE,Bohdanovce,Vyšný Čaj,NULL,NULL,2,6,NULL,under 15 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj","Ždaňa,,Mýtna",17 min,11 km,TRUE,Bohdanovce,Ždaňa,NULL,NULL,11,17,NULL,over 15 under 30 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,SE KS district,Košice - okolie,False
0,"Bohdanovce,,rázc.Niž.Čaj 2","Zemplín.Nová Ves,Úpor,závory 1",45 min,29 km,TRUE,Bohdanovce,Zemplínska Nová Ves,NULL,NULL,29,45,NULL,over 30 under 45 min,NULL,SK HOBO CORE,SE KS district,Košice - okolie,FALSE,FALSE,#0000FF,SK HOBO CORE,SK HOBO CORE,Rest of TV district,Trebišov,False
