size_cat,ownership_type_id,organization_size_id,sk_nace_category_id,legal_form_id,municipality_id,district_id,region_id,id,cin,tin,corporate_body_name,city,street,postal_code,last_updated_on,established_on,consolidated,data_source,created_at,updated_at,deleted,terminated_on,sid,region_name,region_en,district_name,district_en,municipality,mun_en,legal_form,lf_en,sk_nace_category,nace_en,organization_size,os_en,ownership_type,ow_en,min_emp,max_emp,sector,nace_g_name,nace_g_code,nace_cl_code,nace_cl_name,nace_root_code,nace_root_name,tvc_network,zemp_geopark,se,nw
micro,2,0,10890,101,598224,803,8,1821986,35473550,NULL,Ľudovít Šesták - Plutostyle,Košice - mestská časť Západ,Laborecká 462/8,4011,06/03/2019,01/02/2019,FALSE,SUSR,07/03/2019 02:10,07/03/2019 02:10,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Živnostník,Entrepreneur,Výroba ost.potrav.výr.,Manuf.of oth.food pr.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,5,10720,101,598224,803,8,1542778,47758562,1086817446,Jean Charles Vanbeselaere,Košice - mestská časť Západ,Humenská 49/A,4011,30/10/2020,09/04/2014,FALSE,SUSR,17/05/2016 21:09,31/10/2020 05:16,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Živnostník,Entrepreneur,Výroba suchárov a keksov,"Manuf.of rusks,biscuits",5-9 zamestnancov,5-9 employees,Súkromné tuzemské,Private inland,5,9,Košice,Manufacture of bakery and farinaceous products,C10.7,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10890,112,598224,803,8,1805806,52010767,2120873678,Ekagent s.r.o.,Košice - mestská časť Západ,Popradská 66,4011,30/03/2019,19/10/2018,FALSE,SUSR,06/12/2018 02:03,31/03/2019 02:01,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Spol. s r. o.,Limited liability comp.,Výroba ost.potrav.výr.,Manuf.of oth.food pr.nec,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,5,10710,101,598224,803,8,1612706,48308021,1086646506,Ing. Levon Šaldžjan,Košice - mestská časť Západ,Kežmarská 311/16,4011,03/07/2020,02/09/2015,FALSE,SUSR,17/05/2016 23:47,04/07/2020 05:47,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Živnostník,Entrepreneur,Výroba chleba,Manufacture of bread,5-9 zamestnancov,5-9 employees,Súkromné tuzemské,Private inland,5,9,Košice,Manufacture of bakery and farinaceous products,C10.7,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,7,0,10910,112,598224,803,8,1778419,51565714,2120773325,Dneproteplostroj s.r.o.,Košice - mestská časť Západ,Ružová 50,4011,08/01/2021,02/06/2018,FALSE,SUSR,04/07/2018 02:25,09/01/2021 07:18,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Spol. s r. o.,Limited liability comp.,Výroba krmív hosp.zvier.,Man.of feeds for farm.an,nezistený,unknown,Zahraničné,Foreign,0,0,Košice,Manufacture of prepared animal feeds,C10.9,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10710,109,598224,803,8,1710823,50996673,1049781051,Norbert Ragančok,Košice - mestská časť Západ,Lesnícka 482/31,4011,11/05/2020,01/07/2017,FALSE,SUSR,02/08/2017 20:48,12/05/2020 19:38,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Živ.a sl.povolanie,"Entrep,freelance ocup.",Výroba chleba,Manufacture of bread,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Košice,Manufacture of bakery and farinaceous products,C10.7,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10710,112,598224,803,8,1741032,51297752,NULL,"Deaf PRox, s.r.o.",Košice - mestská časť Západ,Považská 464/32,4011,14/02/2018,12/01/2018,FALSE,SUSR,15/02/2018 03:20,15/02/2018 03:20,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Spol. s r. o.,Limited liability comp.,Výroba chleba,Manufacture of bread,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of bakery and farinaceous products,C10.7,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10710,112,598224,803,8,1620381,50259334,2120247030,VIKMAR TRADE s.r.o.,Košice - mestská časť Západ,Orgovánová 2,4011,31/07/2017,05/04/2016,FALSE,SUSR,01/06/2016 15:00,01/08/2017 18:50,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Spol. s r. o.,Limited liability comp.,Výroba chleba,Manufacture of bread,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of bakery and farinaceous products,C10.7,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,7,0,10910,121,598224,803,8,147245,31687491,2020500834,MENA a.s.,Košice - mestská časť Západ,Bernolákova 10,4011,14/02/2018,30/03/1994,FALSE,SUSR,17/05/2016 20:49,15/02/2018 02:07,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Akc. spol.,Joint stock company,Výroba krmív hosp.zvier.,Man.of feeds for farm.an,nezistený,unknown,Zahraničné,Foreign,0,0,Košice,Manufacture of prepared animal feeds,C10.9,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,5,10720,101,598224,803,8,1193998,46469516,1820002646,Ľubomír Mitro - DITA,Košice - mestská časť Západ,Obrody 209/11,4011,03/07/2020,01/01/2012,FALSE,SUSR,17/05/2016 21:06,04/07/2020 04:38,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Živnostník,Entrepreneur,Výroba suchárov a keksov,"Manuf.of rusks,biscuits",5-9 zamestnancov,5-9 employees,Súkromné tuzemské,Private inland,5,9,Košice,Manufacture of bakery and farinaceous products,C10.7,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,2,10720,112,598224,803,8,1111814,46279415,2023309530,Koveratto s.r.o.,Košice - mestská časť Západ,Kysucká 20,4011,07/12/2020,26/07/2011,FALSE,SUSR,17/05/2016 21:05,08/12/2020 02:19,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Spol. s r. o.,Limited liability comp.,Výroba suchárov a keksov,"Manuf.of rusks,biscuits",1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,Košice,Manufacture of bakery and farinaceous products,C10.7,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10610,112,598224,803,8,548372,36483478,2020001918,KM KOŠICE s. r. o.,Košice - mestská časť Západ,Blatná 17,4011,04/10/2018,27/01/2003,FALSE,SUSR,17/05/2016 22:42,05/10/2018 02:01,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Spol. s r. o.,Limited liability comp.,Výr.mlynských výrobkov,Man.of grain mill prod.,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,"Manufacture of grain mill products, starches and starch products",C10.6,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,7,0,10890,422,598224,803,8,1720577,50613146,NULL,Alvina Borodayeva,Košice - mestská časť Západ,Tr. SNP 61A,4011,06/10/2017,20/09/2017,FALSE,SUSR,07/10/2017 02:56,07/10/2017 02:56,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,"Zahranič.osoba,fyzická",Foreign physical person,Výroba ost.potrav.výr.,Manuf.of oth.food pr.nec,nezistený,unknown,Zahraničné,Foreign,1,1,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10720,101,598224,803,8,1497564,47334673,1075242146,Tomáš Bajer,Košice - mestská časť Západ,Pražská 488/10,4011,31/07/2017,10/07/2013,FALSE,SUSR,17/05/2016 21:08,01/08/2017 17:20,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Živnostník,Entrepreneur,Výroba suchárov a keksov,"Manuf.of rusks,biscuits",nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Košice,Manufacture of bakery and farinaceous products,C10.7,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10710,112,598224,803,8,1220716,46878581,2023644392,"PIA sk, s.r.o.",Košice - mestská časť Západ,Pražská 7,4011,31/07/2017,13/11/2012,FALSE,SUSR,17/05/2016 21:07,01/08/2017 16:29,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Spol. s r. o.,Limited liability comp.,Výroba chleba,Manufacture of bread,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of bakery and farinaceous products,C10.7,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,7,0,10730,112,598224,803,8,1203660,46598421,2023487972,BRAND FOOD INVEST s.r.o.,Košice - mestská časť Západ,Popradská 56,4001,05/02/2019,15/03/2012,FALSE,SUSR,17/05/2016 21:06,06/02/2019 02:42,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Spol. s r. o.,Limited liability comp.,Výroba cestovín,Manufacture of macaroni,nezistený,unknown,Zahraničné,Foreign,0,0,Košice,Manufacture of bakery and farinaceous products,C10.7,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,2,10610,112,598224,803,8,794060,44553374,2820003032,"VYRPO, s.r.o.",Košice - mestská časť Západ,Bardejovská 1,4011,03/07/2020,24/12/2008,FALSE,SUSR,17/05/2016 21:02,04/07/2020 04:25,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Spol. s r. o.,Limited liability comp.,Výr.mlynských výrobkov,Man.of grain mill prod.,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,Košice,"Manufacture of grain mill products, starches and starch products",C10.6,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,8,0,10920,112,598224,803,8,349932,36826812,2022438220,TRADENA s.r.o.,Košice - mestská časť Západ,Pražská 4,4011,31/07/2017,04/09/2007,FALSE,SUSR,17/05/2016 20:54,01/08/2017 08:32,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Západ,Košice-Západ,Spol. s r. o.,Limited liability comp.,Výroba krmív dom.zvierat,Man.of prepar.pet foods,nezistený,unknown,Medzinárodné - súkromné,International-private,0,0,Košice,Manufacture of prepared animal feeds,C10.9,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10720,101,599972,803,8,608694,41715021,1076433468,Martin Lazorčák,Košice - mestská časť Luník IX,Hrebendova 28,4011,31/07/2017,21/11/2005,FALSE,SUSR,17/05/2016 20:59,01/08/2017 11:54,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice II,Košice II,Košice-Luník IX,Košice-Luník IX,Živnostník,Entrepreneur,Výroba suchárov a keksov,"Manuf.of rusks,biscuits",nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Košice,Manufacture of bakery and farinaceous products,C10.7,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,2,10710,112,599794,805,8,1686515,50750020,2120482760,Bruňanský s.r.o.,Košice - mestská časť Krásna,Tibavská 1568/49,4018,04/04/2019,04/03/2017,FALSE,SUSR,13/04/2017 02:17,05/04/2019 02:10,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice IV,Košice IV,Košice-Krásna,Košice-Krásna,Spol. s r. o.,Limited liability comp.,Výroba chleba,Manufacture of bread,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,Košice,Manufacture of bakery and farinaceous products,C10.7,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,2,10890,112,599794,805,8,1675169,50649825,2120412052,SHINRYU s.r.o.,Košice - mestská časť Krásna,Sv. Gorazda 926/10,4018,27/02/2018,05/01/2017,FALSE,SUSR,10/02/2017 08:40,28/02/2018 02:00,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice IV,Košice IV,Košice-Krásna,Košice-Krásna,Spol. s r. o.,Limited liability comp.,Výroba ost.potrav.výr.,Manuf.of oth.food pr.nec,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,3,10410,112,599794,805,8,1656635,50489241,2120354335,"Bio Trade International, s. r. o.",Košice - mestská časť Krásna,Baničova 1434/3,4018,05/08/2019,10/09/2016,FALSE,SUSR,12/10/2016 02:05,06/08/2019 02:21,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice IV,Košice IV,Košice-Krásna,Košice-Krásna,Spol. s r. o.,Limited liability comp.,Výroba olejov a tukov,"Manufacture of oils,fats",2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,Košice,Manufacture of vegetable and animal oils and fats,C10.4,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,2,10890,112,598151,802,8,1882465,52746666,2121120782,Meo M s.r.o.,Košice - mestská časť Sever,Němcovej 34/8,4001,30/10/2020,31/10/2019,FALSE,SUSR,04/12/2019 02:12,31/10/2020 06:49,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Výroba ost.potrav.výr.,Manuf.of oth.food pr.nec,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,2,10910,112,598151,802,8,1787439,51791625,2120841041,GP Streetfood s.r.o.,Košice - mestská časť Sever,Atletická 1194/45,4001,08/01/2021,05/07/2018,FALSE,SUSR,07/08/2018 02:04,09/01/2021 07:19,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Výroba krmív hosp.zvier.,Man.of feeds for farm.an,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,Košice,Manufacture of prepared animal feeds,C10.9,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10890,112,598151,802,8,1792556,51880512,2120819723,D.E.M. SK s.r.o. v likvidácii,Košice - mestská časť Sever,Rampová 4,4001,07/12/2020,10/08/2018,FALSE,SUSR,05/09/2018 02:10,08/12/2020 02:33,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Výroba ost.potrav.výr.,Manuf.of oth.food pr.nec,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,2,10890,101,598151,802,8,1872928,52749525,NULL,Miroslava Vavličová - M&J,Košice - mestská časť Sever,Pod vlekom 1391/9,4001,07/04/2020,24/10/2019,FALSE,SUSR,06/11/2019 02:07,12/05/2020 20:24,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Živnostník,Entrepreneur,Výroba ost.potrav.výr.,Manuf.of oth.food pr.nec,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10710,112,598151,802,8,309128,17083974,2020753471,"ESPRIT, spoločnosť s ručením obmedzeným Košice v likvidácii",Košice - mestská časť Sever,Národná trieda 23,4001,04/04/2019,23/10/1991,FALSE,SUSR,17/05/2016 20:54,05/04/2019 02:03,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Výroba chleba,Manufacture of bread,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of bakery and farinaceous products,C10.7,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10890,101,598151,802,8,1821328,51530635,NULL,Ing. Matej Moroz - GRANTE,Košice - mestská časť Sever,Liptovská 2082/16,4001,06/03/2019,01/02/2019,FALSE,SUSR,07/03/2019 02:09,07/03/2019 02:09,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Živnostník,Entrepreneur,Výroba ost.potrav.výr.,Manuf.of oth.food pr.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10820,112,598151,802,8,1786795,51796309,NULL,Matthsor s.r.o.,Košice - mestská časť Sever,Krupinská 4,4001,06/08/2018,28/06/2018,FALSE,SUSR,07/08/2018 02:04,07/08/2018 02:04,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,"Výroba kakaa,čokolády","Manuf.of cocoa,chochol.",nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
small,2,6,10910,112,598151,802,8,1777019,51734001,2120777208,SLAVKOZ s.r.o.,Košice - mestská časť Sever,Skautská 2,4001,30/10/2020,30/05/2018,FALSE,SUSR,04/07/2018 02:24,31/10/2020 06:43,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Výroba krmív hosp.zvier.,Man.of feeds for farm.an,10-19 zamestnancov,10-19 employees,Súkromné tuzemské,Private inland,10,19,Košice,Manufacture of prepared animal feeds,C10.9,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10890,101,598151,802,8,1750675,51389681,NULL,Bc. Michael Moroz - EQ GRANTE,Košice - mestská časť Sever,Liptovská 2082/16,4001,04/09/2019,28/06/2017,FALSE,SUSR,17/03/2018 10:38,05/09/2019 02:05,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Živnostník,Entrepreneur,Výroba ost.potrav.výr.,Manuf.of oth.food pr.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10830,112,598151,802,8,1743933,51285886,2120660949,"Speranza Corp., s.r.o.",Košice - mestská časť Sever,Vihorlatská 34,4001,07/12/2020,09/01/2018,FALSE,SUSR,15/02/2018 03:23,08/12/2020 02:32,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Spracov.čaju a kávy,"Processing of tea,coffee",nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10890,112,598151,802,8,1662594,50555766,2120370230,"Fajn Food, s. r. o.",Košice - mestská časť Sever,Cesta pod Hradovou 23,4001,31/07/2017,20/10/2016,FALSE,SUSR,10/11/2016 02:17,01/08/2017 19:25,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Výroba ost.potrav.výr.,Manuf.of oth.food pr.nec,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10710,102,598151,802,8,295267,14346796,NULL,Ondrej Kastella Pekáreň,Košice - mestská časť Sever,Cyprusová 5,4001,31/07/2017,01/03/1991,FALSE,SUSR,17/05/2016 20:53,01/09/2019 16:46,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Živnostník v OR,Entrepreneur in BR,Výroba chleba,Manufacture of bread,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Košice,Manufacture of bakery and farinaceous products,C10.7,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
small,2,6,10890,112,598151,802,8,1665291,50590961,2120389216,GreenPharm s. r. o.,Košice - mestská časť Sever,Čermeľská cesta 67/C,4001,04/11/2020,24/11/2016,FALSE,SUSR,14/12/2016 02:15,05/11/2020 02:14,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Výroba ost.potrav.výr.,Manuf.of oth.food pr.nec,10-19 zamestnancov,10-19 employees,Súkromné tuzemské,Private inland,10,19,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10910,112,598151,802,8,1660916,50526251,2120361826,KaL s.r.o.,Košice - mestská časť Sever,Gerlachovská 21,4001,31/07/2017,07/10/2016,FALSE,SUSR,10/11/2016 02:16,01/08/2017 19:23,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Výroba krmív hosp.zvier.,Man.of feeds for farm.an,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of prepared animal feeds,C10.9,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10830,112,598151,802,8,1591943,48145297,2120073912,Coffee & Read s.r.o.,Košice - mestská časť Sever,Hlinkova 23,4001,31/07/2017,22/05/2015,FALSE,SUSR,17/05/2016 21:10,01/08/2017 18:28,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Spracov.čaju a kávy,"Processing of tea,coffee",nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10890,112,598151,802,8,1847324,52504816,2121048160,LOCALL s.r.o.,Košice - mestská časť Sever,Strojárenska 11/G,4001,22/12/2020,04/07/2019,FALSE,SUSR,06/08/2019 02:29,23/12/2020 02:00,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Výroba ost.potrav.výr.,Manuf.of oth.food pr.nec,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,1,10810,112,598151,802,8,316293,36794708,2022408344,"VLAVA, s.r.o.",Košice - mestská časť Sever,Dobšinského 1,4001,31/07/2017,22/06/2007,FALSE,SUSR,17/05/2016 22:19,01/08/2017 08:05,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,Výroba cukru,Manufacture of sugar,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10820,112,598151,802,8,1660792,50535161,2120362673,AURUM s.r.o.,Košice - mestská časť Sever,Obrancov mieru 27,4001,05/02/2019,07/10/2016,FALSE,SUSR,10/11/2016 02:16,06/02/2019 03:05,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Spol. s r. o.,Limited liability comp.,"Výroba kakaa,čokolády","Manuf.of cocoa,chochol.",nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10920,101,598151,802,8,306037,14348314,1020630402,Jaroslav Tobeš SERVOMILK,Košice - mestská časť Sever,Čárskeho 12,4001,14/02/2018,01/04/1991,FALSE,SUSR,17/05/2016 20:54,15/02/2018 02:15,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Živnostník,Entrepreneur,Výroba krmív dom.zvierat,Man.of prepar.pet foods,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Košice,Manufacture of prepared animal feeds,C10.9,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,1,10910,101,598151,802,8,723573,17091071,1030764823,Monika Višňovská,Košice - mestská časť Sever,Kisdyho 17,4001,31/07/2017,02/07/2008,FALSE,SUSR,17/05/2016 21:01,01/08/2017 13:24,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice I,Košice I,Košice-Sever,Košice-Sever,Živnostník,Entrepreneur,Výroba krmív hosp.zvier.,Man.of feeds for farm.an,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Košice,Manufacture of prepared animal feeds,C10.9,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10890,112,599093,805,8,1910800,53059409,NULL,"Themesis Group, s.r.o.",Košice - mestská časť Barca,Borodáčova 1334/5,4017,09/06/2020,06/05/2020,FALSE,SUSR,10/06/2020 02:13,10/06/2020 02:13,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice IV,Košice IV,Košice-Barca,Košice-Barca,Spol. s r. o.,Limited liability comp.,Výroba ost.potrav.výr.,Manuf.of oth.food pr.nec,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
micro,2,0,10890,112,599093,805,8,1673277,50622676,2120400568,"WRI services, s. r. o.",Košice - mestská časť Barca,Abovská 44,4017,30/10/2020,14/12/2016,FALSE,SUSR,10/02/2017 08:38,31/10/2020 06:16,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice IV,Košice IV,Košice-Barca,Košice-Barca,Spol. s r. o.,Limited liability comp.,Výroba ost.potrav.výr.,Manuf.of oth.food pr.nec,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Košice,Manufacture of other food products,C10.8,C10,Manufacture of food products,C,Manufacturing,NULL,NULL,NULL,NULL
