nam,objectid,min,nm4,status_en,further_use_en,poznamka,geom
not_labeled,2123,404.788122,Zemplínske Jastrabie,"modified (overlay, landscaping, etc.)",reclamation,"Na skládke KO boli realizované rekultivačné práce, ktoré pozostávali z vyrovnania a zhutnenia skládkovaného telesa, izolácie proti zrážkovým vodám. Skládka má vybudovaný monitorovací sysém a plynové studne. Monitoring sa vykonáva raz",0104000020E6100000010000000101000000D0D021D887C83540E0D513AC9D414840
not_labeled,2170,7.68058099,Blažice,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,0104000020E6100000010000000101000000C0039A47FF6A354000E350944B554840
not_labeled,2171,106.6182975,Blažice,abandoned landfill without overburden (illegal landfill),n/a,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,0104000020E6100000010000000101000000C0B8DF04D36735409846C5324F554840
not_labeled,2176,871.3837448,Kalša,abandoned landfill without overburden (illegal landfill),n/a,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,0104000020E6100000010000000101000000C08C1A9AD28535405062C0C7DD4E4840
not_labeled,2190,642.4150634,Sady nad Torysou,abandoned landfill without overburden (illegal landfill),n/a,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,0104000020E61000000100000001010000005032C8834B54354028174108AD5A4840
not_labeled,2199,22.4569335,Černochov,abandoned landfill without overburden (illegal landfill),reclamation,Stará neriadená skládka.,0104000020E6100000010000000101000000A0C8A1F26DBB3540101E5FA8A7374840
not_labeled,2201,325.8839513,Brehov,"modified (overlay, landscaping, etc.)",reclamation,"Od 31.7.2000 - uzavretá, upravená. Rekultivacia nie je dokončená. Monitorovaná raz za 3 mesiace. Predmetná skládka je situovaná do lomu andezitového telesa Jastrabská hôrka. (Skládka vznikla v r.1960 - zdroj SAŽP).",0104000020E610000001000000010100000070C390582FCC354090789B6C80404840
not_labeled,2202,275.5353824,Brehov,terminated operation of landfill,reclamation/further use,Skládka bola prevádzkovaná na nie nebezpečný odpad. Skládka sa monitoruje raz za 3 mesiace a rekultivuje.,0104000020E610000001000000010100000000826DFCBDCF3540F048E92A813D4840
not_labeled,2244,88.11342118,Slanec,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,0104000020E6100000010000000101000000600BDABBF17D354098F051DAF6514840
not_labeled,2245,156.9060388,Slanec,abandoned landfill without overburden (illegal landfill),n/a,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,0104000020E6100000010000000101000000F0D045EA0D7A3540B8F9D3D4DF504840
not_labeled,2246,190.6074455,Slanec,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,0104000020E610000001000000010100000090246CA57B7B354048C3CC25B2514840
not_labeled,2369,880.4998844,Stanča,abandoned landfill without overburden (illegal landfill),n/a,Stará neriadená skládka.,0104000020E6100000010000000101000000A0830CF63CA43540E89615DEF3474840
not_labeled,2371,645.6620864,Zemplín,"modified (overlay, landscaping, etc.)",reclamation,Skláídka KO bola rekultivovaná v roku 2007 podľa vypracovaného Projektu. Skládka má vybudované 2 plynové studne a monitorovací sysrém. Monitoring sa vykonáva raz za 3 roky. V okolí skládky sa nachádza poľnohospodársky obrábaná pôda.,0104000020E610000001000000010100000080FFD8BEDCCD3540D8609EBEB3384840
not_labeled,2422,271.0616529,Nižný Žipov,abandoned landfill without overburden (illegal landfill),n/a,Stará neriadená skládka.,0104000020E6100000010000000101000000F06416922D9F3540508950B1D9494840
not_labeled,2477,789.1937424,Cejkov,abandoned landfill without overburden (illegal landfill),reclamation,Stará neriadená skládka. Skládka KO vznikla v roku 1970. V minulosti sa na skládku vyvážal odpad z obce. V súčastnosti je skládka ohradená. Sančné práce sú v štádiu prípravy.,0104000020E6100000010000000101000000502B386821C43540F04ED8C7C83B4840
not_labeled,2817,726.0610775,Kazimír,abandoned landfill without overburden (illegal landfill),n/a,Stará neriadená skládka.,0104000020E610000001000000010100000020AC98B423943540281FEEFCF8424840
not_labeled,2824,605.0123736,Viničky,"modified (overlay, landscaping, etc.)",reclamation,"Skládka KO vznikla v roku 1995 a bola prevádzkovaná za osobitných podmienok do roku 1992. Skládka slúžila pre skládkovanie odpadov obce Viničky. Rekultivačné práce boli vykonané podľa Projektu v roku 2005, ktorý dala vypracovať obec Vini",0104000020E61000000100000001010000008031DFC407C13540D07A59C97D334840
not_labeled,2881,491.7256706,Somotor,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka.,0104000020E6100000010000000101000000903F046EC0D03540A0886D4125364840
not_labeled,2903,144.2158584,Trebišov,abandoned landfill without overburden (illegal landfill),reclamation,Stará neriadená skládka.,0104000020E6100000010000000101000000D05C1006A8BC3540B0C4D045DE4C4840
not_labeled,3025,66.40786633,Skároš,abandoned landfill without overburden (illegal landfill),n/a,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,0104000020E6100000010000000101000000F0B065E09D623540706ACBE6554A4840
not_labeled,3132,598.6825337,Streda nad Bodrogom,"modified (overlay, landscaping, etc.)",n/a,Čiastočne alebo úplne rekultivovaná.,0104000020E6100000010000000101000000A0D6A9694CC23540D8AAC2AB14314840
not_labeled,3133,154.0209794,Streda nad Bodrogom,"modified (overlay, landscaping, etc.)",n/a,Čiastočne alebo úplne rekultivovaná.,0104000020E610000001000000010100000040425E606DC13540A80F785B87304840
not_labeled,3312,52.68752241,Streda nad Bodrogom,"modified (overlay, landscaping, etc.)",n/a,Čiastočne alebo úplne rekultivovaná.,0104000020E61000000100000001010000001087C143EBC0354000C1A6525C304840
not_labeled,3313,985.7484931,Streda nad Bodrogom,"modified (overlay, landscaping, etc.)",n/a,Skládka KO čiastočne alebo úplne rekultivovaná. Skládka vznikla v roku 1970 a bola prevádzkovaná za osobitných podmienok do roku 1992. V okolí skládky sa nachádza poľnohospodársky využívaná pôda.,0104000020E6100000010000000101000000C068CC54A3C83540603D69D9C12F4840
not_labeled,3426,163.1019859,Streda nad Bodrogom,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka.,0104000020E610000001000000010100000050A7DA20F3C53540186089EE362F4840
not_labeled,3585,506.6351972,Slovenské Nové Mesto,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka.,0104000020E610000001000000010100000090258B5901B2354010693DB18B374840
not_labeled,3592,380.7803019,Kuzmice,abandoned landfill without overburden (illegal landfill),reclamation,Stará neriadená skládka.,0104000020E610000001000000010100000030084E85119335401056241244494840
not_labeled,3667,541.3321061,Slivník,abandoned landfill without overburden (illegal landfill),n/a,Stará neriadená skládka.,0104000020E6100000010000000101000000608DE6474A8E35401823AA0EFE4B4840
not_labeled,3668,387.2338788,Slivník,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka.,0104000020E6100000010000000101000000D0B334BF3391354090855AD33C4C4840
not_labeled,3837,853.0233944,Rad,abandoned landfill without overburden (illegal landfill),reclamation,Stará neriadená skládka.,0104000020E6100000010000000101000000501F1AEDA3DC3540E818D900F2374840
not_labeled,4887,247.3853667,Košice-Sídlisko Ťahanovce,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka.,0104000020E6100000010000000101000000908BDDF7D5443540401E854EBC614840
not_labeled,4921,999.002259,Košice-Košická Nová Ves,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka.,0104000020E6100000010000000101000000E0A2FF64DA4F3540F8A09357075E4840
not_labeled,4923,544.4648501,Košice-Košická Nová Ves,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka.,0104000020E610000001000000010100000000515C07674E3540385BFAB6315D4840
not_labeled,5447,981.0237655,Košice-Košická Nová Ves,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka.,0104000020E61000000100000001010000005026F9746950354008C4A2916B5B4840
not_labeled,6343,87.39116019,Košice-Staré Mesto,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka.,0104000020E6100000010000000101000000000C046E4E453540F8C904A85B5D4840
not_labeled,6898,412.9573332,Košice-Sever,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka - ponechaná. V roku 2020 neboli zaznamenané zmeny.,0104000020E610000001000000010100000010ED21C32524354040C3083F03644840
not_labeled,7487,109.0226851,Košice-Sever,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka.,0104000020E6100000010000000101000000B098B3D9393D354020DC34885F5F4840
not_labeled,7607,266.9712531,Košice-Sever,abandoned landfill without overburden (illegal landfill),reclamation,Stará neriadená skládka.,0104000020E6100000010000000101000000C05F57F6D1293540E0CE2A4588634840
not_labeled,8384,523.9290483,Košice-Ťahanovce,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka.,0104000020E6100000010000000101000000E0B978CB9742354090C199EB76604840
not_labeled,8385,701.9678251,Košice-Ťahanovce,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka.,0104000020E6100000010000000101000000C01A824B16423540203805D151604840
not_labeled,8386,715.3598864,Košice-Ťahanovce,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka.,0104000020E6100000010000000101000000A04BCEE9AF42354088DD1CC038604840
not_labeled,8430,3.43678055,Košice-Šaca,abandoned landfill without overburden (illegal landfill),disposal,Stará neriadená skládka.,0104000020E610000001000000010100000050869DDBE4283540A0506E991B524840
