nace_root_code,nace_root_name,municipality_id,district_id,region_id,municipality,district_name,region_name,tvc_network,zemp_geopark,se,nw,n,min_emp,max_emp
K,Financial and insurance activities,518140,806,8,Nižná Hutka,Košice - okolie,Košický kraj,False,False,True,NULL,2,2,2
K,Financial and insurance activities,521736,806,8,Nižná Myšľa,Košice - okolie,Košický kraj,False,False,True,NULL,3,3,3
K,Financial and insurance activities,521817,806,8,Obišovce,Košice - okolie,Košický kraj,False,False,NULL,True,3,3,3
K,Financial and insurance activities,521825,806,8,Olšovany,Košice - okolie,Košický kraj,False,False,True,NULL,2,2,2
K,Financial and insurance activities,521906,806,8,Rákoš,Košice - okolie,Košický kraj,False,False,True,NULL,2,2,2
K,Financial and insurance activities,521957,806,8,Ruskov,Košice - okolie,Košický kraj,False,False,True,NULL,4,4,4
K,Financial and insurance activities,521965,806,8,Sady nad Torysou,Košice - okolie,Košický kraj,False,False,True,NULL,9,9,9
K,Financial and insurance activities,521973,806,8,Seňa,Košice - okolie,Košický kraj,False,False,True,NULL,8,7,7
K,Financial and insurance activities,521981,806,8,Skároš,Košice - okolie,Košický kraj,False,False,True,NULL,4,4,4
K,Financial and insurance activities,522007,806,8,Slanec,Košice - okolie,Košický kraj,False,False,True,NULL,5,5,5
K,Financial and insurance activities,522023,806,8,Slanské Nové Mesto,Košice - okolie,Košický kraj,False,False,True,NULL,2,2,2
K,Financial and insurance activities,522031,806,8,Sokoľ,Košice - okolie,Košický kraj,False,False,NULL,True,3,3,3
K,Financial and insurance activities,559865,806,8,Sokoľany,Košice - okolie,Košický kraj,False,False,True,NULL,4,4,4
K,Financial and insurance activities,522082,806,8,Trebejov,Košice - okolie,Košický kraj,False,False,NULL,True,2,2,2
K,Financial and insurance activities,522104,806,8,Trstené pri Hornáde,Košice - okolie,Košický kraj,False,False,True,NULL,7,7,7
K,Financial and insurance activities,522139,806,8,Valaliky,Košice - okolie,Košický kraj,False,False,True,NULL,14,14,14
K,Financial and insurance activities,522171,806,8,Vyšná Hutka,Košice - okolie,Košický kraj,False,False,True,NULL,2,2,2
K,Financial and insurance activities,522198,806,8,Vyšná Myšľa,Košice - okolie,Košický kraj,False,False,True,NULL,4,4,4
K,Financial and insurance activities,522201,806,8,Vyšný Čaj,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
K,Financial and insurance activities,522261,806,8,Ždaňa,Košice - okolie,Košický kraj,False,False,True,NULL,3,3,3
K,Financial and insurance activities,528129,811,8,Bara,Trebišov,Košický kraj,True,True,True,NULL,3,3,3
K,Financial and insurance activities,528170,811,8,Borša,Trebišov,Košický kraj,True,True,True,NULL,5,5,5
K,Financial and insurance activities,528200,811,8,Brehov,Trebišov,Košický kraj,False,True,True,NULL,4,4,4
K,Financial and insurance activities,528218,811,8,Brezina,Trebišov,Košický kraj,False,True,True,NULL,1,1,1
K,Financial and insurance activities,528226,811,8,Byšta,Trebišov,Košický kraj,False,True,True,NULL,1,1,1
K,Financial and insurance activities,528234,811,8,Cejkov,Trebišov,Košický kraj,False,True,True,NULL,3,3,3
K,Financial and insurance activities,528242,811,8,Čeľovce,Trebišov,Košický kraj,False,False,True,NULL,3,3,3
K,Financial and insurance activities,528251,811,8,Čerhov,Trebišov,Košický kraj,True,True,True,NULL,4,4,4
K,Financial and insurance activities,528358,811,8,Egreš,Trebišov,Košický kraj,False,False,True,NULL,1,1,1
K,Financial and insurance activities,528366,811,8,Hraň,Trebišov,Košický kraj,False,True,True,NULL,2,2,2
K,Financial and insurance activities,528374,811,8,Hrčeľ,Trebišov,Košický kraj,False,True,True,NULL,4,4,4
K,Financial and insurance activities,528421,811,8,Kazimír,Trebišov,Košický kraj,False,True,True,NULL,4,4,4
K,Financial and insurance activities,528471,811,8,Kuzmice,Trebišov,Košický kraj,False,False,True,NULL,4,4,4
K,Financial and insurance activities,528480,811,8,Kysta,Trebišov,Košický kraj,False,True,True,NULL,1,1,1
K,Financial and insurance activities,528498,811,8,Ladmovce,Trebišov,Košický kraj,True,True,True,NULL,1,1,1
K,Financial and insurance activities,528528,811,8,Luhyňa,Trebišov,Košický kraj,False,True,True,NULL,1,1,1
K,Financial and insurance activities,513792,811,8,Malá Tŕňa,Trebišov,Košický kraj,True,True,True,NULL,1,1,1
K,Financial and insurance activities,528587,811,8,Michaľany,Trebišov,Košický kraj,False,True,True,NULL,3,3,3
K,Financial and insurance activities,528609,811,8,Nižný Žipov,Trebišov,Košický kraj,False,False,True,NULL,1,1,1
K,Financial and insurance activities,528617,811,8,Novosad,Trebišov,Košický kraj,False,True,True,NULL,6,6,6
K,Financial and insurance activities,528641,811,8,Plechotice,Trebišov,Košický kraj,False,False,True,NULL,1,1,1
K,Financial and insurance activities,528706,811,8,Rad,Trebišov,Košický kraj,False,False,True,NULL,1,1,1
K,Financial and insurance activities,543748,811,8,Slivník,Trebišov,Košický kraj,False,False,True,NULL,2,2,2
K,Financial and insurance activities,543756,811,8,Slovenské Nové Mesto,Trebišov,Košický kraj,True,True,True,NULL,2,2,2
K,Financial and insurance activities,543772,811,8,Somotor,Trebišov,Košický kraj,False,True,True,NULL,6,6,6
K,Financial and insurance activities,513849,811,8,Stanča,Trebišov,Košický kraj,False,False,True,NULL,1,1,1
K,Financial and insurance activities,543802,811,8,Streda nad Bodrogom,Trebišov,Košický kraj,False,True,True,NULL,3,4,4
K,Financial and insurance activities,528153,811,8,Svätá Mária,Trebišov,Košický kraj,False,False,True,NULL,1,1,1
K,Financial and insurance activities,528099,811,8,Trebišov,Trebišov,Košický kraj,NULL,NULL,NULL,NULL,87,86,86
K,Financial and insurance activities,543845,811,8,Veľaty,Trebišov,Košický kraj,False,True,True,NULL,4,4,4
K,Financial and insurance activities,543918,811,8,Veľký Kamenec,Trebišov,Košický kraj,False,True,True,NULL,2,2,2
K,Financial and insurance activities,544001,811,8,Zemplínska Nová Ves,Trebišov,Košický kraj,False,False,True,NULL,7,7,7
K,Financial and insurance activities,544019,811,8,Zemplínska Teplica,Trebišov,Košický kraj,False,False,True,NULL,8,8,8
K,Financial and insurance activities,544027,811,8,Zemplínske Hradište,Trebišov,Košický kraj,False,False,True,NULL,1,1,1
K,Financial and insurance activities,544035,811,8,Zemplínske Jastrabie,Trebišov,Košický kraj,False,True,True,NULL,2,2,2
L,Real estate activities,581704,406,4,Kuzmice,Topoľčany,Nitriansky kraj,False,False,True,NULL,1,0,0
L,Real estate activities,599891,802,8,Košice-Džungľa,Košice I,Košický kraj,NULL,NULL,NULL,NULL,5,1,1
L,Real estate activities,598119,802,8,Košice-Kavečany,Košice I,Košický kraj,NULL,NULL,NULL,NULL,2,2,2
L,Real estate activities,598151,802,8,Košice-Sever,Košice I,Košický kraj,NULL,NULL,NULL,NULL,203,150,222
L,Real estate activities,598186,802,8,Košice-Staré Mesto,Košice I,Košický kraj,NULL,NULL,NULL,NULL,474,379,569
L,Real estate activities,598127,802,8,Košice-Ťahanovce,Košice I,Košický kraj,NULL,NULL,NULL,NULL,9,10,14
L,Real estate activities,598194,803,8,Košice-Lorinčík,Košice II,Košický kraj,NULL,NULL,NULL,NULL,3,0,0
L,Real estate activities,598216,803,8,Košice-Myslava,Košice II,Košický kraj,NULL,NULL,NULL,NULL,14,4,4
L,Real estate activities,598208,803,8,Košice-Pereš,Košice II,Košický kraj,NULL,NULL,NULL,NULL,13,8,8
L,Real estate activities,599859,803,8,Košice-Poľov,Košice II,Košický kraj,NULL,NULL,NULL,NULL,1,1,1
L,Real estate activities,599841,803,8,Košice-Šaca,Košice II,Košický kraj,NULL,NULL,NULL,NULL,17,24,41
L,Real estate activities,599883,803,8,Košice-Sídlisko KVP,Košice II,Košický kraj,NULL,NULL,NULL,NULL,66,32,42
L,Real estate activities,598224,803,8,Košice-Západ,Košice II,Košický kraj,NULL,NULL,NULL,NULL,241,186,301
L,Real estate activities,599093,805,8,Košice-Barca,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,38,37,48
L,Real estate activities,599824,805,8,Košice-Juh,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,363,425,703
L,Real estate activities,599794,805,8,Košice-Krásna,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,23,18,23
L,Real estate activities,599816,805,8,Košice-Nad jazerom,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,82,31,41
L,Real estate activities,599786,805,8,Košice-Šebastovce,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,2,0,0
L,Real estate activities,599913,805,8,Košice-Vyšné Opátske,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,16,156,205
L,Real estate activities,521205,806,8,Bohdanovce,Košice - okolie,Košický kraj,False,False,True,NULL,4,0,0
L,Real estate activities,521299,806,8,Čaňa,Košice - okolie,Košický kraj,False,False,True,NULL,13,5,5
L,Real estate activities,521345,806,8,Družstevná pri Hornáde,Košice - okolie,Košický kraj,False,False,NULL,True,5,1,1
L,Real estate activities,521370,806,8,Geča,Košice - okolie,Košický kraj,False,False,True,NULL,1,0,0
L,Real estate activities,521388,806,8,Gyňov,Košice - okolie,Košický kraj,False,False,True,NULL,1,0,0
L,Real estate activities,521400,806,8,Haniska,Košice - okolie,Košický kraj,False,False,True,NULL,3,1,1
L,Real estate activities,521507,806,8,Kalša,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
L,Real estate activities,521558,806,8,Kokšov-Bakša,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
L,Real estate activities,521582,806,8,Košická Polianka,Košice - okolie,Košický kraj,False,False,True,NULL,4,1,1
L,Real estate activities,582514,806,8,Kostoľany nad Hornádom,Košice - okolie,Košický kraj,False,False,NULL,True,6,1,1
L,Real estate activities,521639,806,8,Kysak,Košice - okolie,Košický kraj,False,False,NULL,True,11,5,6
L,Real estate activities,580252,806,8,Milhosť,Košice - okolie,Košický kraj,False,False,True,NULL,1,0,0
L,Real estate activities,518140,806,8,Nižná Hutka,Košice - okolie,Košický kraj,False,False,True,NULL,1,0,0
L,Real estate activities,521736,806,8,Nižná Myšľa,Košice - okolie,Košický kraj,False,False,True,NULL,3,0,0
L,Real estate activities,521825,806,8,Olšovany,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
L,Real estate activities,521957,806,8,Ruskov,Košice - okolie,Košický kraj,False,False,True,NULL,5,1,1
L,Real estate activities,521965,806,8,Sady nad Torysou,Košice - okolie,Košický kraj,False,False,True,NULL,3,1,1
L,Real estate activities,521973,806,8,Seňa,Košice - okolie,Košický kraj,False,False,True,NULL,3,0,0
L,Real estate activities,521981,806,8,Skároš,Košice - okolie,Košický kraj,False,False,True,NULL,1,0,0
L,Real estate activities,522007,806,8,Slanec,Košice - okolie,Košický kraj,False,False,True,NULL,6,1,1
L,Real estate activities,522023,806,8,Slanské Nové Mesto,Košice - okolie,Košický kraj,False,False,True,NULL,1,0,0
L,Real estate activities,522031,806,8,Sokoľ,Košice - okolie,Košický kraj,False,False,NULL,True,1,0,0
L,Real estate activities,522082,806,8,Trebejov,Košice - okolie,Košický kraj,False,False,NULL,True,2,1,1
L,Real estate activities,522104,806,8,Trstené pri Hornáde,Košice - okolie,Košický kraj,False,False,True,NULL,1,0,0
L,Real estate activities,522139,806,8,Valaliky,Košice - okolie,Košický kraj,False,False,True,NULL,8,0,0
L,Real estate activities,522171,806,8,Vyšná Hutka,Košice - okolie,Košický kraj,False,False,True,NULL,3,3,3
L,Real estate activities,522201,806,8,Vyšný Čaj,Košice - okolie,Košický kraj,False,False,True,NULL,1,2,2
L,Real estate activities,522261,806,8,Ždaňa,Košice - okolie,Košický kraj,False,False,True,NULL,5,1,1
L,Real estate activities,528129,811,8,Bara,Trebišov,Košický kraj,True,True,True,NULL,2,2,2
L,Real estate activities,528170,811,8,Borša,Trebišov,Košický kraj,True,True,True,NULL,9,0,0
L,Real estate activities,528234,811,8,Cejkov,Trebišov,Košický kraj,False,True,True,NULL,1,1,1
L,Real estate activities,528251,811,8,Čerhov,Trebišov,Košický kraj,True,True,True,NULL,1,0,0
L,Real estate activities,528366,811,8,Hraň,Trebišov,Košický kraj,False,True,True,NULL,1,0,0
L,Real estate activities,528480,811,8,Kysta,Trebišov,Košický kraj,False,True,True,NULL,2,0,0
L,Real estate activities,513792,811,8,Malá Tŕňa,Trebišov,Košický kraj,True,True,True,NULL,1,0,0
L,Real estate activities,528587,811,8,Michaľany,Trebišov,Košický kraj,False,True,True,NULL,4,1,1
L,Real estate activities,528609,811,8,Nižný Žipov,Trebišov,Košický kraj,False,False,True,NULL,1,0,0
L,Real estate activities,528617,811,8,Novosad,Trebišov,Košický kraj,False,True,True,NULL,3,0,0
L,Real estate activities,528641,811,8,Plechotice,Trebišov,Košický kraj,False,False,True,NULL,1,0,0
L,Real estate activities,528706,811,8,Rad,Trebišov,Košický kraj,False,False,True,NULL,2,0,0
L,Real estate activities,543756,811,8,Slovenské Nové Mesto,Trebišov,Košický kraj,True,True,True,NULL,2,1,1
L,Real estate activities,543772,811,8,Somotor,Trebišov,Košický kraj,False,True,True,NULL,4,0,0
L,Real estate activities,543802,811,8,Streda nad Bodrogom,Trebišov,Košický kraj,False,True,True,NULL,6,6,7
L,Real estate activities,528153,811,8,Svätá Mária,Trebišov,Košický kraj,False,False,True,NULL,2,0,0
L,Real estate activities,528099,811,8,Trebišov,Trebišov,Košický kraj,NULL,NULL,NULL,NULL,60,70,122
L,Real estate activities,543845,811,8,Veľaty,Trebišov,Košický kraj,False,True,True,NULL,1,0,0
L,Real estate activities,543926,811,8,Viničky,Trebišov,Košický kraj,True,True,True,NULL,1,0,0
L,Real estate activities,544019,811,8,Zemplínska Teplica,Trebišov,Košický kraj,False,False,True,NULL,11,6,10
L,Real estate activities,544027,811,8,Zemplínske Hradište,Trebišov,Košický kraj,False,False,True,NULL,1,1,1
M,"Professional, scientific and technical activities",581704,406,4,Kuzmice,Topoľčany,Nitriansky kraj,False,False,True,NULL,8,10,11
M,"Professional, scientific and technical activities",599891,802,8,Košice-Džungľa,Košice I,Košický kraj,NULL,NULL,NULL,NULL,11,18,24
M,"Professional, scientific and technical activities",598119,802,8,Košice-Kavečany,Košice I,Košický kraj,NULL,NULL,NULL,NULL,23,24,29
M,"Professional, scientific and technical activities",598151,802,8,Košice-Sever,Košice I,Košický kraj,NULL,NULL,NULL,NULL,674,891,1170
M,"Professional, scientific and technical activities",598186,802,8,Košice-Staré Mesto,Košice I,Košický kraj,NULL,NULL,NULL,NULL,1338,2111,3239
M,"Professional, scientific and technical activities",598127,802,8,Košice-Ťahanovce,Košice I,Košický kraj,NULL,NULL,NULL,NULL,32,22,22
M,"Professional, scientific and technical activities",598194,803,8,Košice-Lorinčík,Košice II,Košický kraj,NULL,NULL,NULL,NULL,17,13,14
M,"Professional, scientific and technical activities",599972,803,8,Košice-Luník IX,Košice II,Košický kraj,NULL,NULL,NULL,NULL,2,1,1
M,"Professional, scientific and technical activities",598216,803,8,Košice-Myslava,Košice II,Košický kraj,NULL,NULL,NULL,NULL,59,63,75
M,"Professional, scientific and technical activities",598208,803,8,Košice-Pereš,Košice II,Košický kraj,NULL,NULL,NULL,NULL,48,35,36
M,"Professional, scientific and technical activities",599859,803,8,Košice-Poľov,Košice II,Košický kraj,NULL,NULL,NULL,NULL,6,4,4
M,"Professional, scientific and technical activities",599841,803,8,Košice-Šaca,Košice II,Košický kraj,NULL,NULL,NULL,NULL,51,219,348
M,"Professional, scientific and technical activities",599883,803,8,Košice-Sídlisko KVP,Košice II,Košický kraj,NULL,NULL,NULL,NULL,459,392,419
M,"Professional, scientific and technical activities",598224,803,8,Košice-Západ,Košice II,Košický kraj,NULL,NULL,NULL,NULL,790,800,984
M,"Professional, scientific and technical activities",599093,805,8,Košice-Barca,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,96,125,171
M,"Professional, scientific and technical activities",599824,805,8,Košice-Juh,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,1090,1305,1740
M,"Professional, scientific and technical activities",599794,805,8,Košice-Krásna,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,76,66,70
M,"Professional, scientific and technical activities",599816,805,8,Košice-Nad jazerom,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,301,297,354
M,"Professional, scientific and technical activities",599786,805,8,Košice-Šebastovce,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,4,11,20
M,"Professional, scientific and technical activities",599913,805,8,Košice-Vyšné Opátske,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,65,56,59
M,"Professional, scientific and technical activities",521167,806,8,Belža,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
M,"Professional, scientific and technical activities",521191,806,8,Blažice,Košice - okolie,Košický kraj,False,False,True,NULL,1,0,0
M,"Professional, scientific and technical activities",559831,806,8,Bočiar,Košice - okolie,Košický kraj,False,False,True,NULL,4,4,4
M,"Professional, scientific and technical activities",521205,806,8,Bohdanovce,Košice - okolie,Košický kraj,False,False,True,NULL,12,13,14
M,"Professional, scientific and technical activities",521299,806,8,Čaňa,Košice - okolie,Košický kraj,False,False,True,NULL,31,23,23
M,"Professional, scientific and technical activities",521345,806,8,Družstevná pri Hornáde,Košice - okolie,Košický kraj,False,False,NULL,True,18,13,13
M,"Professional, scientific and technical activities",521370,806,8,Geča,Košice - okolie,Košický kraj,False,False,True,NULL,10,9,9
M,"Professional, scientific and technical activities",521388,806,8,Gyňov,Košice - okolie,Košický kraj,False,False,True,NULL,9,7,7
M,"Professional, scientific and technical activities",521400,806,8,Haniska,Košice - okolie,Košický kraj,False,False,True,NULL,17,12,12
M,"Professional, scientific and technical activities",521507,806,8,Kalša,Košice - okolie,Košický kraj,False,False,True,NULL,6,6,6
M,"Professional, scientific and technical activities",559687,806,8,Kechnec,Košice - okolie,Košický kraj,False,False,True,NULL,8,6,6
M,"Professional, scientific and technical activities",521558,806,8,Kokšov-Bakša,Košice - okolie,Košický kraj,False,False,True,NULL,13,12,12
M,"Professional, scientific and technical activities",521582,806,8,Košická Polianka,Košice - okolie,Košický kraj,False,False,True,NULL,9,8,8
M,"Professional, scientific and technical activities",582514,806,8,Kostoľany nad Hornádom,Košice - okolie,Košický kraj,False,False,NULL,True,8,8,8
M,"Professional, scientific and technical activities",521639,806,8,Kysak,Košice - okolie,Košický kraj,False,False,NULL,True,12,8,8
M,"Professional, scientific and technical activities",521663,806,8,Malá Lodina,Košice - okolie,Košický kraj,False,False,NULL,True,2,2,2
M,"Professional, scientific and technical activities",580252,806,8,Milhosť,Košice - okolie,Košický kraj,False,False,True,NULL,2,2,2
M,"Professional, scientific and technical activities",518140,806,8,Nižná Hutka,Košice - okolie,Košický kraj,False,False,True,NULL,6,4,5
M,"Professional, scientific and technical activities",521736,806,8,Nižná Myšľa,Košice - okolie,Košický kraj,False,False,True,NULL,10,9,9
M,"Professional, scientific and technical activities",521744,806,8,Nižný Čaj,Košice - okolie,Košický kraj,False,False,True,NULL,5,3,3
M,"Professional, scientific and technical activities",521809,806,8,Nový Salaš,Košice - okolie,Košický kraj,False,False,True,NULL,3,3,3
M,"Professional, scientific and technical activities",521817,806,8,Obišovce,Košice - okolie,Košický kraj,False,False,NULL,True,4,4,4
M,"Professional, scientific and technical activities",521906,806,8,Rákoš,Košice - okolie,Košický kraj,False,False,True,NULL,2,3,3
M,"Professional, scientific and technical activities",521957,806,8,Ruskov,Košice - okolie,Košický kraj,False,False,True,NULL,17,18,18
M,"Professional, scientific and technical activities",521965,806,8,Sady nad Torysou,Košice - okolie,Košický kraj,False,False,True,NULL,18,18,19
M,"Professional, scientific and technical activities",521973,806,8,Seňa,Košice - okolie,Košický kraj,False,False,True,NULL,11,13,15
M,"Professional, scientific and technical activities",521981,806,8,Skároš,Košice - okolie,Košický kraj,False,False,True,NULL,4,5,6
M,"Professional, scientific and technical activities",518115,806,8,Slančík,Košice - okolie,Košický kraj,False,False,True,NULL,1,1,1
M,"Professional, scientific and technical activities",522007,806,8,Slanec,Košice - okolie,Košický kraj,False,False,True,NULL,10,14,23
M,"Professional, scientific and technical activities",522015,806,8,Slanská Huta,Košice - okolie,Košický kraj,False,False,True,NULL,2,2,2
M,"Professional, scientific and technical activities",522023,806,8,Slanské Nové Mesto,Košice - okolie,Košický kraj,False,False,True,NULL,2,12,21
M,"Professional, scientific and technical activities",522031,806,8,Sokoľ,Košice - okolie,Košický kraj,False,False,NULL,True,11,11,12
M,"Professional, scientific and technical activities",559865,806,8,Sokoľany,Košice - okolie,Košický kraj,False,False,True,NULL,6,4,4
M,"Professional, scientific and technical activities",522082,806,8,Trebejov,Košice - okolie,Košický kraj,False,False,NULL,True,5,7,8
M,"Professional, scientific and technical activities",522104,806,8,Trstené pri Hornáde,Košice - okolie,Košický kraj,False,False,True,NULL,5,3,3
M,"Professional, scientific and technical activities",522139,806,8,Valaliky,Košice - okolie,Košický kraj,False,False,True,NULL,37,30,30
M,"Professional, scientific and technical activities",522171,806,8,Vyšná Hutka,Košice - okolie,Košický kraj,False,False,True,NULL,4,4,4
M,"Professional, scientific and technical activities",522198,806,8,Vyšná Myšľa,Košice - okolie,Košický kraj,False,False,True,NULL,9,5,5
M,"Professional, scientific and technical activities",522201,806,8,Vyšný Čaj,Košice - okolie,Košický kraj,False,False,True,NULL,2,2,2
M,"Professional, scientific and technical activities",522261,806,8,Ždaňa,Košice - okolie,Košický kraj,False,False,True,NULL,11,14,19
M,"Professional, scientific and technical activities",528129,811,8,Bara,Trebišov,Košický kraj,True,True,True,NULL,1,1,1
M,"Professional, scientific and technical activities",528170,811,8,Borša,Trebišov,Košický kraj,True,True,True,NULL,3,2,2
M,"Professional, scientific and technical activities",528200,811,8,Brehov,Trebišov,Košický kraj,False,True,True,NULL,2,1,1
M,"Professional, scientific and technical activities",528218,811,8,Brezina,Trebišov,Košický kraj,False,True,True,NULL,3,3,3
M,"Professional, scientific and technical activities",528226,811,8,Byšta,Trebišov,Košický kraj,False,True,True,NULL,3,3,3
M,"Professional, scientific and technical activities",528234,811,8,Cejkov,Trebišov,Košický kraj,False,True,True,NULL,5,5,5
M,"Professional, scientific and technical activities",528251,811,8,Čerhov,Trebišov,Košický kraj,True,True,True,NULL,1,1,1
M,"Professional, scientific and technical activities",528269,811,8,Černochov,Trebišov,Košický kraj,True,True,True,NULL,2,0,0
M,"Professional, scientific and technical activities",528366,811,8,Hraň,Trebišov,Košický kraj,False,True,True,NULL,5,5,5
M,"Professional, scientific and technical activities",528374,811,8,Hrčeľ,Trebišov,Košický kraj,False,True,True,NULL,4,4,4
M,"Professional, scientific and technical activities",528412,811,8,Kašov,Trebišov,Košický kraj,False,True,True,NULL,1,1,1
M,"Professional, scientific and technical activities",528421,811,8,Kazimír,Trebišov,Košický kraj,False,True,True,NULL,10,11,15
M,"Professional, scientific and technical activities",528471,811,8,Kuzmice,Trebišov,Košický kraj,False,False,True,NULL,8,7,7
M,"Professional, scientific and technical activities",528480,811,8,Kysta,Trebišov,Košický kraj,False,True,True,NULL,5,5,5
M,"Professional, scientific and technical activities",528498,811,8,Ladmovce,Trebišov,Košický kraj,True,True,True,NULL,1,5,9
M,"Professional, scientific and technical activities",528501,811,8,Lastovce,Trebišov,Košický kraj,False,False,True,NULL,5,5,5
M,"Professional, scientific and technical activities",528528,811,8,Luhyňa,Trebišov,Košický kraj,False,True,True,NULL,2,2,2
M,"Professional, scientific and technical activities",513792,811,8,Malá Tŕňa,Trebišov,Košický kraj,True,True,True,NULL,3,2,2
M,"Professional, scientific and technical activities",528587,811,8,Michaľany,Trebišov,Košický kraj,False,True,True,NULL,11,13,14
M,"Professional, scientific and technical activities",528609,811,8,Nižný Žipov,Trebišov,Košický kraj,False,False,True,NULL,3,3,3
M,"Professional, scientific and technical activities",528617,811,8,Novosad,Trebišov,Košický kraj,False,True,True,NULL,4,5,5
M,"Professional, scientific and technical activities",528641,811,8,Plechotice,Trebišov,Košický kraj,False,False,True,NULL,5,3,3
M,"Professional, scientific and technical activities",528706,811,8,Rad,Trebišov,Košický kraj,False,False,True,NULL,2,2,2
M,"Professional, scientific and technical activities",543730,811,8,Sirník,Trebišov,Košický kraj,False,True,True,NULL,1,1,1
M,"Professional, scientific and technical activities",543748,811,8,Slivník,Trebišov,Košický kraj,False,False,True,NULL,5,6,7
M,"Professional, scientific and technical activities",543756,811,8,Slovenské Nové Mesto,Trebišov,Košický kraj,True,True,True,NULL,10,6,6
M,"Professional, scientific and technical activities",543772,811,8,Somotor,Trebišov,Košický kraj,False,True,True,NULL,11,8,8
M,"Professional, scientific and technical activities",513849,811,8,Stanča,Trebišov,Košický kraj,False,False,True,NULL,1,0,0
M,"Professional, scientific and technical activities",543802,811,8,Streda nad Bodrogom,Trebišov,Košický kraj,False,True,True,NULL,14,13,14
M,"Professional, scientific and technical activities",528153,811,8,Svätá Mária,Trebišov,Košický kraj,False,False,True,NULL,2,2,2
M,"Professional, scientific and technical activities",528099,811,8,Trebišov,Trebišov,Košický kraj,NULL,NULL,NULL,NULL,273,310,374
M,"Professional, scientific and technical activities",543845,811,8,Veľaty,Trebišov,Košický kraj,False,True,True,NULL,9,8,8
M,"Professional, scientific and technical activities",513806,811,8,Veľká Tŕňa,Trebišov,Košický kraj,True,True,True,NULL,3,2,2
M,"Professional, scientific and technical activities",544001,811,8,Zemplínska Nová Ves,Trebišov,Košický kraj,False,False,True,NULL,1,1,1
M,"Professional, scientific and technical activities",544019,811,8,Zemplínska Teplica,Trebišov,Košický kraj,False,False,True,NULL,8,7,7
M,"Professional, scientific and technical activities",544027,811,8,Zemplínske Hradište,Trebišov,Košický kraj,False,False,True,NULL,10,9,9
M,"Professional, scientific and technical activities",544043,811,8,Zemplínsky Branč,Trebišov,Košický kraj,False,False,True,NULL,3,3,3
N,Administrative and support service activities,581704,406,4,Kuzmice,Topoľčany,Nitriansky kraj,False,False,True,NULL,5,3,3
N,Administrative and support service activities,599891,802,8,Košice-Džungľa,Košice I,Košický kraj,NULL,NULL,NULL,NULL,3,1,1
N,Administrative and support service activities,598119,802,8,Košice-Kavečany,Košice I,Košický kraj,NULL,NULL,NULL,NULL,16,14,14
N,Administrative and support service activities,598151,802,8,Košice-Sever,Košice I,Košický kraj,NULL,NULL,NULL,NULL,274,336,486
N,Administrative and support service activities,598186,802,8,Košice-Staré Mesto,Košice I,Košický kraj,NULL,NULL,NULL,NULL,562,1112,1793
N,Administrative and support service activities,598127,802,8,Košice-Ťahanovce,Košice I,Košický kraj,NULL,NULL,NULL,NULL,27,33,43
N,Administrative and support service activities,598194,803,8,Košice-Lorinčík,Košice II,Košický kraj,NULL,NULL,NULL,NULL,4,1,1
N,Administrative and support service activities,599972,803,8,Košice-Luník IX,Košice II,Košický kraj,NULL,NULL,NULL,NULL,4,3,3
N,Administrative and support service activities,598216,803,8,Košice-Myslava,Košice II,Košický kraj,NULL,NULL,NULL,NULL,27,26,29
N,Administrative and support service activities,598208,803,8,Košice-Pereš,Košice II,Košický kraj,NULL,NULL,NULL,NULL,29,15,15
N,Administrative and support service activities,599859,803,8,Košice-Poľov,Košice II,Košický kraj,NULL,NULL,NULL,NULL,6,11,16
N,Administrative and support service activities,599841,803,8,Košice-Šaca,Košice II,Košický kraj,NULL,NULL,NULL,NULL,51,513,874
N,Administrative and support service activities,599883,803,8,Košice-Sídlisko KVP,Košice II,Košický kraj,NULL,NULL,NULL,NULL,240,284,379
N,Administrative and support service activities,598224,803,8,Košice-Západ,Košice II,Košický kraj,NULL,NULL,NULL,NULL,395,457,599
N,Administrative and support service activities,599093,805,8,Košice-Barca,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,62,83,120
N,Administrative and support service activities,599824,805,8,Košice-Juh,Košice IV,Košický kraj,NULL,NULL,NULL,NULL,569,1079,1738
