ownership_type_id,organization_size_id,sk_nace_category_id,legal_form_id,municipality_id,district_id,region_id,id,cin,tin,corporate_body_name,city,street,postal_code,last_updated_on,established_on,consolidated,data_source,created_at,updated_at,deleted,terminated_on,sid,region_name,region_en,district_name,district_en,municipality,mun_en,legal_form,lf_en,sk_nace_category,nace_en,organization_size,os_en,ownership_type,ow_en,min_emp,max_emp,sector,nace_g_name,nace_g_code,nace_cl_code,nace_cl_name,nace_root_code,nace_root_name,tvc_network,zemp_geopark,se,nw
2,1,25720,101,528099,811,8,620264,40953246,1025984696,Václav Terner,Trebišov,Paričovska 1480/40,7501,31/07/2017,10/09/2003,FALSE,SUSR,17/05/2016 22:49,01/08/2017 12:04,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Výroba zámkov a pántov,"Manuf.of locks,hinges",0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Trebišov,"Manufacture of cutlery, tools and general hardware",C25.7,C25,"Manufacture of fabricated metal products, except machinery and equipment",C,Manufacturing,NULL,NULL,NULL,NULL
2,0,82190,101,528099,811,8,1784234,51827841,NULL,Ing. Ivana Eštoková,Trebišov,Krajná 787/11,7501,06/08/2018,29/06/2018,FALSE,SUSR,07/08/2018 02:03,07/08/2018 02:03,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,"Kopírovanie,prípr.dokum.",Oth.spec.offic.supp.act.,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Trebišov,Office administrative and support activities,N82.1,N82,"Office administrative, office support and other business support activities",N,Administrative and support service activities,NULL,NULL,NULL,NULL
2,1,25720,101,528099,811,8,566390,40385256,1048014814,Jaroslav Zuščák - ZAMOZ,Trebišov,Paričovská 1288/1,7501,31/07/2017,18/09/2002,FALSE,SUSR,17/05/2016 22:43,01/08/2017 11:20,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Výroba zámkov a pántov,"Manuf.of locks,hinges",0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Trebišov,"Manufacture of cutlery, tools and general hardware",C25.7,C25,"Manufacture of fabricated metal products, except machinery and equipment",C,Manufacturing,NULL,NULL,NULL,NULL
2,1,25720,101,528099,811,8,658204,35476796,NULL,Jozef Žemba,Trebišov,Milhostov 137,7501,31/07/2017,19/01/1999,FALSE,SUSR,17/05/2016 22:53,01/08/2017 12:34,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Výroba zámkov a pántov,"Manuf.of locks,hinges",0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Trebišov,"Manufacture of cutlery, tools and general hardware",C25.7,C25,"Manufacture of fabricated metal products, except machinery and equipment",C,Manufacturing,NULL,NULL,NULL,NULL
2,1,25720,101,528099,811,8,546675,40387402,1024204137,Štefan Csizmadia,Trebišov,Berehovská 2215/17,7501,31/07/2017,19/02/2003,FALSE,SUSR,17/05/2016 22:41,01/08/2017 11:02,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Výroba zámkov a pántov,"Manuf.of locks,hinges",0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Trebišov,"Manufacture of cutlery, tools and general hardware",C25.7,C25,"Manufacture of fabricated metal products, except machinery and equipment",C,Manufacturing,NULL,NULL,NULL,NULL
2,4,43990,112,528099,811,8,1783174,51785765,2120801760,Green Enviro Technology s.r.o.,Trebišov,Škultétyho 1880/7,7501,07/04/2020,10/07/2018,FALSE,SUSR,07/08/2018 02:03,12/05/2020 19:55,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Spol. s r. o.,Limited liability comp.,Ost.špecializ.stav.práce,Oth.spec.constr.act.nec,3-4 zamestnanci,3-4 employees,Súkromné tuzemské,Private inland,3,4,Trebišov,Other specialised construction activities,F43.9,F43,Specialised construction activities,F,Construction,NULL,NULL,NULL,NULL
2,3,38210,101,528099,811,8,546154,40384497,1020696105,Ján Bodnár - ZBEDRUS,Trebišov,Sadovská 1,7501,07/04/2020,26/06/2002,FALSE,SUSR,17/05/2016 22:41,12/05/2020 20:52,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Spracúv.bezp.odpadu,Disposal of n-hazard.was,2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,Trebišov,Waste treatment and disposal,E38.2,E38,"Waste collection, treatment and disposal activities; materials recovery",E,Water supply; sewerage; waste managment and remediation activities,NULL,NULL,NULL,NULL
2,0,18130,101,528099,811,8,304099,17269857,1020695390,Dušan Komjaty - ALU PRESS,Trebišov,Kpt. Nálepku 1,7501,31/07/2017,13/08/1991,FALSE,SUSR,17/05/2016 22:18,01/08/2017 07:55,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Služby pre tlač a média,"Pre-press,pre-media serv",nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Trebišov,Printing and service activities related to printing,C18.1,C18,Printing and reproduction of recorded media,C,Manufacturing,NULL,NULL,NULL,NULL
2,5,47520,112,528099,811,8,767714,44548397,2022736716,EKOPRA COLOR - MIX s.r.o.,Trebišov,Cukrovarská 32,7501,05/08/2019,01/01/2009,FALSE,SUSR,17/05/2016 23:03,06/08/2019 02:12,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Spol. s r. o.,Limited liability comp.,"Mal.so žel.tov,farb,skl.","Retail of hardw.,paints",5-9 zamestnancov,5-9 employees,Súkromné tuzemské,Private inland,5,9,Trebišov,Retail sale of other household equipment in specialised stores,G47.5,G47,"Retail trade, except of motor vehicles and motorcycles",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,NULL,NULL,NULL,NULL
2,1,43990,101,528099,811,8,1702244,47952725,NULL,Lukáš Parizek,Trebišov,Štúrova 1068/6,7501,14/02/2018,25/08/2015,FALSE,SUSR,30/06/2017 02:18,15/02/2018 03:15,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Ost.špecializ.stav.práce,Oth.spec.constr.act.nec,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Trebišov,Other specialised construction activities,F43.9,F43,Specialised construction activities,F,Construction,NULL,NULL,NULL,NULL
2,0,25720,101,528099,811,8,1845250,52505529,NULL,Martin Melinčák,Trebišov,Škultétyho 1924/4,7501,03/12/2019,15/11/2019,FALSE,SUSR,06/08/2019 02:27,04/12/2019 02:07,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Výroba zámkov a pántov,"Manuf.of locks,hinges",nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Trebišov,"Manufacture of cutlery, tools and general hardware",C25.7,C25,"Manufacture of fabricated metal products, except machinery and equipment",C,Manufacturing,NULL,NULL,NULL,NULL
2,1,25720,101,528099,811,8,123413,41604628,1024326127,Bartolomej Kucik,Trebišov,Komenského 2210/23,7501,31/07/2017,13/04/2005,FALSE,SUSR,17/05/2016 21:59,01/08/2017 03:36,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Výroba zámkov a pántov,"Manuf.of locks,hinges",0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Trebišov,"Manufacture of cutlery, tools and general hardware",C25.7,C25,"Manufacture of fabricated metal products, except machinery and equipment",C,Manufacturing,NULL,NULL,NULL,NULL
2,1,25110,101,528099,811,8,519828,43508154,1077318737,Tibor Jacsó ml.,Trebišov,17. novembra 1792/44,7501,31/07/2017,01/03/2007,FALSE,SUSR,17/05/2016 22:39,01/08/2017 10:40,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Výroba kov.konštrukcií,Man.of metal structures,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Trebišov,Manufacture of structural metal products,C25.1,C25,"Manufacture of fabricated metal products, except machinery and equipment",C,Manufacturing,NULL,NULL,NULL,NULL
2,3,47590,112,528099,811,8,752046,44986289,2022901496,RENOVASS s.r.o.,Trebišov,1. decembra 2207/8,7501,31/07/2017,15/10/2009,FALSE,SUSR,17/05/2016 23:01,01/08/2017 13:46,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Spol. s r. o.,Limited liability comp.,Maloobchod s nábytkom,Retail of furniture,2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,Trebišov,Retail sale of other household equipment in specialised stores,G47.5,G47,"Retail trade, except of motor vehicles and motorcycles",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,NULL,NULL,NULL,NULL
2,0,64990,101,528099,811,8,750993,44853220,1080542276,Renata Rácová - R + R,Trebišov,Komenského 1675/19,7501,14/02/2018,01/07/2009,FALSE,SUSR,17/05/2016 23:01,15/02/2018 02:36,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Ost.finančné služby i.n,Oth.finan.serv.act.nec,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Trebišov,"Other financial service activities, except insurance and pension funding",K64.9,K64,"Financial service activities, except insurance and pension funding",K,Financial and insurance activities,NULL,NULL,NULL,NULL
6,0,88990,117,528099,811,8,1918911,45808708,NULL,"Nadácia SENIOR LAND CEJKOV ""v likvidácii""",Trebišov,Cukrovarská 30/4,7501,03/07/2020,27/05/2008,FALSE,SUSR,04/07/2020 06:44,04/07/2020 06:44,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Nadácia,Foundation,Ost.soc.star.bez.ubyt.,Ot.soc.work act.witho.ac,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,Trebišov,Other social work activities without accommodation,Q88.9,Q88,Social work activities without accommodation,Q,Human health and social work activities,NULL,NULL,NULL,NULL
7,25,86100,121,528099,811,8,138308,36597376,2022058830,"Nemocnica s poliklinikou Trebišov, a.s.",Trebišov,Ul. SNP 1079/76,7501,12/03/2018,07/09/2005,FALSE,SUSR,17/05/2016 22:00,16/03/2018 09:25,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Akc. spol.,Joint stock company,Čin.nemocníc,Hospital activities,500-999 zamestnancov,500-999 employees,Zahraničné,Foreign,500,999,Trebišov,Hospital activities,Q86.1,Q86,Human health activities,Q,Human health and social work activities,NULL,NULL,NULL,NULL
2,0,93190,105,528099,811,8,107975,41606833,1042222764,Adrián Kanaloš,Trebišov,Slov. Nár. Povstania 2501/90,7501,05/11/2019,11/09/2018,FALSE,SUSR,17/05/2016 21:57,06/11/2019 02:00,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,FO-slob.povolanie,Freelance occupation,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Trebišov,Sports activities,R93.1,R93,Sports activities and amusement and recreation activities,R,"Arts, entertainment and recreation",NULL,NULL,NULL,NULL
6,0,93120,701,528099,811,8,270726,35562358,NULL,Oblastné športové centrum Trebišov,Trebišov,Jána Kostru 1,7501,31/07/2017,22/07/2004,FALSE,SUSR,17/05/2016 22:14,01/08/2017 07:30,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,"Združenie (zväz,spolok)",Association,Čin.športových klubov,Activit.of sport clubs,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,Trebišov,Sports activities,R93.1,R93,Sports activities and amusement and recreation activities,R,"Arts, entertainment and recreation",NULL,NULL,NULL,NULL
2,0,93110,112,528099,811,8,355667,36779181,2022386883,Pro Care 24 s.r.o.,Trebišov,Ternavská 2238/5,7501,31/07/2017,18/05/2007,FALSE,SUSR,17/05/2016 22:23,01/08/2017 08:36,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Trebišov,Sports activities,R93.1,R93,Sports activities and amusement and recreation activities,R,"Arts, entertainment and recreation",NULL,NULL,NULL,NULL
6,0,88990,117,528099,811,8,744431,42108578,2022939556,"Nadácia DRUHÉ KRÍDLA ""v likvidácii""",Trebišov,M. R. Štefánika 2221/164,7501,31/07/2017,03/11/2009,FALSE,SUSR,17/05/2016 23:01,01/08/2017 13:41,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Nadácia,Foundation,Ost.soc.star.bez.ubyt.,Ot.soc.work act.witho.ac,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,Trebišov,Other social work activities without accommodation,Q88.9,Q88,Social work activities without accommodation,Q,Human health and social work activities,NULL,NULL,NULL,NULL
2,1,25720,101,528099,811,8,959264,45939624,1079576971,Lukáš Formel - LuFo,Trebišov,J. Záborského 1667/3,7501,04/11/2020,01/12/2010,FALSE,SUSR,17/05/2016 23:10,05/11/2020 02:08,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Výroba zámkov a pántov,"Manuf.of locks,hinges",0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Trebišov,"Manufacture of cutlery, tools and general hardware",C25.7,C25,"Manufacture of fabricated metal products, except machinery and equipment",C,Manufacturing,NULL,NULL,NULL,NULL
2,1,71121,101,528099,811,8,1696253,50823388,NULL,Ing. Daniel Kundek,Trebišov,Komenského 2222/81,7501,05/02/2019,01/04/2017,FALSE,SUSR,30/06/2017 02:14,06/02/2019 03:07,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,"Inžinierske čin,poraden.",Engineering activities,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Trebišov,Architectural and engineering activities and related technical consultancy,M71.1,M71,Architectural and engineering activities; technical testing and analysis,M,"Professional, scientific and technical activities",NULL,NULL,NULL,NULL
2,1,25720,101,528099,811,8,723101,44201214,1071760184,Vladimír Hvasta,Trebišov,Ružová 2241/31,7501,31/07/2017,22/05/2008,FALSE,SUSR,17/05/2016 22:59,01/08/2017 13:24,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Výroba zámkov a pántov,"Manuf.of locks,hinges",0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Trebišov,"Manufacture of cutlery, tools and general hardware",C25.7,C25,"Manufacture of fabricated metal products, except machinery and equipment",C,Manufacturing,NULL,NULL,NULL,NULL
2,1,96020,101,528099,811,8,356088,43610595,1073438124,"Tatiana Gaššová - KOZMETIKA ""TATIANA""",Trebišov,L.Sáru 2362/5,7501,14/02/2018,01/06/2007,FALSE,SUSR,17/05/2016 22:23,15/02/2018 02:17,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,"Kadernícke,kozmet.služ.","Hairdres,beaut.treatment",0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Trebišov,Other personal service activities,S96.0,S96,Other personal service activities,S,Other services activities,NULL,NULL,NULL,NULL
2,0,25610,101,528099,811,8,1638146,50385291,NULL,Milan Kováč,Trebišov,Čsl. Armády 1853/10,7501,31/07/2017,10/06/2016,FALSE,SUSR,23/07/2016 02:06,01/08/2017 19:04,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Opracovanie kovov,Treatment of metals,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Trebišov,Treatment and coating of metals; machining,C25.6,C25,"Manufacture of fabricated metal products, except machinery and equipment",C,Manufacturing,NULL,NULL,NULL,NULL
2,0,96040,101,528099,811,8,1612559,50010255,1043007306,Marianna Šoltészová - Maryann lashes & visage,Trebišov,Komenského 2137/45,7501,31/07/2017,12/10/2015,FALSE,SUSR,17/05/2016 23:47,01/08/2017 18:44,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Služ.týk.sa teles.pohody,Physical well-being act.,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Trebišov,Other personal service activities,S96.0,S96,Other personal service activities,S,Other services activities,NULL,NULL,NULL,NULL
6,0,93120,701,528099,811,8,669379,35535938,2020986572,Šachový klub Trebišov,Trebišov,Jána Husa 1856,7501,31/07/2017,12/11/1996,FALSE,SUSR,17/05/2016 22:54,01/08/2017 12:42,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,"Združenie (zväz,spolok)",Association,Čin.športových klubov,Activit.of sport clubs,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,Trebišov,Sports activities,R93.1,R93,Sports activities and amusement and recreation activities,R,"Arts, entertainment and recreation",NULL,NULL,NULL,NULL
2,0,47990,101,528099,811,8,1587211,48116068,NULL,Eva Kováčová,Trebišov,Pažitná 91/17,7501,31/07/2017,26/03/2015,FALSE,SUSR,17/05/2016 23:44,01/08/2017 18:25,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Ost.maloob.mimo predajní,Oth.retail not in stores,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Trebišov,"Retail trade not in stores, stalls or markets",G47.9,G47,"Retail trade, except of motor vehicles and motorcycles",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,NULL,NULL,NULL,NULL
2,1,25720,101,528099,811,8,627847,40953343,1070866115,Marek Šurima,Trebišov,Slovenská 952/5,7501,31/07/2017,12/09/2003,FALSE,SUSR,17/05/2016 22:50,01/08/2017 12:10,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Výroba zámkov a pántov,"Manuf.of locks,hinges",0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Trebišov,"Manufacture of cutlery, tools and general hardware",C25.7,C25,"Manufacture of fabricated metal products, except machinery and equipment",C,Manufacturing,NULL,NULL,NULL,NULL
2,0,81290,112,528099,811,8,241146,36212172,2021634824,PILUS TREBIŠOV s.r.o.,Trebišov,T. G. Masaryka 936/23,7501,31/07/2017,13/02/2002,FALSE,SUSR,17/05/2016 22:12,01/08/2017 07:07,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Spol. s r. o.,Limited liability comp.,Ost.čistiace činnosti,Oth.cleaning activities,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Trebišov,Cleaning activities,N81.2,N81,Services to buildings and landscape activities,N,Administrative and support service activities,NULL,NULL,NULL,NULL
2,0,82190,101,528099,811,8,1922412,53156757,NULL,Mária Struhárová - MS,Trebišov,Škultétyho 1895/22,7501,10/08/2020,01/07/2020,FALSE,SUSR,11/08/2020 02:33,11/08/2020 02:33,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,"Kopírovanie,prípr.dokum.",Oth.spec.offic.supp.act.,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Trebišov,Office administrative and support activities,N82.1,N82,"Office administrative, office support and other business support activities",N,Administrative and support service activities,NULL,NULL,NULL,NULL
2,1,82190,101,528099,811,8,139701,41605098,1075236679,Katarína Maťašová,Trebišov,Južná 4118/3,7501,08/01/2021,06/05/2005,FALSE,SUSR,17/05/2016 22:01,09/01/2021 02:21,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,"Kopírovanie,prípr.dokum.",Oth.spec.offic.supp.act.,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Trebišov,Office administrative and support activities,N82.1,N82,"Office administrative, office support and other business support activities",N,Administrative and support service activities,NULL,NULL,NULL,NULL
6,0,93120,701,528099,811,8,1937845,53332318,NULL,Hokejbalový klub Senators Trebišov,Trebišov,Ternavská 2239/11,7501,04/11/2020,01/10/2020,FALSE,SUSR,05/11/2020 02:20,05/11/2020 02:20,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,"Združenie (zväz,spolok)",Association,Čin.športových klubov,Activit.of sport clubs,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,Trebišov,Sports activities,R93.1,R93,Sports activities and amusement and recreation activities,R,"Arts, entertainment and recreation",NULL,NULL,NULL,NULL
2,0,81300,112,528099,811,8,1936477,52414116,NULL,ZAFIRKO s.r.o.,Trebišov,Škultétyho 1945/20,7501,04/11/2020,30/09/2020,FALSE,SUSR,05/11/2020 02:19,05/11/2020 02:19,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Spol. s r. o.,Limited liability comp.,Čin.súv.s krajin.úpravou,Landscape service activ.,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Trebišov,Landscape service activities,N81.3,N81,Services to buildings and landscape activities,N,Administrative and support service activities,NULL,NULL,NULL,NULL
2,0,25720,101,528099,811,8,644049,40953084,1070802106,Marián Stýbar,Trebišov,Čsl. armády 1853/10,7501,05/02/2019,03/09/2003,FALSE,SUSR,17/05/2016 22:51,06/02/2019 02:26,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Výroba zámkov a pántov,"Manuf.of locks,hinges",nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Trebišov,"Manufacture of cutlery, tools and general hardware",C25.7,C25,"Manufacture of fabricated metal products, except machinery and equipment",C,Manufacturing,NULL,NULL,NULL,NULL
2,0,29100,112,528099,811,8,1897600,52819566,NULL,"somethingGREAT, s.r.o.",Trebišov,Škultétyho 1880/7,7501,11/05/2020,01/02/2020,FALSE,SUSR,12/05/2020 19:33,12/05/2020 19:33,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Spol. s r. o.,Limited liability comp.,Výroba motor.vozidiel,Manuf.of mot.vehicles,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,Trebišov,Manufacture of motor vehicles,C29.1,C29,"Manufacture of motor vehicles, trailers and semi-trailers",C,Manufacturing,NULL,NULL,NULL,NULL
2,0,81210,101,528099,811,8,1906136,53041011,NULL,Martin Pačuta,Trebišov,Berehovská 2217/22,7501,11/05/2020,03/04/2020,FALSE,SUSR,12/05/2020 19:32,12/05/2020 19:32,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Generál.čistenie budov,Gener.cleaning of build.,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Trebišov,Cleaning activities,N81.2,N81,Services to buildings and landscape activities,N,Administrative and support service activities,NULL,NULL,NULL,NULL
2,1,25620,101,528099,811,8,1586447,48112577,1083906703,Martin Himaľ,Trebišov,Kpt.Nálepku 1450/12,7501,31/07/2017,24/03/2015,FALSE,SUSR,17/05/2016 23:44,01/08/2017 18:24,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Obrábanie,Machining,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Trebišov,Treatment and coating of metals; machining,C25.6,C25,"Manufacture of fabricated metal products, except machinery and equipment",C,Manufacturing,NULL,NULL,NULL,NULL
6,0,93120,701,528099,811,8,1829548,48465011,NULL,TK Junior TV,Trebišov,Komenského 2222/77,7501,22/10/2019,22/07/2003,FALSE,SUSR,05/04/2019 02:14,29/10/2019 15:41,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,"Združenie (zväz,spolok)",Association,Čin.športových klubov,Activit.of sport clubs,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,Trebišov,Sports activities,R93.1,R93,Sports activities and amusement and recreation activities,R,"Arts, entertainment and recreation",NULL,NULL,NULL,NULL
2,0,81210,101,528099,811,8,1805621,52050165,NULL,Samuel Zbojovský,Trebišov,Škultétyho 1921/6,7501,05/12/2018,01/11/2018,FALSE,SUSR,06/12/2018 02:03,06/12/2018 02:03,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník,Entrepreneur,Generál.čistenie budov,Gener.cleaning of build.,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,Trebišov,Cleaning activities,N81.2,N81,Services to buildings and landscape activities,N,Administrative and support service activities,NULL,NULL,NULL,NULL
6,0,93120,701,528099,811,8,1756419,51566451,NULL,Štart Trebišov,Trebišov,Komenského 1965/12,7501,09/05/2018,22/03/2018,FALSE,SUSR,10/05/2018 02:36,10/05/2018 02:36,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,"Združenie (zväz,spolok)",Association,Čin.športových klubov,Activit.of sport clubs,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,Trebišov,Sports activities,R93.1,R93,Sports activities and amusement and recreation activities,R,"Arts, entertainment and recreation",NULL,NULL,NULL,NULL
2,3,77110,112,528099,811,8,1208983,46787615,2023570296,MK Trade Slovakia s.r.o.,Trebišov,Družstevná 10,7501,03/07/2020,07/08/2012,FALSE,SUSR,17/05/2016 23:27,04/07/2020 04:39,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Spol. s r. o.,Limited liability comp.,Prenájom automobilov,Renting of cars,2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,Trebišov,Renting and leasing of motor vehicles,N77.1,N77,Rental and leasing activities,N,Administrative and support service activities,NULL,NULL,NULL,NULL
2,1,88910,102,528099,811,8,40704,33147833,1023582758,"Terézia Kačová, Trebišov",Trebišov,Tržná 3483/1,7501,09/06/2020,07/05/1992,FALSE,SUSR,17/05/2016 21:51,10/06/2020 02:00,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Trebišov,Trebišov,Živnostník v OR,Entrepreneur in BR,Denná starostliv.o deti,Child day-care activit.,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,Trebišov,Other social work activities without accommodation,Q88.9,Q88,Social work activities without accommodation,Q,Human health and social work activities,NULL,NULL,NULL,NULL
